Fiscal year,Branch name,CIDA business delivery model (old),Project number,Sector ID,Section name,FSTC percent,Youth issues (marker),CountryRegion name,Bilateral aid (international marker),Trade development (marker),Untied amount(Project-level budget),Status,Urban issues (marker),Climate change adaptation (marker),Branch ID,Desertification (marker),PBA type,Organisation class,Organisation type,Indigenous issues (marker),ICT as a tool for development (marker),CFLI (marker),CountryRegion percent,Regional program (marker),Participatory development and good governance,Children issues (marker),Fund centre name,Organisation sub-class,Division name,Enviromental sustainability (marker),IRTC percent,Disability issues (marker),Project Browser country ID,Organisation name,Maximum CIDA contribution (project-level),Division ID,Section ID,Fund centre ID,Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Knowledge for development (marker)
2009/2010,NGM Americas,Responsive,A033499001,41010,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.14,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,PE,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,32262,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.14,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,PY,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,41010,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.14,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,PY,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,32262,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,AR,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,41010,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,AR,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,32262,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,BR,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,41010,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,BR,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,32262,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,CO,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,NGM Americas,Responsive,A033499001,41010,South America,1.0,0,South America,1,0,205716.24,Closed,0,0,B4400,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.18,1,0,0,*S.A. Regional,IFI,NDD Americas Programming,1,0.0,0,CO,World Bank,205716.24,D4400,S4413,4427,Uncoded: Pre-APP,1,0,0
2009/2010,OGM Asia Pacific,Responsive,A033504001,11240,Bangladesh Section,1.0,0,Bangladesh,1,0,8250000.0,Operational,0,0,B4100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,0,2,Bangladesh,NGO,OAD Asia Programming,0,0.0,0,BD,Aga Khan Foundation Canada,8250000.0,D4100,S4122,4122,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Core Funding,A033518001,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Ethiopia,1,0,15000000.0,Closed,0,0,B4200,0,Pooled funding,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,UNITED NATIONS,WED Southern & Eastern Africa,0,0.0,0,ET,UNDP - United Nations Development Programme,15000000.0,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Core Funding,A033518001,15130,"Ethiopia, PanAfrica, SubRegional",0.0,0,Ethiopia,1,0,15000000.0,Closed,0,0,B4200,0,Pooled funding,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,UNITED NATIONS,WED Southern & Eastern Africa,0,0.0,0,ET,UNDP - United Nations Development Programme,15000000.0,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Core Funding,A033518001,15151,"Ethiopia, PanAfrica, SubRegional",0.0,0,Ethiopia,1,0,15000000.0,Closed,0,0,B4200,0,Pooled funding,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,UNITED NATIONS,WED Southern & Eastern Africa,0,0.0,0,ET,UNDP - United Nations Development Programme,15000000.0,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Core Funding,A033518001,15160,"Ethiopia, PanAfrica, SubRegional",0.0,0,Ethiopia,1,0,15000000.0,Closed,0,0,B4200,0,Pooled funding,Multilateral,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,UNITED NATIONS,WED Southern & Eastern Africa,0,0.0,0,ET,UNDP - United Nations Development Programme,15000000.0,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033519PRE,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,190277.65,Terminating,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Ethiopia,COOPERANT,WED Southern & Eastern Africa,0,0.0,0,ET,Information not available,190277.65,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033519PRE,15130,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,190277.65,Terminating,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Ethiopia,COOPERANT,WED Southern & Eastern Africa,0,0.0,0,ET,Information not available,190277.65,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033519PRE,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,190277.65,Terminating,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Ethiopia,COOPERANT,WED Southern & Eastern Africa,0,0.0,0,ET,Information not available,190277.65,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033520001,13040,Southern & Eastern Africa Geographic Pro,1.0,1,South Africa,1,0,11751336.08,Closed,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,0,1,South Africa,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,ZA,Department of Foreign Affairs and International Trade,11751336.08,D4270,S4275,4284,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033520001,16064,Southern & Eastern Africa Geographic Pro,1.0,1,South Africa,1,0,11751336.08,Closed,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,0,1,South Africa,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,ZA,Department of Foreign Affairs and International Trade,11751336.08,D4270,S4275,4284,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033521PRE,15130,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,59355.12,Closed,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,ET,Department of Foreign Affairs and International Trade,59355.12,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033521PRE,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,59355.12,Closed,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,ET,Department of Foreign Affairs and International Trade,59355.12,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033521PRE,15153,"Ethiopia, PanAfrica, SubRegional",1.0,0,Ethiopia,1,0,59355.12,Closed,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Ethiopia,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,ET,Department of Foreign Affairs and International Trade,59355.12,D4270,S4227,4229,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A033525001,15160,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Afghanistan,1,0,0.0,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Afghanistan,NGO,OAD Asia Programming,0,0.0,0,AF,CANADEM,680000.0,D4100,S4141,4125,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A033528001,21020,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Afghanistan,1,0,18773732.23,Closed,0,0,B4100,0,Not PBA,Civil Society,Foreign Profit Making,0,0,0,1.0,0,0,0,Afghanistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,AF,Central Asia Development Group Inc.,18773732.23,D4100,S4141,4125,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A033528001,31140,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Afghanistan,1,0,18773732.23,Closed,0,0,B4100,0,Not PBA,Civil Society,Foreign Profit Making,0,0,0,1.0,0,0,0,Afghanistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,AF,Central Asia Development Group Inc.,18773732.23,D4100,S4141,4125,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,BJ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,BJ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,BJ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,SN,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,SN,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,SN,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.16,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,GH,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.16,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,GH,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Western Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.16,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,GH,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,KE,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,KE,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,KE,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,TZ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,TZ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,TZ,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,UG,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,UG,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,UG,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,ZM,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15113,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,ZM,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Eastern Africa,1,0,13700000.0,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.14,1,1,0,PanAfrica,SPECIALIZED INSTITUTE,WED Southern & Eastern Africa,0,0.0,0,ZM,Parliamentary Centre,13700000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Western Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,BJ,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Western Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,SN,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Western Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.16,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,GH,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Eastern Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,KE,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Eastern Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,TZ,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Eastern Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,UG,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033531002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Eastern Africa,1,0,93465.53,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,0.14,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,ZM,Project Services International Inc.,93465.53,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033534002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Africa MC,1,0,58940.94,Terminating,0,0,B4200,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,1.0,1,0,0,PanAfrica,FEDERAL,WED Southern & Eastern Africa,0,0.0,0,X1,Department of Foreign Affairs and International Trade,58940.94,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A033534002,15110,"Ethiopia, PanAfrica, SubRegional",0.0,0,Africa MC,1,0,58940.94,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,1,0,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,X1,DADA International Inc. (Duska-Anema Development,58940.94,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,14010,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,15110,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,31140,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,31310,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,41010,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Responsive,A033535001,41050,"Ethiopia, PanAfrica, SubRegional",1.0,0,Northern Africa,1,0,10000000.0,Terminating,0,0,B4200,0,Not PBA,Multilateral,Foreign Non-Profit Making,0,0,0,0.1111,1,1,0,PanAfrica,IFI,WED Southern & Eastern Africa,0,0.0,0,EG,World Bank,10000000.0,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
