assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
3209,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,In vivo,,104698,H
3210,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,In vivo,,104698,H
3211,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,In vivo,,104698,H
3212,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,In vivo,,104698,H
3213,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3214,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3215,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3216,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3217,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3218,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3219,,11454,,,,,,,Autocuration,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,104698,H
3220,,670,,,,,,,Autocuration,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,104698,H
3221,,670,,,,,,,Autocuration,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,104698,H
3222,,10321,,,,,,,Autocuration,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,In vivo,,104698,H
3223,,10321,,,,,,,Autocuration,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,In vivo,,104698,H
3224,,10321,,,,,,,Autocuration,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,In vivo,,104698,H
3225,,10321,,,,,,,Autocuration,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,In vivo,,104698,H
3226,,10321,,,,,,,Autocuration,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,In vivo,,104698,H
3227,,10322,,,,,,,Autocuration,,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,In vivo,,104698,H
3228,,15412,,,,,,,Autocuration,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,104698,H
3229,,15412,,,,,,,Autocuration,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,104698,H
3230,,15412,,Rattus norvegicus,,,10116.0,,Autocuration,,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,,104698,D
3231,,15412,,,,,,,Autocuration,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,104698,H
3232,Hippocampus,15412,10000000.0,,,,,,Intermediate,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,104698,D
3233,,15412,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,,104698,D
3234,,17394,,Rattus norvegicus,,,10116.0,,Autocuration,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,,104698,D
3235,,12457,,,,,,,Autocuration,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,104698,H
3236,,12457,,,,,,,Autocuration,,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,104698,H
3237,,12205,,,,,,,Autocuration,,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,104698,H
3238,,14532,,,,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,104698,H
3239,,1122,,,,,,,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,104698,H
3240,,5094,,,,,,,Autocuration,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,104698,H
3241,Ileum,809,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,,20033,D
3242,Ileum,809,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,,20033,D
3243,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,,20033,D
3244,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,,20033,D
3245,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,20033,D
3246,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,20033,D
3247,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,,20033,D
3248,Ileum,13961,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,,20033,D
3249,Ileum,13961,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,,20033,D
3250,Ileum,809,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,,20033,D
3251,Ileum,809,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,,20033,D
3252,Ileum,809,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,,20033,D
3253,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,,20033,D
3254,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,,20033,D
3255,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,,20033,D
3256,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,,20033,D
3257,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,20033,D
3258,Ileum,14290,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,20033,D
3259,,15034,,Cavia porcellus,,,10141.0,,Intermediate,,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,20033,D
3260,Striatum,5094,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,20033,D
3261,Striatum,5094,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,20033,D
3262,Striatum,5399,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,,20033,D
3263,Striatum,17394,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,20033,D
3264,Striatum,17394,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,20033,D
3265,Striatum,17394,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,20033,D
3266,Ileum,13961,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,,20033,D
3267,Ileum,13961,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,,20033,D
3268,Ileum,13961,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,20033,D
3269,,16946,,Cavia porcellus,,,10141.0,,Intermediate,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,,20033,D
3270,,16946,,Cavia porcellus,,,10141.0,,Intermediate,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,,20033,D
3271,,15034,,Cavia porcellus,,,10141.0,,Intermediate,,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,,20033,D
3272,,15034,,Cavia porcellus,,,10141.0,,Intermediate,,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,,20033,D
3273,,12918,,Cavia porcellus,,,10141.0,,Intermediate,,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,,20033,D
3274,,16946,,Cavia porcellus,,,10141.0,,Intermediate,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,,20033,D
3275,Striatum,17394,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,20033,D
3276,Striatum,15034,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,,20033,D
3277,Striatum,5094,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,20033,D
3278,Striatum,5094,2435.0,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,20033,D
3279,Ileum,17358,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,,20033,D
3280,,12953,,Cavia porcellus,,,10141.0,,Expert,,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,,20033,D
3281,,12953,,Cavia porcellus,,,10141.0,,Intermediate,,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,20033,D
3282,,12953,,Cavia porcellus,,,10141.0,,Intermediate,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,,20033,D
3283,,12953,,Cavia porcellus,,,10141.0,,Intermediate,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,20033,D
3284,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,20033,D
3285,Ileum,12918,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,,20033,D
3286,Ileum,12919,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,,20033,D
3287,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,,20033,D
3288,Ileum,273,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,20033,D
3289,,13181,,Cavia porcellus,,,10141.0,,Intermediate,,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,,20033,D
3290,,13181,,Cavia porcellus,,,10141.0,,Autocuration,,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,,168,H
3291,,15034,,Cavia porcellus,,,10141.0,,Intermediate,,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,,20033,D
3292,,5033,,Cavia porcellus,,,10141.0,,Intermediate,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,20033,D
3293,,1980,,Cavia porcellus,,,10141.0,,Intermediate,,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,,20033,D
3294,,13181,,Cavia porcellus,,722.0,10141.0,,Autocuration,,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,HEK293,168,H
3295,,14287,,Cavia porcellus,,,10141.0,,Intermediate,,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,,20033,D
3296,,1317,,Cavia porcellus,,,10141.0,,Intermediate,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,,20033,D
3297,,15316,,Cavia porcellus,,,10141.0,,Intermediate,,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,,20033,D
