Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Disability issues (marker),Organisation ID,Organisation name,Organisation type,Organisation sub-class,Continent ID,CountryRegion name,CountryRegion percent
2009/2010,0,11230,0,NP,S063784002,Basic life skills for youth and adults,0,Civil Society,138689.0,Sustainable Economic Growth,138689.0,0,0,0,87373.5,S6215,0.75,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,1,1.0,0,0,0,0,NP,Uncoded: Pre-APP,0,0,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Nepal,1.0
2009/2010,0,24081,0,NP,S063784002,Education/training in banking and financial services,0,Civil Society,138689.0,Sustainable Economic Growth,138689.0,0,0,0,29124.5,S6215,0.25,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,1,1.0,0,0,0,0,NP,Uncoded: Pre-APP,0,0,Asia,0,1002189,Street Kids International,Canadian Non-Profit Making,NGO,3,Nepal,1.0
2009/2010,0,11130,0,HT,S063786002,Teacher training,0,Civil Society,121624.0,Education,121624.0,0,0,0,7954.6,S6213,0.1,B6100,6108,Education,Closed,0.0,D6211,1,0.8,0,0,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001518,Frontiers Foundation Inc.,Canadian Non-Profit Making,NGO,1,Haiti,1.0
2009/2010,0,11220,0,HT,S063786002,Primary education,0,Civil Society,121624.0,Education,121624.0,0,0,0,19886.5,S6213,0.25,B6100,6108,Education,Closed,0.0,D6211,1,0.8,0,0,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001518,Frontiers Foundation Inc.,Canadian Non-Profit Making,NGO,1,Haiti,1.0
2009/2010,0,11230,0,HT,S063786002,Basic life skills for youth and adults,0,Civil Society,121624.0,Education,121624.0,0,0,0,19886.5,S6213,0.25,B6100,6108,Education,Closed,0.0,D6211,1,0.8,0,0,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001518,Frontiers Foundation Inc.,Canadian Non-Profit Making,NGO,1,Haiti,1.0
2009/2010,0,12181,0,HT,S063786002,Medical education/training,0,Civil Society,121624.0,Education,121624.0,0,0,0,15909.2,S6213,0.2,B6100,6108,Education,Closed,0.0,D6211,1,0.8,0,0,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001518,Frontiers Foundation Inc.,Canadian Non-Profit Making,NGO,1,Haiti,1.0
2009/2010,0,13040,0,HT,S063786002,STD control including HIV/AIDS,0,Civil Society,121624.0,Education,121624.0,0,0,0,15909.2,S6213,0.2,B6100,6108,Education,Closed,0.0,D6211,1,0.8,0,0,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001518,Frontiers Foundation Inc.,Canadian Non-Profit Making,NGO,1,Haiti,1.0
2009/2010,2,11230,0,IN,S063787002,Basic life skills for youth and adults,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,4144.5,S6215,0.1,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,2,12261,0,IN,S063787002,Health education,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,8289.0,S6215,0.2,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,2,14031,0,IN,S063787002,Basic drinking water supply,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,4144.5,S6215,0.1,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,2,14032,0,IN,S063787002,Basic sanitation,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,4144.5,S6215,0.1,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,2,15150,0,IN,S063787002,Democratic participation and civil society,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,8289.0,S6215,0.2,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,2,31130,0,IN,S063787002,Agricultural land resources,0,Civil Society,55334.0,Sustainable Economic Growth,55334.0,0,0,0,12433.5,S6215,0.3,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,IN,Uncoded: Pre-APP,0,0,Asia,0,1001700,Sahakarini Inter-World Education and Development Association,Canadian Non-Profit Making,NGO,3,India,1.0
2009/2010,3,15150,0,BB,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BB,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Barbados,0.075
2009/2010,3,15160,0,BB,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BB,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Barbados,0.075
2009/2010,3,99820,0,BB,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BB,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Barbados,0.075
2009/2010,3,15150,0,BI,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BI,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Burundi,0.075
2009/2010,3,15160,0,BI,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BI,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Burundi,0.075
2009/2010,3,99820,0,BI,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,BI,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Burundi,0.075
2009/2010,3,15150,0,CA,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,30280.53,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Canada,0.1
2009/2010,3,15160,0,CA,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,8651.58,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Canada,0.1
2009/2010,3,99820,0,CA,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,4325.79,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Canada,0.1
2009/2010,3,15150,0,GH,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Ghana,0.075
2009/2010,3,15160,0,GH,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Ghana,0.075
2009/2010,3,99820,0,GH,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,GH,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Ghana,0.075
2009/2010,3,15150,0,JM,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,JM,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Jamaica,0.075
2009/2010,3,15160,0,JM,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,JM,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Jamaica,0.075
2009/2010,3,99820,0,JM,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,JM,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Jamaica,0.075
2009/2010,3,15150,0,LK,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,LK,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Sri Lanka,0.075
2009/2010,3,15160,0,LK,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,LK,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Sri Lanka,0.075
2009/2010,3,99820,0,LK,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,LK,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Sri Lanka,0.075
2009/2010,3,15150,0,ML,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,ML,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Mali,0.075
2009/2010,3,15160,0,ML,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,ML,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Mali,0.075
2009/2010,3,99820,0,ML,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,ML,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Mali,0.075
2009/2010,3,15150,0,NP,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Nepal,0.075
2009/2010,3,15160,0,NP,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Nepal,0.075
2009/2010,3,99820,0,NP,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,NP,Uncoded: Pre-APP,1,0,Asia,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,3,Nepal,0.075
2009/2010,3,15150,0,PY,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Paraguay,0.075
2009/2010,3,15160,0,PY,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Paraguay,0.075
2009/2010,3,99820,0,PY,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,1,0,America,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,1,Paraguay,0.075
2009/2010,3,15150,0,RW,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Rwanda,0.075
2009/2010,3,15160,0,RW,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Rwanda,0.075
2009/2010,3,99820,0,RW,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,RW,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Rwanda,0.075
2009/2010,3,15150,0,SN,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Senegal,0.075
2009/2010,3,15160,0,SN,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Senegal,0.075
2009/2010,3,99820,0,SN,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Senegal,0.075
2009/2010,3,15150,0,TG,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TG,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Togo,0.075
2009/2010,3,15160,0,TG,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TG,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Togo,0.075
2009/2010,3,99820,0,TG,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TG,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,Togo,0.075
2009/2010,3,15150,0,TZ,S063812PRG,Democratic participation and civil society,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,22710.3975,S6218,0.7,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TZ,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,"Tanzania,Un Rep",0.075
2009/2010,3,15160,0,TZ,S063812PRG,Human rights,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,6488.685,S6218,0.2,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TZ,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,"Tanzania,Un Rep",0.075
2009/2010,3,99820,0,TZ,S063812PRG,Promotion of development awareness,0,Civil Society,1192437.0,Governance & Human Rights,1192437.0,0,0,0,3244.3425,S6218,0.1,B6100,6218,Governance & Human Rights,Closed,0.0,D6214,0,1.0,0,0,0,0,TZ,Uncoded: Pre-APP,1,0,Africa,0,1001449,Match International Centre,Canadian Non-Profit Making,NGO,2,"Tanzania,Un Rep",0.075
2009/2010,1,32130,0,SN,S063825Z01,Small and medium-sized enterprises (SME) development,0,Civil Society,227859.0,Sustainable Economic Growth,227859.0,0,0,0,180000.0,S6215,1.0,B6100,6160,Sustainable Economic Growth,Closed,0.0,D6214,0,1.0,0,0,0,0,SN,Uncoded: Pre-APP,0,0,Africa,0,1013551,Services d'aide aux jeunes entreprises du Montr�al Centre,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,2,Senegal,1.0
2009/2010,2,11330,0,CA,S063897PRG,Vocational training,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,10025.0,S6216,0.25,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,12261,0,CA,S063897PRG,Health education,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,8020.0,S6216,0.2,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,14015,0,CA,S063897PRG,Water resources conservation (including data collection),0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,2005.0,S6216,0.05,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,14031,0,CA,S063897PRG,Basic drinking water supply,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,12030.0,S6216,0.3,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,14032,0,CA,S063897PRG,Basic sanitation,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,2005.0,S6216,0.05,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,31166,0,CA,S063897PRG,Agricultural extension,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,4010.0,S6216,0.1,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,99820,0,CA,S063897PRG,Promotion of development awareness,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,2005.0,S6216,0.05,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,CA,Uncoded: Pre-APP,1,0,America,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,1,Canada,0.05
2009/2010,2,11330,0,IN,S063897PRG,Vocational training,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,190475.0,S6216,0.25,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
2009/2010,2,12261,0,IN,S063897PRG,Health education,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,152380.0,S6216,0.2,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
2009/2010,2,14015,0,IN,S063897PRG,Water resources conservation (including data collection),0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,38095.0,S6216,0.05,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
2009/2010,2,14031,0,IN,S063897PRG,Basic drinking water supply,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,228570.0,S6216,0.3,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
2009/2010,2,14032,0,IN,S063897PRG,Basic sanitation,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,38095.0,S6216,0.05,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
2009/2010,2,31166,0,IN,S063897PRG,Agricultural extension,0,Civil Society,4010000.0,Environment Sustainability,4010000.0,1,1,1,76190.0,S6216,0.1,B6100,6216,Environmental Sustainability,Closed,0.0,D6217,1,0.95,1,0,0,0,IN,Uncoded: Pre-APP,1,0,Asia,0,1002401,SOPAR,Canadian Non-Profit Making,NGO,3,India,0.95
