assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
4284,BAO00po219,,874.0,Experh,,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,,Homo sapiens,9606.0,
4285,hAO000o219,,1004.0,Ezpert,,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,,Rattus norvegicus,10116.0,
4286,BAO00o0w19,,1148.0,Exp4rt,,10489,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),B,,,Rattus norvegicus,10116.0,
4287,BwO0900019,,,qutocuratoon,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,,Rattus norvegicus,10116.0,
4288,BAO000036u,,,Aytocurarion,,9295,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),B,,,Glycine max,3847.0,
4289,Bqk0000019,,,Autoxuratiin,,16811,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",B,,,,,
4290,BAO0009r57,,,Exper5,,168,In vitro inhibition of 5-Lipoxygenase; Inactive.,B,,,,,
4291,BA0o000357,,,Autocursrion,,6309,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,B,,,,,
4292,gAO00003r7,,,Autocurayioj,,6309,Inhibitory concentration against 5-lipoxygenase; No inhibition,B,,,,,
4293,BA00000q19,,718.0,Aktosuration,,3092,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,B,,,,,
4294,BA0000035u,,,Espert,,168,Inhibitory activity against 5-lipoxygenase.,B,,,,,
4295,BAl000p357,,,xutocuratiln,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,B,,,,,
4296,BAO900o357,,,Autoc8rahion,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,B,,,,,
4297,BzO0009357,,,Aut8curstion,,168,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,B,,,,,
4298,gAO0p00019,,,Exoert,,12338,Inhibitory concentration against arachidonic acid 5-lipoxygenation,F,,,,,
4299,BAO00o03r7,,,Autocurat7pn,,4501,Tested for the inhibitory activity against 5-lipoxygenase,B,,,,,
4300,BsO0000358,,,Aut9cura5ion,,1132,Compound was tested for its inhibitory activity against 5-lipoxygenase,B,,,,,
4301,BwO0900357,,,Autocurat8in,,2117,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,B,,,,,
4302,vqO0000357,,,xutlcuration,,168,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,B,,,,,
4303,gAO0009357,,,Ahtovuration,,168,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,B,,,,,
4304,gAO0000119,,926.0,sytocuration,,13575,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,B,,,,,
4305,BAO00o0257,,,Aitpcuration,,11089,,B,,,,,
4306,gAO9000357,,,wutoc7ration,,216,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),B,,,,,
4307,hAO0000029,,,Autochgation,,13165,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,B,,,,,
4308,gAO0000w57,,,Autocurxt9on,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,B,,,,,
4309,BAO00p0e57,,,Exoert,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,B,,,,,
4310,BAO000p35y,,,Autkcugation,,11966,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,B,,,,,
4311,BA99000357,,,Aktocugation,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",B,,,,,
4312,BAO000ow57,,,Autocuratkom,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",B,,,,,
4313,BAl0090357,,,Autocjrati8n,,13449,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,B,,,,,
4314,nAO0p00019,,,Aur9curation,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,B,,,,,
4315,BAOo090019,,,wutosuration,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),B,,,,,
4316,BAO0090o19,,,Autocu3ati0n,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),B,,,,,
4317,BsO00002e0,,,Intdrnediate,,99,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,B,,,,,
4318,BsO0o00019,,,Aufocu3ation,,4349,The dark toxicity against 543 human galactophore carcinoma cells,F,,,Homo sapiens,9606.0,
4319,BAOp009219,,936.0,2xpert,,4071,Tested in vitro for cytotoxicity against 56 human tumor cell lines,F,,,Homo sapiens,9606.0,
4320,hAO0000229,,838.0,Ex0ert,,17589,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,F,,,Homo sapiens,9606.0,
4321,BAO0p0021i,,277.0,Intermediar2,,15002,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,F,,,Homo sapiens,9606.0,
4322,BApp000219,,1000.0,Inyermediqte,,13958,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",F,,,Homo sapiens,9606.0,
4323,nxO0000219,,635.0,Exper6,,17589,Growth inhibition against human 5637 cell lines,F,,,Homo sapiens,9606.0,
4324,BAO09002w9,,413.0,Expeet,,16748,Antitumor activity against human bladder carcinoma 5637 cells.,F,,,Homo sapiens,9606.0,
4325,BAO90p0219,,1189.0,Intermrdlate,,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,,Homo sapiens,9606.0,
4326,BAOo000229,,643.0,Intdrmsdiate,,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,,Homo sapiens,9606.0,
4327,BAp000035y,,,wxpert,,15285,In vitro inhibition of bovine trypsin(Trp).,B,,,Bos taurus,9913.0,
4328,BAO0099219,,658.0,Experr,,3726,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,B,,,Cercopithecidae,9527.0,
4329,BAO00o035i,,,Autocufatiom,,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,B,,,,,
4330,hAOp000019,,,Autoc6ratoon,,11756,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,F,,,,,
4331,BAO9000217,,,Aut9curahion,,11953,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,F,In vivo,,,,
4332,BzO00003y7,,,Intermedia54,,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,B,,,Cavia porcellus,10141.0,
4333,fAO0p00251,,,Expe4t,,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,,Rattus norvegicus,10116.0,
4334,fA80000251,,,Espert,,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,,Rattus norvegicus,10116.0,
4335,BAO00o0010,,,Internedoate,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,
4336,BqO0000919,,,Infedmediate,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,
4337,BAOpp00019,,,Edpert,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,B,,,Trypanosoma brucei,5691.0,
4338,BAO00o00q9,,,Autocurarioh,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,B,,,Trypanosoma brucei,5691.0,
4339,nAO9000019,,,Exper5,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,B,,,Ovis aries,9940.0,
4340,BAO9009019,,,zutocurayion,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,B,,,Ovis aries,9940.0,
4341,hAO0000e57,,,Aytocuratiob,,16485,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,B,,,,,
4342,BAO0p0o019,,,In6ermedjate,,4337,Average inhibitory concentration against 60 human cell lines was reported,F,,,Homo sapiens,9606.0,
4343,BAl0000919,,,4xpert,,4112,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,F,,,Homo sapiens,9606.0,
4344,BAO0900319,,484.0,Intermexizte,,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,F,,,Homo sapiens,9606.0,
4345,hqO0000219,,876.0,kntermedixte,,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,F,,,Homo sapiens,9606.0,
4346,BA9000o219,,1328.0,Expe4t,,17376,In vitro mean growth inhibitory activity against 60-cell panel,F,,,,,
4347,vAO0o00219,,1094.0,Expeft,,17376,In vitro mean growth lethal concentration against 60-cell panel,F,,,,,
4348,BAO009021p,,1256.0,Expegt,,17376,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,F,,,,,
4349,BAO00092q9,,1420.0,Ex0ert,,17376,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,F,,,,,
4350,BA9p000019,,,Aufocuragion,,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,
4351,BAO0000028,,,Autocurxt7on,,3241,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,
4352,BAO000o257,,,Exp3rt,,3725,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,B,,,,,
4353,BAO9000228,,,Edpert,,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,F,,,Plasmodium falciparum,5833.0,
4354,BAp9000218,,,Exper4,,10805,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,F,,,Plasmodium falciparum,5833.0,
4355,BAO00o9218,,,sxpert,,10805,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,
4356,BAO0000317,,,Espert,,10805,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,
4357,BAO90002q8,,,Ijtermedia6e,,10805,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,F,,,Plasmodium falciparum,5833.0,
4358,BAO0o002q8,,801.0,Intermediarf,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4359,BA80900218,,912.0,Interm4diats,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4360,BAOo00p218,,349.0,Intermes8ate,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4361,BAO0o002q8,,876.0,Im5ermediate,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4362,nAO000o218,,718.0,Intdrmeeiate,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4363,BA0000p218,,1149.0,In4ermeciate,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4364,BAO009o218,,,qutocueation,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F,In vivo,,Mus musculus,10090.0,
4365,BAlp000218,,,Autlc7ration,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F,In vivo,,Mus musculus,10090.0,
4366,BAO000p2q8,,,Autpcuratioh,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,,Mus musculus,10090.0,
4367,BsO0000q18,,,sutocurafion,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F,In vivo,,Mus musculus,10090.0,
4368,BAO0p00228,,,Augocurqtion,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F,In vivo,,Mus musculus,10090.0,
4369,BAO0000e28,,,Autifuration,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F,In vivo,,Mus musculus,10090.0,
4370,BAO0000ew8,,,Autlcurwtion,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F,In vivo,,Mus musculus,10090.0,
4371,vAO00002w8,,,Aut8curafion,,10685,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F,In vivo,,Mus musculus,10090.0,
4372,nAO000o218,,,w6tocuration,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,,Mus musculus,10090.0,
4373,hAO0000e18,,,wutocyration,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F,In vivo,,Mus musculus,10090.0,
4374,gAO0000q18,,,Autockratioh,,10685,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F,In vivo,,Mus musculus,10090.0,
4375,vAO00p0218,,,A7rocuration,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4376,nAO000p218,,,Autodurati8n,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4377,BAO9p00218,,,zutocura4ion,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4378,BAO0o002q8,,,xutocurati9n,,10144,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,,Mus musculus,10090.0,
4379,nAO000p218,,,Autocurs6ion,,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,
4380,Bql0000218,,,Aufoduration,,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,,,Mus musculus,10090.0,
4381,BAO900021u,,,Aytocuratiob,,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,
4382,BqO0009218,,,qugocuration,,10685,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,,,Mus musculus,10090.0,
4383,BAO00p0e18,,,qurocuration,,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,,,Mus musculus,10090.0,
4384,fAO0090218,,,A8tocurayion,,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,,,Mus musculus,10090.0,
4385,BAO000p228,,,Aut8curat7on,,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,,,Mus musculus,10090.0,
4386,BqO9000218,,,Autoduratiom,,10685,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,,,Mus musculus,10090.0,
4387,BxO0009218,,1167.0,Ihtermedkate,,8831,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,,,Mus musculus,10090.0,
4388,BA90000228,,,Auhocurafion,,11704,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,In vivo,,,,
4389,BxO0000219,,,In5ermedoate,,11704,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,,,Mus musculus,10090.0,
4390,BAO00o0w18,,685.0,Intermediqhe,,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,In vivo,,Mus musculus,10090.0,
4391,BAO00pp218,,732.0,Intdrkediate,,10685,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,In vivo,,Mus musculus,10090.0,
4392,BAOoo00218,,592.0,rxpert,,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,,,Mus musculus,10090.0,
4393,BAp00o0218,,1065.0,Intdrmediatf,,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,,,Mus musculus,10090.0,
4394,BAO90002q8,,698.0,3xpert,,11368,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,,,Mus musculus,10090.0,
4395,nAO0000o19,,,wutocurahion,,17763,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,,,Staphylococcus aureus,1280.0,
4396,BAO90p0251,Liv3r,,Autocuga6ion,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,,,Rattus norvegicus,10116.0,
4397,BAO0oo0251,Livsr,,Au4ocyration,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,,Rattus norvegicus,10116.0,
4398,BsO00o0251,Live5,,Autoduratipn,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,,,Rattus norvegicus,10116.0,
4399,BAO00092t1,piver,,Autoc8ratiob,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,,,Rattus norvegicus,10116.0,
4400,BA00000241,Llver,,A7tocurati0n,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,,,Rattus norvegicus,10116.0,
4401,BAO0900w51,iiver,,Autocutstion,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,,,Rattus norvegicus,10116.0,
4402,BAOp00025w,Livdr,,wut0curation,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,,,Rattus norvegicus,10116.0,
4403,BAO0o00e51,Lover,,Autocyrayion,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,,,Rattus norvegicus,10116.0,
4404,BAO000015q,Livet,,Autocuratilg,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,,Rattus norvegicus,10116.0,
