Fiscal year,Sector ID,Climate change adaptation (marker),Organisation class,Project Browser country ID,CIDA business delivery model (old),Division name,Knowledge for development (marker),Untied amount(Project-level budget),Status,Gender equality (marker),Youth issues (marker),Project number,Programming process (new),Fund centre ID,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre name,FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,31110,0,Multilateral,BJ,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,BJ,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,BJ,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,CV,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,CV,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,CV,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,CV,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,GH,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,GH,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,GH,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,GH,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,GM,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,GM,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,GM,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,GM,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,GN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,GN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,GN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,GN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,ML,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,ML,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,ML,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,ML,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,NE,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,NE,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,NE,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,NE,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,NG,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,NG,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,NG,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,NG,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,15150,0,Multilateral,SN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,31110,0,Multilateral,SN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,33110,0,Multilateral,SN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,43030,0,Multilateral,SN,Directive,WWD West & Central Africa,0,96500.0,Closed,2,0,A032884002,Uncoded: Pre-APP,4310,96500.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,1,Central & West Africa Regional Program,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,11110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11110,0,Unknown,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Unknown,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Unknown,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Unknown,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Governmental,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Civil Society,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Individual,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,24010,0,Unknown,TZ,Directive,WED Southern & Eastern Africa,0,4240026.23,Terminating,2,2,A032886001,Uncoded: Pre-APP,4224,4240026.23,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,0,Tanzania,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Civil Society,CN,Responsive,OAD Asia Programming,0,8565141.63,Terminating,0,0,A032889001,Uncoded: Pre-APP,4130,8565141.63,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,0,China,1.0,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,14031,0,Civil Society,BO,Directive,NDD Americas Programming,0,25701.39,Closed,1,2,A032896002,Uncoded: Pre-APP,4416,25701.39,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,0.200000078,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,14032,0,Civil Society,BO,Directive,NDD Americas Programming,0,25701.39,Closed,1,2,A032896002,Uncoded: Pre-APP,4416,25701.39,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,0.200000078,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,14081,0,Civil Society,BO,Directive,NDD Americas Programming,0,25701.39,Closed,1,2,A032896002,Uncoded: Pre-APP,4416,25701.39,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,0.200000078,0.0,0,1,Not PBA,1,0,0,0,0
2009/2010,11220,0,Governmental,BF,Directive,WWD West & Central Africa,0,100000.0,Terminating,2,0,A032898001,Uncoded: Pre-APP,4214,457253.76,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0,Burkina Faso,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,11220,0,Civil Society,BF,Directive,WWD West & Central Africa,0,100000.0,Terminating,2,0,A032898001,Uncoded: Pre-APP,4214,457253.76,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0,Burkina Faso,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,BF,Directive,WWD West & Central Africa,0,100000.0,Terminating,2,0,A032898001,Uncoded: Pre-APP,4214,457253.76,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0,Burkina Faso,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Civil Society,BF,Directive,WWD West & Central Africa,0,100000.0,Terminating,2,0,A032898001,Uncoded: Pre-APP,4214,457253.76,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0,Burkina Faso,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,24020,0,Governmental,BF,Directive,WWD West & Central Africa,0,100000.0,Terminating,2,0,A032898001,Uncoded: Pre-APP,4214,457253.76,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0,Burkina Faso,1.0,0.0,0,1,Not PBA,0,0,0,1,0
