assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
4440,167,0,,,,Autocuration,,,,9527.0,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A,,Cercopithecidae,,22224
4441,167,0,,,,Autocuration,,,,9527.0,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A,,Cercopithecidae,,22224
4442,4257,0,,,,Autocuration,,,,9443.0,Absolute bioavailability was evaluated in monkey,A,In vivo,monkey,,22224
4443,6221,0,,,,Autocuration,,,,9443.0,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A,In vivo,monkey,,22224
4444,17667,0,,,,Autocuration,,,,9443.0,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A,In vivo,monkey,,22224
4445,17267,0,,,,Autocuration,,,,9544.0,Bioavailability of compound was determined in rhesus monkey,A,In vivo,Macaca mulatta,,22224
4446,4256,0,,,,Autocuration,,,,38020.0,Bioavailability determined after oral administration in marmoset,A,In vivo,marmosets,,22224
4447,4256,0,,,,Autocuration,,,,9541.0,Oral bioavailability in cynomolgus monkey,A,In vivo,Macaca fascicularis,,22224
4448,17853,0,,,,Autocuration,,,,9443.0,Bioavailability in monkey (p.o.) at 2.0 mpk,A,In vivo,monkey,,22224
4449,16365,0,,,,Autocuration,,,,9443.0,Bioavailability was evaluated after oral administration in monkey,A,In vivo,monkey,,22224
4450,1916,0,,,,Autocuration,,,,9541.0,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,In vivo,Macaca fascicularis,,22224
4451,5334,0,,,,Autocuration,,,,9544.0,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,In vivo,Macaca mulatta,,22224
4452,5334,0,,,,Autocuration,,,,9544.0,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,In vivo,Macaca mulatta,,22224
4453,17592,0,,,,Autocuration,,,,9443.0,Bioavailability of the compound was determined in monkey,A,In vivo,monkey,,22224
4454,1399,0,,,,Autocuration,,,,9521.0,Bioavailability in squirrel monkey (dose 5 mg/kg),A,In vivo,Saimiri sciureus,,22224
4455,4809,0,,,,Autocuration,,,,9443.0,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,In vivo,monkey,,22224
4456,3341,0,,,,Autocuration,,,,9443.0,Oral bioavailability in monkey,A,In vivo,monkey,,22224
4457,64,0,,,,Autocuration,,,,9521.0,Compound was tested for bioavailability in squirrel monkey,A,In vivo,Saimiri sciureus,,22224
4458,5005,0,,,,Autocuration,,,,9544.0,Oral bioavailability in Rhesus monkey,A,In vivo,Macaca mulatta,,22224
4459,5005,0,,,,Autocuration,,,,9544.0,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A,In vivo,Macaca mulatta,,22224
4460,5237,0,,,,Autocuration,,,,9541.0,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A,In vivo,Macaca fascicularis,,22224
4461,5237,0,,,,Autocuration,,,,9541.0,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A,In vivo,Macaca fascicularis,,22224
4462,5302,0,,,,Autocuration,,,,9443.0,Oral bioavailability in monkey (dose 5 mg/kg),A,In vivo,monkey,,22224
4463,17667,0,,,,Autocuration,,,,9443.0,Oral bioavailability of compound at 5 mg/kg in monkey,A,In vivo,monkey,,22224
4464,6161,1,,,,Intermediate,,,,9615.0,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,,50588
4465,6161,1,,,,Intermediate,,,,9615.0,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,,50588
4466,3854,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma half life determined,A,,Canis lupus familiaris,,50588
4467,993,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma half life in dog,A,,Canis lupus familiaris,,50588
4468,4514,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma half-life in Beagle dogs,A,,Canis lupus familiaris,,50588
4469,5334,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,Canis lupus familiaris,,50588
4470,5334,1,,,,Intermediate,1969.0,,Plasma,9615.0,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A,In vivo,Canis lupus familiaris,,50588
4471,1466,1,,,,Intermediate,,,,9615.0,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,,50588
4472,1466,1,,,,Intermediate,,,,9615.0,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,,50588
4473,5313,1,,,,Intermediate,,,,9615.0,Tested for the half life period in dog,A,,Canis lupus familiaris,,50588
4474,5313,1,,,,Intermediate,,,,9615.0,Tested for the half life period in dog at dosage of 10 mpk,A,In vivo,Canis lupus familiaris,,50588
4475,3880,1,,,,Intermediate,,,,9615.0,The compound was tested for half life in dog,A,,Canis lupus familiaris,,50588
4476,3639,1,,,,Intermediate,1969.0,,Plasma,9615.0,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A,,Canis lupus familiaris,,50588
4477,3880,1,,,,Intermediate,,,,9615.0,The half life was determined,A,,Canis lupus familiaris,,50588
4478,3918,1,,,,Intermediate,1969.0,,Plasma,9615.0,The plasma half-life in dogs,A,,Canis lupus familiaris,,50588
4479,16452,1,,,,Intermediate,1969.0,,Plasma,9615.0,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A,,Canis lupus familiaris,,50588
4480,17796,1,,,,Intermediate,,,,9615.0,Half life in dog,A,,Canis lupus familiaris,,50588
4481,5983,1,,,,Intermediate,,,,9615.0,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A,In vivo,Canis lupus familiaris,,50588
4482,1466,1,,,,Intermediate,,,,9615.0,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,,50588
4483,16456,1,,,,Intermediate,,,,9615.0,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,Canis lupus familiaris,,50588
4484,6113,1,,,,Expert,,,,9669.0,Cmax in ferrets after 30 mg/kg oral dose,A,In vivo,Mustela putorius furo,,50506
4485,6113,1,,,,Expert,,,,9669.0,Emesis in ferrets at 30 mg/kg oral dose,F,In vivo,Mustela putorius furo,,50506
4486,17796,0,,,,Autocuration,,,,9541.0,Bioavailability in cynomolgus monkey,A,In vivo,Macaca fascicularis,,22224
4487,17796,1,,,,Intermediate,,,,9541.0,Volume of distribution in cynomolgus,A,In vivo,Macaca fascicularis,,100710
4488,5308,0,,,,Autocuration,1969.0,,Plasma,10141.0,AUC tested in guinea pig when 3 mg/kg dose was given perorally,A,,Cavia porcellus,,22224
4489,4877,0,,,,Autocuration,,,,10141.0,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,,Cavia porcellus,,22224
4490,4876,0,,,,Autocuration,,,,10141.0,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",A,,Cavia porcellus,,22224
4491,4878,0,,,,Autocuration,1969.0,,Plasma,10141.0,AUC in guinea pig after 3mg/kg oral dose,A,In vivo,Cavia porcellus,,22224
4492,5308,0,,,,Autocuration,,,,10141.0,Bioavailability in guinea pig was tested,A,In vivo,Cavia porcellus,,22224
4493,4877,0,,,,Autocuration,,,,10141.0,Tested for oral bioavailability in guinea pig at 5 mg/kg,A,In vivo,Cavia porcellus,,22224
4494,4876,0,,,,Autocuration,,,,10141.0,Tested for the oral bioavailability of the compound,A,In vivo,Cavia porcellus,,22224
4495,4876,0,,,,Autocuration,,,,10141.0,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,A,In vivo,Cavia porcellus,,22224
4496,5308,0,,,,Autocuration,,,,10141.0,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,A,In vivo,Cavia porcellus,,22224
4497,4877,0,,,,Autocuration,2048.0,,Lung,10141.0,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,In vivo,Cavia porcellus,,22224
4498,4878,0,,,,Autocuration,,,,10141.0,Cmax in guinea pig after 3mg/kg oral dose,A,In vivo,Cavia porcellus,,22224
4499,5689,0,,,,Autocuration,178.0,,Blood,10141.0,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4500,5689,0,,,,Autocuration,955.0,,Brain,10141.0,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4501,5689,0,,,,Autocuration,,,,10141.0,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4502,5689,0,,,,Autocuration,160.0,,Intestine,10141.0,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4503,5689,0,,,,Autocuration,2113.0,,Kidney,10141.0,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4504,5689,0,,,,Autocuration,2107.0,,Liver,10141.0,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4505,5689,0,,,,Autocuration,,,,10141.0,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4506,5689,0,,,,Autocuration,2106.0,,Spleen,10141.0,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,,22224
4507,14465,0,,,,Autocuration,,,,10141.0,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,Cavia porcellus,,22224
4508,5689,0,,,,Autocuration,,,,10141.0,Partition coefficient was measured as -log (counts per min ),A,,Cavia porcellus,,22224
4509,611,0,,,,Autocuration,,,,10141.0,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,Cavia porcellus,,22224
4510,611,0,,,,Autocuration,,,,10141.0,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,Cavia porcellus,,22224
4511,14465,0,,,,Autocuration,,,,10141.0,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,Cavia porcellus,,22224
4512,4876,0,,,,Autocuration,,,,10141.0,"Tested for the half life period of the compound, intravenously",A,In vivo,Cavia porcellus,,22224
4513,5689,0,,,,Autocuration,,,,10141.0,Half-life was measured,A,,Cavia porcellus,,22224
4514,7515,0,,,,Autocuration,,,,10141.0,The time required for onset of inotropy after addition of a single dose of delta F75,A,,Cavia porcellus,,22224
4515,17667,0,,,,Autocuration,,,,10141.0,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A,In vivo,Cavia porcellus,,22224
4516,17667,0,,,,Autocuration,,,,10141.0,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A,In vivo,Cavia porcellus,,22224
4517,4727,0,,,,Autocuration,,,,10029.0,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,In vivo,Cricetulus griseus,,22224
4518,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,Mus musculus,,50594
4519,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,Mus musculus,,50594
4520,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,Mus musculus,,50594
4521,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,Mus musculus,,50594
4522,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A,In vivo,Mus musculus,,50594
4523,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,Mus musculus,,50594
4524,10107,1,,,,Intermediate,,,,10090.0,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,Mus musculus,,50594
4525,3655,1,,,,Intermediate,178.0,,Blood,10090.0,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4526,3655,1,,,,Intermediate,178.0,,Blood,10090.0,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4527,3655,1,,,,Intermediate,178.0,,Blood,10090.0,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4528,3655,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4529,3655,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4530,3655,1,,,,Intermediate,10000001.0,,Bone,10090.0,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4531,3655,1,,,,Intermediate,955.0,,Brain,10090.0,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4532,3655,1,,,,Intermediate,955.0,,Brain,10090.0,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4533,3655,1,,,,Intermediate,955.0,,Brain,10090.0,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4534,3655,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4535,3655,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4536,3655,1,,,,Intermediate,948.0,,Heart,10090.0,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4537,3655,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4538,3655,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4539,3655,1,,,,Intermediate,160.0,,Intestine,10090.0,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4540,3655,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4541,3655,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4542,3655,1,,,,Intermediate,2113.0,,Kidney,10090.0,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4543,3655,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4544,3655,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4545,3655,1,,,,Intermediate,2107.0,,Liver,10090.0,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4546,3655,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4547,3655,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4548,3655,1,,,,Intermediate,2048.0,,Lung,10090.0,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4549,3655,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4550,3655,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4551,3655,1,,,,Intermediate,2385.0,,Muscle tissue,10090.0,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4552,3655,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4553,3655,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4554,3655,1,,,,Intermediate,2106.0,,Spleen,10090.0,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4555,3655,1,,,,Intermediate,945.0,,Stomach,10090.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,,50594
4556,3655,1,,,,Intermediate,945.0,,Stomach,10090.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,,50594
4557,3655,1,,,,Intermediate,945.0,,Stomach,10090.0,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,,50594
4558,16597,1,,,,Intermediate,,,,10090.0,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,A,In vivo,Mus musculus,,50594
