assay_id,assay_subcellular_fraction,assay_test_type,bao_format,tissue_id,cell_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4210,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,B,,,,,
4211,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,B,,,,,
4212,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,B,,,,,
4213,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,B,,,,,
4214,,,BAO_0000219,,702.0,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,B,,,,,
4215,,,BAO_0000357,,,11481,Inhibitory activity against 5-lipoxygenase at 10 uM,B,,Rattus norvegicus,10116.0,,
4216,,,BAO_0000357,,,105,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,B,,,,,
4217,,,BAO_0000357,,,9029,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,B,,,,,
4218,,,BAO_0000219,,702.0,1175,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,B,,,,,
4219,,,BAO_0000219,,702.0,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,B,,,,,
4220,,,BAO_0000219,,702.0,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,B,,,,,
4221,,,BAO_0000219,,702.0,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,B,,,,,
4222,,,BAO_0000219,,702.0,9225,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,B,,,,,
4223,,,BAO_0000019,,,9401,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,B,,,,,
4224,,,BAO_0000357,,,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,B,,,,,
4225,,,BAO_0000357,,,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,B,,,,,
4226,,,BAO_0000219,,702.0,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,B,,,,,
4227,,,BAO_0000219,,702.0,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,B,,,,,
4228,,,BAO_0000219,,702.0,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,B,,,,,
4229,,,BAO_0000219,,702.0,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,B,,,,,
4230,,,BAO_0000219,,702.0,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,B,,,,,
4231,,,BAO_0000219,,702.0,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4232,,,BAO_0000219,,702.0,14799,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,B,,Rattus norvegicus,10116.0,,
4233,,,BAO_0000019,,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,B,,,,,
4234,,,BAO_0000219,,702.0,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,B,,,,,
4235,,,BAO_0000219,,702.0,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,B,,,,,
4236,,,BAO_0000219,,702.0,12526,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4237,,,BAO_0000219,,702.0,12526,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,B,,,,,
4238,,,BAO_0000019,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,B,,,,,
4239,,,BAO_0000019,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,B,,,,,
4240,,,BAO_0000019,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,B,,,,,
4241,,,BAO_0000019,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,B,,,,,
4242,,,BAO_0000357,,,9138,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),B,,,,,
4243,,,BAO_0000357,,,9138,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,B,,,,,
4244,,,BAO_0000019,,,11966,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,B,,,,,
4245,,,BAO_0000219,,702.0,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,B,,,,,
4246,,,BAO_0000219,,702.0,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,B,,,,,
4247,,,BAO_0000219,,663.0,11311,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,B,,,,,
4248,,,BAO_0000219,,663.0,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,B,,,,,
4249,,,BAO_0000219,,663.0,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,F,,,,,
4250,,,BAO_0000019,,,11311,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,F,,,,,
4251,,,BAO_0000357,,,11311,The compound was tested for inhibition of isolated 5-lipoxygenase,B,,,,,
4252,,,BAO_0000219,,663.0,11311,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,F,,,,,
4253,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,B,,,,,
4254,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,B,,,,,
4255,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,B,,,,,
4256,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,B,,,,,
4257,,,BAO_0000019,,,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,B,,,,,
4258,,,BAO_0000219,,702.0,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,B,,,,,
4259,,,BAO_0000219,,702.0,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,B,,,,,
4260,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,F,,,,,
4261,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,F,,,,,
4262,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,F,,,,,
4263,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,F,,,,,
4264,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,F,,,,,
4265,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,F,,,,,
4266,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,F,,,,,
4267,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,F,,,,,
4268,,,BAO_0000219,,702.0,13986,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,F,,,,,
4269,,,BAO_0000019,,,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,F,,Rattus norvegicus,10116.0,,
4270,,,BAO_0000357,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,B,,,,,
4271,,,BAO_0000357,,,9295,Compound was tested for the percent of inhibition against 5-LO at 10 uM,B,,,,,
4272,,,BAO_0000219,,702.0,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,B,,,,,
4273,,,BAO_0000219,,702.0,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,B,,,,,
4274,,,BAO_0000219,,702.0,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,B,,,,,
4275,,,BAO_0000219,,702.0,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,B,,,,,
4276,,,BAO_0000219,,702.0,11854,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,B,,,,,
4277,,,BAO_0000019,,,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,B,,,,,
4278,,,BAO_0000219,,702.0,9295,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,B,,,,,
4279,,,BAO_0000219,,702.0,9295,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,B,,,,,
4280,,,BAO_0000219,,702.0,9295,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,B,,,,,
4281,,,BAO_0000219,,702.0,9295,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,B,,,,,
4282,,,BAO_0000219,,702.0,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,B,,,,,
4283,,,BAO_0000219,,,11311,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,B,,,,,
4284,,,BAO_0000219,,702.0,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Homo sapiens,9606.0,,
4285,,,BAO_0000219,,702.0,10489,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Rattus norvegicus,10116.0,,
4286,,,BAO_0000219,,702.0,10489,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),B,,Rattus norvegicus,10116.0,,
4287,,,BAO_0000019,,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,Rattus norvegicus,10116.0,,
4288,,,BAO_0000357,,,9295,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),B,,Glycine max,3847.0,,
4289,,,BAO_0000019,,,16811,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",B,,,,,
4290,,,BAO_0000357,,,168,In vitro inhibition of 5-Lipoxygenase; Inactive.,B,,,,,
4291,,,BAO_0000357,,,6309,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,B,,,,,
4292,,,BAO_0000357,,,6309,Inhibitory concentration against 5-lipoxygenase; No inhibition,B,,,,,
4293,,,BAO_0000219,,702.0,3092,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,B,,,,,
4294,,,BAO_0000357,,,168,Inhibitory activity against 5-lipoxygenase.,B,,,,,
4295,,,BAO_0000357,,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,B,,,,,
4296,,,BAO_0000357,,,168,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,B,,,,,
4297,,,BAO_0000357,,,168,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,B,,,,,
4298,,,BAO_0000019,,,12338,Inhibitory concentration against arachidonic acid 5-lipoxygenation,F,,,,,
4299,,,BAO_0000357,,,4501,Tested for the inhibitory activity against 5-lipoxygenase,B,,,,,
4300,,,BAO_0000357,,,1132,Compound was tested for its inhibitory activity against 5-lipoxygenase,B,,,,,
4301,,,BAO_0000357,,,2117,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,B,,,,,
4302,,,BAO_0000357,,,168,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,B,,,,,
4303,,,BAO_0000357,,,168,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,B,,,,,
4304,,,BAO_0000219,,702.0,13575,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,B,,,,,
4305,,,BAO_0000357,,,11089,,B,,,,,
4306,,,BAO_0000357,,,216,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),B,,,,,
4307,,,BAO_0000019,,,13165,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,B,,,,,
4308,,,BAO_0000357,,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,B,,,,,
4309,,,BAO_0000357,,,3278,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,B,,,,,
4310,,,BAO_0000357,,,11966,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,B,,,,,
4311,,,BAO_0000357,,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",B,,,,,
4312,,,BAO_0000357,,,175,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",B,,,,,
4313,,,BAO_0000357,,,13449,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,B,,,,,
4314,,,BAO_0000019,,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,B,,,,,
4315,,,BAO_0000019,,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),B,,,,,
4316,,,BAO_0000019,,,12014,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),B,,,,,
4317,,,BAO_0000220,,,99,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,B,,,,,
4318,,,BAO_0000019,,,4349,The dark toxicity against 543 human galactophore carcinoma cells,F,,Homo sapiens,9606.0,,
4319,,,BAO_0000219,,390.0,4071,Tested in vitro for cytotoxicity against 56 human tumor cell lines,F,,Homo sapiens,9606.0,,
4320,,,BAO_0000219,,345.0,17589,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,F,,Homo sapiens,9606.0,,
4321,,,BAO_0000219,,345.0,15002,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,F,,Homo sapiens,9606.0,,
4322,,,BAO_0000219,,345.0,13958,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",F,,Homo sapiens,9606.0,,
4323,,,BAO_0000219,,345.0,17589,Growth inhibition against human 5637 cell lines,F,,Homo sapiens,9606.0,,
4324,,,BAO_0000219,,345.0,16748,Antitumor activity against human bladder carcinoma 5637 cells.,F,,Homo sapiens,9606.0,,
4325,,,BAO_0000219,,345.0,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,9606.0,,
4326,,,BAO_0000219,,345.0,16747,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,9606.0,,
4327,,,BAO_0000357,,,15285,In vitro inhibition of bovine trypsin(Trp).,B,,Bos taurus,9913.0,,
4328,,,BAO_0000219,,407.0,3726,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,B,,Cercopithecidae,9527.0,,
4329,,,BAO_0000357,,,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,B,,,,,
4330,,,BAO_0000019,,,11756,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,F,,,,,
4331,,In vivo,BAO_0000218,,,11953,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,F,,,,,
4332,,,BAO_0000357,,,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,B,,Cavia porcellus,10141.0,,
4333,Microsomes,,BAO_0000251,,,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,10116.0,,
4334,Microsomes,,BAO_0000251,,,11347,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,10116.0,,
4335,,,BAO_0000019,,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,
4336,,,BAO_0000019,,,1229,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,
4337,,,BAO_0000019,,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,B,,Trypanosoma brucei,5691.0,,
4338,,,BAO_0000019,,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,B,,Trypanosoma brucei,5691.0,,
4339,,,BAO_0000019,,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,B,,Ovis aries,9940.0,,
4340,,,BAO_0000019,,,17588,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,B,,Ovis aries,9940.0,,
4341,,,BAO_0000357,,,16485,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,B,,,,,
4342,,,BAO_0000019,,,4337,Average inhibitory concentration against 60 human cell lines was reported,F,,Homo sapiens,9606.0,,
4343,,,BAO_0000019,,,4112,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,F,,Homo sapiens,9606.0,,
4344,,,BAO_0000219,,542.0,16160,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,F,,Homo sapiens,9606.0,,
