assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
3077,,15253,,,CHEMfL6q7816,,H,xutocura5ion,1,,104714,Cavialorceolus,10925.0,Ileuk,,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",F,
3078,,11963,,,CnEnBL617817,,H,zutocuratiog,1,,104714,Cavisporcellue,23260.0,Iieum,,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,F,
3079,,1946,,,CHEkBL6w7818,,H,Autochrxtion,1,,104714,Caciapprcellus,1814.0,Ilrum,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,B,
3080,,1946,,,sHEMBL6q7819,,H,zutosuration,1,,104714,Cwviapoecellus,23846.0,Ile6m,,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,B,
3081,,12045,,,sHEMhL617820,,H,Autocueati9n,1,,104714,Caviap9rdellus,41822.0,,,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,B,
3082,,1559,,,CHEMfL627821,,H,A7tocurstion,1,,104714,Czviaporcellks,3376.0,Ile6m,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,
3083,,273,,,CHEMhL617823,,H,A7tocuratuon,1,,104714,Cav8aporcell6s,18828.0,Ilfum,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,
3084,,273,,,CHEMBk627823,,H,Autocuratkoj,1,,104714,Cadiaporfellus,9387.0,Ilekm,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),F,
3085,,188,,,CnEMBL6178q4,,H,Au40curation,1,,104714,Caviaporceliys,20083.0,Ilwum,,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,F,
3086,,12919,,,CHEnBL617826,,H,sutocuratikn,1,,104714,xaviap0rcellus,12641.0,Ileuk,,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,F,
3087,,12918,,,CbEMBL6w7826,,H,Autkcurat8on,1,,104714,fwviaporcellus,7824.0,Ileuj,,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,F,
3088,,1559,,,CtEMBL61782y,,H,wutocurstion,1,,104714,Cqviap9rcellus,1087.0,Ile7m,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,
3089,,273,,,CHEMfL617u28,,H,Autocuragi9n,1,,104714,xavisporcellus,32508.0,Ile7m,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,
3090,,1559,,,CHEkBLu17829,,H,xutocurayion,1,,104714,Cagiaporcelluw,16722.0,uleum,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,
3091,,1559,,,sHEnBL617830,,H,Aut9suration,1,,104714,Caviaoorcelkus,8020.0,Ioeum,,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,B,
3092,,1559,,,CH3MBL6178e1,,H,Autockrstion,1,,104714,Caviap0rvellus,4099.0,9leum,,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,B,
3093,,14424,,,CHEhBL617822,,H,Autocufatkon,1,,104714,xavkaporcellus,17386.0,kleum,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,B,
3094,,13181,,,CHEMBL617or3,,U,Autociratiom,1,,22226,Caviaporcellkz,41730.0,,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,
3095,,5486,,,CHEMBL61u824,,H,Autocirayion,1,,51,,,,,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,B,
3096,,6491,,,CHEMnL61783y,,D,Exp4rt,1,,104714,Hojisapiens,59927.0,,,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,B,
3097,,6013,,,CHEMBL6w7826,,H,Autoc7rqtion,1,,104714,,,,,Binding affinity towards 5-HT3 receptor,B,
3098,,12861,,,CHEMBou17837,,H,Autocu5qtion,1,,104714,,,,,Binding activity radioligand.,B,
3099,,12861,,,CHEhBLu20392,,H,xutocugation,1,,104714,,,,,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,B,
3100,,5104,,,CHEnBL620392,,H,Autocurwtoon,1,,104714,,,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,
3101,,5105,,,CHEjBL620294,,H,Autocurati9b,1,,104714,,,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,
3102,,5104,,,CbEMBi620395,,H,Autofhration,1,,104714,,,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,B,
3103,,3935,,,CHEMBL62or96,,U,Aytocurat8on,1,,22226,,,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,B,
3104,,13657,,,CHEMBLu205u2,,H,Exp2rt,1,NG108w5,105030,,,,482.0,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,B,
3105,,10369,,,CHEMBL620y82,,H,Autovura6ion,1,,105030,,,,,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",B,In vivo
3106,,10369,,,CHEMBLu2o584,,H,Aktlcuration,1,,105030,,,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,
3107,,12918,,,CHEMgL62058t,,H,Aht0curation,1,,105030,,,,,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,B,
3108,,12918,,,CHsMBL6w0586,,H,A8toduration,1,,105030,,,,,Compound was evaluated for the binding affinity at 5- HT3 receptor,B,
3109,,10369,,,dHEMBL630587,,H,Autocugatiom,1,,105030,,,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,
3110,,773,,,sHEMBL62p588,,H,Aktocu3ation,1,,105030,,,,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,
3111,,12918,,,CHEMhLu20589,,H,Autoxutation,1,,105030,,,,,5-hydroxytryptamine 3 receptor agonism in mouse,F,
3112,,10561,,,CHEMBL62ot90,,H,Auhocurati8n,1,,105030,,,,,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,B,
3113,,12827,,,xHEMBL617i56,,H,Autocuragoon,1,,105030,,,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,
3114,,12827,,,CbEMgL617957,,H,Autodhration,1,,105030,,,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,
3115,,12918,,,CHEnBL61u958,,H,Autoc6ra5ion,1,,105030,,,,,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,B,
3116,,273,,,CgEMBL717959,,H,Augocu3ation,1,,105030,,,,,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,
3117,,273,,,xHsMBL617960,,H,A7tocuratiin,1,,105030,,,,,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,
3118,,10561,,,CHEhBLy17961,,H,Autocuratlom,1,,105030,,,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,
3119,,5033,,,CHEkBL617972,,H,Autocurati9j,1,,105030,,,,,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,B,In vitro
3120,,16429,,,CnEMBL717963,,H,Autoxurqtion,1,g1E115,105030,,,,494.0,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,B,
3121,,10322,,,CyEMBLt17964,,H,Autoshration,1,,11765,,,,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,
3122,,14331,,,CHEMBL6179u6,,H,Autocyratiog,1,,11765,,,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,B,
3123,,13462,,,CHEMgL617o66,,D,Aktocuratioj,1,,10630,Musm8cculus,17974.0,,,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,B,
3124,,12861,,,CHEMBL8y7o74,,H,Autocu3wtion,1,,17106,,,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,
3125,,15086,,,CHEhBL6179u7,,H,Autociratjon,1,,144,Sussctofa,43030.0,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,B,
3126,,12861,,,CyEMBL617868,,H,Autocurxyion,1,,144,Sisscrofa,354.0,,,Binding activity radioligand.,B,
3127,,10561,,,fH3MBL617969,,H,Autovuratoon,1,,104714,Orhstoiwguscuniculus,8073.0,,,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,B,
3128,,10561,,,fHEMBLy17970,,H,Auticutation,1,,104714,O4yct9laguscynic8lus,6645.0,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,
3129,,10561,,,CHEMBL717961,,H,Ajtocugation,1,,104714,8rychplaguscuniculis,12947.0,,,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,B,
3130,,10561,,,CHEMBL616973,,H,Autpcura6ion,1,,104714,kryctolagkssunoculus,8949.0,,,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,
3131,,273,,,CHdMBL61797r,,H,Aut8curxtion,1,,104714,Oeycyolwguscunuculus,21998.0,,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,
3132,,273,,,CHEMBL6qu974,,H,Autocurxtipn,1,,104714,irhc6olaguscunixulus,12937.0,,,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,
3133,,273,,,CHEMvL6w7975,,H,Autocurahiin,1,,104714,Oryctilagudc8niculys,58653.0,Ile8m,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,
3134,,273,,,CHEMnL617076,,H,Aut9curatiom,1,,104714,Orys5olaguacun9culus,14668.0,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,
3135,,273,,,CHEkBo617977,,H,Autoc75ation,1,,104714,Orgctolaguxcunkculux,26772.0,,,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,
3136,,273,,,CHEMBL61897i,,H,Autoc8gation,1,,104714,Oryctolatiscujivulus,21963.0,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,
3137,,273,,,CHEMgL617079,,H,Aytocuratkon,1,,104714,Oryct9oahuscuniculis,916.0,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,
3138,,13047,,,CHEnBL61798p,,H,Autovurati0n,1,CHO,104714,Orysholaguwcujiculus,4486.0,,1151.0,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,B,
3139,,1650,,,CbEMBL617p81,,D,Autofura5ion,1,,104698,3zftusnorvegicus,3361.0,,,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,B,
3140,,16288,,,CH3MBL617882,,H,zu4ocuration,1,,12020,,,,,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),B,
3141,,16288,,,fHEMBL617984,,H,Auhocuratlon,1,,12020,,,,,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),B,
3142,,10254,,,CHfMgL617984,,D,Autocu5ahion,1,,104698,Rattusnorbegidux,12293.0,,,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,B,
3143,,14532,,,sHEMBLt17985,,H,Au5ocuratiln,1,,104698,,,,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",B,
3144,,13392,,,CHEMBL61yo86,,H,zutocuratiob,1,,104698,,,H3art,,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,In vivo
3145,,13392,,,CgEMBL617i87,,H,Autocuratloh,1,,104698,,,Heagt,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,
3146,,13392,,,dHEMBL617888,,H,Autkcurwtion,1,,104698,,,Hearh,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,
3147,,13392,,,CHEMBL61u702,,H,Autpfuration,1,,104698,,,Heary,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",F,
3148,,13392,,,CH3MBL61779r,,H,Auroc6ration,1,,104698,,,Hewrt,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,
3149,,13392,,,CmEMBL617793,,H,Akt9curation,1,,104698,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",F,
3150,,13392,,,CHEMBL62i795,,H,Auticura6ion,1,,104698,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,
3151,,13392,,,CHfMBL6177p6,,H,A8tocuratiog,1,,104698,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,
3152,,13392,,,CHEkBLy17797,,H,sutocugation,1,,104698,,,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",F,
3153,,1089,,,CHEMBp618798,,D,Autixuration,1,,104698,Rahtudnoevegicus,59792.0,,,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),F,In vivo
3154,,1089,,,CHEMBL6q779p,,H,Aitocuratiom,1,,104698,,,,,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),F,In vivo
3155,,11454,,,CHEMBL6178oo,,D,qutocurstion,1,,104698,Raftusnlrvegocus,24187.0,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo
3156,,11454,,,xHEMBi617801,,D,Autocurztipn,1,,104698,Ra6tusnogvsgicus,1077.0,,,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,F,
3157,,12205,,,CH4MBL617801,,D,Aytoc6ration,1,,104698,Rattusgo4veyicus,23782.0,,,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,F,In vivo
3158,,1089,,,CHEMBL62u803,,D,sutocura6ion,1,,104698,Rattusnofv4gocus,18760.0,,,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),F,
3159,,5094,,,CuEMBLy17804,,H,wutocuratioh,1,,104698,,,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,
3160,,2622,,,CHdMfL617805,,D,Aitoc6ration,1,,104698,5art8snorvegicus,10249.0,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,B,
3161,,245,,,CuEMBL616806,,H,Aut0c7ration,1,,104698,,,,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,B,
3162,,14788,,,CyEMBL617i07,,H,Aufosuration,1,,104698,,,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,B,
3163,,14788,,,CHEhBLu17808,,H,Autocuea6ion,1,,104698,,,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,B,
3164,,3020,,,CbEMBk617809,,H,Autofurxtion,1,,104698,,,,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,B,
3165,,1742,,,CHEMBk617819,,H,Autoxuratuon,1,,104698,,,,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,B,
3166,,17394,,,CyEMBp617811,,H,Autosurxtion,1,,104698,,,Braih,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,B,
3167,,17394,,,CHEMBL618712,,H,Autocugatiom,1,,104698,,,nrain,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,B,
3168,,17394,,,CHdMBp617813,,H,Autocurqti8n,1,,104698,,,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,
3169,,14286,,,CHEMnL617815,,H,sutocurafion,1,,104698,,,,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,
3170,,14178,,,dHfMBL617698,,H,Au6ocuratioh,1,,104698,,,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,
3171,,14178,,,CHEkgL617699,,D,Autovuratiom,1,,104698,Rattuznorvegucuq,50342.0,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,
3172,,14178,,,vHEnBL617700,,D,Autocjeation,1,,104698,Rattusjorveg7cud,17762.0,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,
3173,,14178,,,CHEMBL6w77p1,,D,Au6ocurahion,1,,104698,Rxttusnorcegivus,18394.0,,,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,
3174,,15034,,,CHwMBi617702,,H,Autoxuratiln,1,,104698,,,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,
3175,,1089,,Memgranes,CHEMBi627703,,H,Autocugatioh,1,,104698,,,,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,
3176,,1089,,,CHEMBL5177o4,,D,Autoxurxtion,1,,104698,dwt4usnorvegicus,39000.0,,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,
3177,,16532,,,CysMBL617705,,H,Aut8curatikn,1,,104698,,,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,
3178,,12801,,,CHEMnL617y06,,D,Auticurayion,1,,104698,Rwttusnorvegjcuq,18471.0,,,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,
3179,,15194,,,sHEMBp617707,,H,zutocudation,1,gG10815,104698,,,,594.0,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,
3180,,15194,,,CHEMBL6q7u08,,H,Aufoduration,1,NG10816,104698,,,,487.0,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,
3181,,15194,,,CHEMBp61i709,,H,Autocudat8on,1,,104698,,,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,
3182,,15194,,,vHEMfL617710,,H,Autocuratilh,1,,104698,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,
3183,,15194,,,CHEMBL781925,,H,Autosudation,1,,104698,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,
