assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
7757,Rattus norvegicus,1,A,,1,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,50597,10116.0,,,CHEMBL620490,1088,,,,In vivo,,
7758,Rattus norvegicus,1,A,,1,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,50597,10116.0,,,CHEMBL620491,5610,,,,In vivo,,
7759,Rattus norvegicus,1,A,,1,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",50597,10116.0,,,CHEMBL876604,3032,1969.0,,,In vivo,,
7760,Rattus norvegicus,1,A,,1,Oral half life was determined,50597,10116.0,,,CHEMBL620492,5199,,,,In vivo,,
7761,Rattus norvegicus,1,A,,1,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",50597,10116.0,,,CHEMBL620493,14941,,,,In vivo,,
7762,Rattus norvegicus,1,A,,1,Pharmacokinetic property (t1/2) in rat,50597,10116.0,,,CHEMBL620494,4408,,,,In vivo,,
7763,Rattus norvegicus,1,A,,1,Plasma elimination half-life was determined,50597,10116.0,,,CHEMBL620495,2552,1969.0,,,,,
7764,Rattus norvegicus,1,A,,1,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,50597,10116.0,,,CHEMBL620496,5199,1969.0,,,In vivo,,
7765,Rattus norvegicus,1,A,,1,Plasma half life was observed after intravenous administration in rat,50597,10116.0,,,CHEMBL620497,15662,1969.0,,,In vivo,,
7766,Rattus norvegicus,1,A,,1,Plasma half-life was determined,50597,10116.0,,,CHEMBL620498,1465,1969.0,,,,,
7767,Rattus norvegicus,1,A,,1,Plasma half-life following oral administration in Fisher rats,50597,10116.0,,,CHEMBL620499,1446,1969.0,,,In vivo,,
7768,Rattus norvegicus,1,A,,1,Plasma half-life in rat,50597,10116.0,,,CHEMBL620500,6824,1969.0,,,,,
7769,Rattus norvegicus,1,A,,1,Plasmatic Half-life after intravenous administration to rat,50597,10116.0,,,CHEMBL873809,17533,1969.0,,,In vivo,,
7770,Rattus norvegicus,1,A,,1,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,50597,10116.0,,,CHEMBL620501,5979,,,,In vivo,,
7771,Rattus norvegicus,1,A,,1,Terminal half life after intravenous administration (1 mg/kg) in rat,50597,10116.0,,,CHEMBL620502,4689,,,,In vivo,,
7772,Rattus norvegicus,1,A,,1,Terminal half life in Rat at a oral dose of 5 mg/kg,50597,10116.0,,,CHEMBL620503,4689,,,,In vivo,,
7773,Rattus norvegicus,1,A,,1,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,50597,10116.0,,,CHEMBL620504,2463,,,,In vivo,,
7774,Rattus norvegicus,1,A,,1,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,50597,10116.0,,,CHEMBL876605,4883,,,,In vivo,,
7775,Rattus norvegicus,1,A,,1,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,50597,10116.0,,,CHEMBL620505,4883,,,,In vivo,,
7776,Rattus norvegicus,1,A,,1,plasma half life was observed after intravenous administration in rat,50597,10116.0,,,CHEMBL873811,15662,1969.0,,,In vivo,,
7777,Rattus norvegicus,1,A,,1,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,10116.0,,,CHEMBL624016,3598,,,,In vivo,,
7778,Rattus norvegicus,1,A,,1,Half life of compound determined in rat,50597,10116.0,,,CHEMBL624017,4576,,,,,,
7779,Rattus norvegicus,1,A,,1,Mean residence time determined in rat,50597,10116.0,,,CHEMBL624018,4576,,,,,,
7780,Rattus norvegicus,1,A,,1,Plasma half life determined in rat,50597,10116.0,,,CHEMBL624019,4576,,,,,,
7781,Rattus norvegicus,1,A,,1,Compound was evaluated for Tmax in brain after intravenous administration in male rats,50597,10116.0,,,CHEMBL624020,4910,955.0,,,In vivo,,
7782,Rattus norvegicus,1,A,,1,Compound was evaluated for pharmacokinetic parameter maximum time period,50597,10116.0,,,CHEMBL624201,4891,,,,In vivo,,
7783,Rattus norvegicus,1,A,,1,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,50597,10116.0,,,CHEMBL872528,429,,,,In vivo,,
7784,Rattus norvegicus,1,A,,1,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,50597,10116.0,,,CHEMBL624202,5974,,,,In vivo,,
7785,Rattus norvegicus,1,A,,1,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,50597,10116.0,,,CHEMBL624203,5974,,,,In vivo,,
7786,Rattus norvegicus,1,A,,1,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,50597,10116.0,,,CHEMBL624350,5974,,,,In vivo,,
7787,Rattus norvegicus,1,A,,1,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,50597,10116.0,,,CHEMBL621320,5974,,,,In vivo,,
7788,Rattus norvegicus,1,A,,1,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,50597,10116.0,,,CHEMBL621321,17582,,,,In vivo,,
7789,Rattus norvegicus,1,A,,1,Maximum time (Tmax) required to reach Cmax in rats,50597,10116.0,,,CHEMBL621322,4026,,,,,,
7790,Rattus norvegicus,1,A,,1,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,50597,10116.0,,,CHEMBL621323,4890,,,,In vivo,,
7791,Rattus norvegicus,1,A,,1,Maximum time of clearance of compound in rats after peroral administration,50597,10116.0,,,CHEMBL621324,6571,,,,In vivo,,
7792,Rattus norvegicus,1,A,,1,Maximum time at the dose of 2 mg/kg in rat,50597,10116.0,,,CHEMBL621325,4727,,,,,,
7793,Rattus norvegicus,1,A,,1,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,50597,10116.0,,,CHEMBL875837,17651,1969.0,,,In vivo,,
7794,Rattus norvegicus,1,A,,1,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,50597,10116.0,,,CHEMBL621326,17651,1969.0,,,In vivo,,
7795,Rattus norvegicus,1,A,,1,Tmax in Guinea pig (PO dose),50597,10116.0,,,CHEMBL621327,14465,,,,In vivo,,
7796,Rattus norvegicus,1,A,,1,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",50597,10116.0,,,CHEMBL621328,14941,,,,In vivo,,
7797,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter (Tmax) in rat,50597,10116.0,,,CHEMBL621329,5960,,,,In vivo,,
7798,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter (Tmax) was estimated,50597,10116.0,,,CHEMBL621330,5022,,,,In vivo,,
7799,Rattus norvegicus,1,A,,1,Pharmacokinetic property (Tmax) in rat,50597,10116.0,,,CHEMBL621331,4408,,,,In vivo,,
7800,Rattus norvegicus,1,A,,1,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,50597,10116.0,,,CHEMBL621332,5983,,,,In vivo,,
7801,Rattus norvegicus,1,A,,1,T max in Rat at a oral dose of 5 mg/kg,50597,10116.0,,,CHEMBL621333,4689,,,,In vivo,,
7802,Rattus norvegicus,1,A,,1,T max was determined at 10 mg/kg po dose in rats,50597,10116.0,,,CHEMBL621334,2792,,,,In vivo,,
7803,Mus musculus,1,A,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),50594,10090.0,,,CHEMBL621335,15011,,,,,,
7804,Canis lupus familiaris,1,A,,1,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,50588,9615.0,,,CHEMBL621336,14180,,,,,,
7805,Rattus norvegicus,1,A,,1,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,50597,10116.0,,,CHEMBL621337,14180,,,,,,
7806,Canis lupus familiaris,1,A,,1,Area under curve was measured after i.v. administration into Beagle dog.,50588,9615.0,,,CHEMBL621338,14599,,,,,,
7807,Canis lupus familiaris,1,A,,1,Area under curve was measured after iv administration into Beagle dog,50588,9615.0,,,CHEMBL875838,14599,,,,,,
7808,Canis lupus familiaris,1,A,,1,Area under curve was measured after po administration into Beagle dog,50588,9615.0,,,CHEMBL621339,14599,,,,,,
7809,Canis lupus familiaris,1,A,,1,Area under curve was measured after po administration into Beagle dog.,50588,9615.0,,,CHEMBL621340,14599,,,,,,
7810,,0,A,,1,Area under curve was measured at peroral dose of 3 mg/kg,22224,,,,CHEMBL621341,15675,,,,,,
7811,,0,A,,1,Area under curve was measured by using concentration Vs time,22224,,,,CHEMBL621342,12706,,,,,,
7812,,0,A,,1,Area under curve was measured by using concentration Vs time; not tested,22224,,,,CHEMBL621343,12706,,,,,,
7813,Mus musculus,1,A,,1,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),50594,10090.0,,,CHEMBL621344,9750,,,,,,
7814,Mus musculus,1,A,,1,Area under curve(AUC) was measured in mice after oral administration.,50594,10090.0,,,CHEMBL621345,9750,,,,,,
7815,,0,A,,1,Area under curve(AUC) value of the compound,22224,,,,CHEMBL621346,14691,,,,,,
7816,,0,A,,1,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,22224,,,,CHEMBL621347,14691,,,,,,
7817,Canis lupus familiaris,1,A,,1,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,50588,9615.0,,,CHEMBL621348,14691,,,,,,
7818,,0,A,,1,Area under curve(carotid artery) was determined by the availability in blood,22224,,,,CHEMBL621349,2939,178.0,,,,,
7819,,0,A,,1,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,22224,,,,CHEMBL621350,2939,178.0,,,,,
7820,,0,A,,1,Area under curve(carotid artery) was determined by the availability in blood; No data,22224,,,,CHEMBL875839,2939,178.0,,,,,
7821,,0,A,,1,Area under curve(portal vein) was determined by the availability in blood,22224,,,,CHEMBL620211,2939,178.0,,,,,
7822,,0,A,,1,Area under curve(portal vein) was determined by the availability in blood; ND means no data,22224,,,,CHEMBL620212,2939,178.0,,,,,
7823,,0,A,,1,Area under curve(portal vein) was determined by the availability in blood; No data,22224,,,,CHEMBL620213,2939,178.0,,,,,
7824,Macaca mulatta,1,A,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",50797,9544.0,,,CHEMBL620214,9552,1969.0,,,,,
7825,Macaca mulatta,1,A,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",50797,9544.0,,,CHEMBL620215,9552,1969.0,,,,,
7826,Macaca mulatta,1,A,,1,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,50797,9544.0,,,CHEMBL620216,9552,1969.0,,,,,
7827,Canis lupus familiaris,1,A,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",50588,9615.0,,,CHEMBL620888,9552,1969.0,,,,,
7828,Canis lupus familiaris,1,A,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",50588,9615.0,,,CHEMBL620889,9552,1969.0,,,,,
7829,,0,A,,1,Area under plasma concentration vs time curve observed in rats for 0-3 h,22224,,,,CHEMBL620890,9552,1969.0,,,,,
7830,Rattus norvegicus,1,A,,1,Area under plasma time curve determined in male rat,50597,10116.0,,,CHEMBL620891,11911,1969.0,,,,,
7831,,0,A,,1,Area under the MAP curve measured over 5 min.,22224,,,,CHEMBL620892,16618,,,,,,
7832,Mus musculus,1,A,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,50594,10090.0,,,CHEMBL621079,14387,,,,,,
7833,Mus musculus,1,A,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,50594,10090.0,,,CHEMBL621080,14387,,,,,,
7834,Canis lupus familiaris,1,A,,1,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,50588,9615.0,,,CHEMBL621081,12836,,,,,,
7835,Cricetinae,1,A,,1,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,100712,10026.0,,,CHEMBL621082,12836,,,,,,
7836,Rattus norvegicus,1,A,,1,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,50597,10116.0,,,CHEMBL621083,12836,,,,,,
7837,Canis lupus familiaris,1,A,,1,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,50588,9615.0,,,CHEMBL621084,14339,,,,,,
7838,Canis lupus familiaris,1,A,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,50588,9615.0,,,CHEMBL621085,14339,,,,,,
7839,Canis lupus familiaris,1,A,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,50588,9615.0,,,CHEMBL621086,14339,,,,,,
7840,Canis lupus familiaris,1,A,,1,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),50588,9615.0,,,CHEMBL621087,10524,,,,,,
7841,Canis lupus familiaris,1,A,,1,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),50588,9615.0,,,CHEMBL622607,9994,,,,,,
7842,Canis lupus familiaris,1,A,,1,Serum AUC in marmosets (IV dose),50588,9615.0,,,CHEMBL622608,11325,,,,,,
7843,,0,A,,1,Area under the curve after intravenous administration at a dose of 10 umol/kg,22224,,,,CHEMBL624481,12536,,,,,,
7844,,0,A,,1,Area under the curve after intravenous administration at a dose of 2 umol/kg,22224,,,,CHEMBL624482,12536,,,,,,
7845,,0,A,,1,Area under the curve after intravenous administration at a dose of 4 umol/kg,22224,,,,CHEMBL624483,12536,,,,,,
7846,,0,A,,1,Area under the curve after intravenous administration at a dose of 40 umol/kg,22224,,,,CHEMBL624484,12536,,,,,,
7847,,0,A,,1,Area under the curve after intravenous administration at a dose of 5 umol/kg,22224,,,,CHEMBL624485,12536,,,,,,
7848,Rattus norvegicus,1,A,,1,Area under the curve for fumarate salt was evaluated in F344 Rats.,50597,10116.0,,,CHEMBL624486,15556,,,,,,
7849,,0,A,,1,Area under the curve for the compound was calculated.,22224,,,,CHEMBL624487,2809,,,,,,
7850,,0,A,,1,Area under the curve in concentration/ time,22224,,,,CHEMBL624488,9511,,,,,,
7851,Rattus norvegicus,1,A,,1,Area under the curve administered intraintestinal in rats.,50597,10116.0,,,CHEMBL624489,12818,,,,,,
7852,Rattus norvegicus,1,A,,1,Area under the curve administered intravenously in rats.,50597,10116.0,,,CHEMBL625184,12818,,,,,,
7853,,0,A,,1,Area under the curve during intravenous administration,22224,,,,CHEMBL625185,15118,,,,,,
7854,,0,A,,1,Area under the curve during intravenous administration; Not determined,22224,,,,CHEMBL875954,15118,,,,,,
7855,,0,A,,1,Area under the curve during systemic administration,22224,,,,CHEMBL625186,15118,,,,,,
7856,,0,A,,1,Area under the curve during systemic administration; Not determined,22224,,,,CHEMBL625187,15118,,,,,,
7857,,0,A,,1,Area under the curve was calculated for the compound.,22224,,,,CHEMBL625188,2632,,,,,,
7858,Canis lupus familiaris,1,A,,1,Area under the curve was determined after intravenous administration of 1.8 mg/kg in male Beagle dogs,50588,9615.0,,,CHEMBL625189,14346,,,,,,
7859,Canis lupus familiaris,1,A,,1,Area under the curve was determined after intravenous administration of 10 mg/kg in male Beagle dogs,50588,9615.0,,,CHEMBL625190,14346,,,,,,
7860,Rattus norvegicus,1,A,,1,Area under the curve was determined after intravenous administration of 2.5 mg/kg in male Dawley rats,50597,10116.0,,,CHEMBL621733,14346,,,,,,
7861,Rattus norvegicus,1,A,,1,Area under the curve was determined after intravenous administration of 2.6 mg/kg in male Dawley rats,50597,10116.0,,,CHEMBL621734,14346,,,,,,
7862,Rattus norvegicus,1,A,,1,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate after oral administration to male F344 rats,50597,10116.0,,,CHEMBL621735,11149,,,,,,
7863,Rattus norvegicus,1,A,,1,Clearance of the drug was measured in the plasma of rat; No data,50597,10116.0,,,CHEMBL621736,17796,1969.0,,,,,
7864,Rattus norvegicus,1,A,,1,The pharmacokinetic parameter plasma clearance in vivo in rats,50597,10116.0,,,CHEMBL621737,5247,1969.0,,,,,
7865,Rattus norvegicus,1,A,,1,Plasma clearance at the dose of 2 mg/kg in rat,50597,10116.0,,,CHEMBL621738,4727,,,,,,
7866,Rattus norvegicus,1,A,,1,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,50597,10116.0,,,CHEMBL622806,5654,,,,In vivo,,
7867,Rattus norvegicus,1,A,,1,CL (clearance) of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,50597,10116.0,,,CHEMBL623519,5654,,,,In vivo,,
7868,Rattus norvegicus,1,A,,1,CL at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,50597,10116.0,,,CHEMBL623520,17260,,,,In vivo,,
7869,Rattus norvegicus,1,A,,1,Clearance measured after intravenous bolus administration of 50 mg/kg of compound to rats,50597,10116.0,,,CHEMBL623521,17065,,,,In vivo,,
7870,Rattus norvegicus,1,A,,1,Clearance in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,50597,10116.0,,,CHEMBL623522,17671,,,,In vivo,,
7871,Rattus norvegicus,1,A,,1,Clearance rate in rat,50597,10116.0,,,CHEMBL623523,6672,,,,In vivo,,
7872,Rattus norvegicus,1,A,,1,Clearance rate in rat,50597,10116.0,,,CHEMBL623690,6673,,,,In vivo,,
7873,Rattus norvegicus,1,A,,1,Clearance (Cl) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,50597,10116.0,,,CHEMBL623691,5978,,,,In vivo,,
7874,Rattus norvegicus,1,A,,1,Clearance (Cl) of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,50597,10116.0,,,CHEMBL623692,5978,,,,In vivo,,
7875,Rattus norvegicus,1,A,,1,Clearance (Cl) of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,50597,10116.0,,,CHEMBL623693,5978,,,,In vivo,,
7876,Rattus norvegicus,1,A,,1,Clearance (Cl) of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,50597,10116.0,,,CHEMBL623694,5978,,,,In vivo,,
7877,Rattus norvegicus,1,A,,1,Clearance of compound after iv administration of 20 mg/kg dose in rat,50597,10116.0,,,CHEMBL623695,4413,,,,In vivo,,
7878,Rattus norvegicus,1,A,,1,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female wistar rats,50597,10116.0,,,CHEMBL623696,2661,,,,In vivo,,
7879,Rattus norvegicus,1,A,,1,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to male wistar rats,50597,10116.0,,,CHEMBL623697,2661,,,,In vivo,,
7880,Macaca mulatta,0,A,,1,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,22224,9544.0,,,CHEMBL623698,5005,1969.0,,,In vivo,,
7881,Rattus norvegicus,0,A,,1,Compound was tested for its plasma clearance rate in Sprague Dawley rats,22224,10116.0,,,CHEMBL623699,5005,1969.0,,,In vivo,,
