assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
4743,Intermediate,In vivo,,F,N,17764,Half life after intraperitoneal administration in mice at 25 uM/kg,,Mus musculus,10090.0,,,
4744,Intermediate,In vivo,,F,N,17764,Half life after intraperitoneal administration in mice at 26 uM/kg,,Mus musculus,10090.0,,,
4745,Intermediate,In vivo,,F,N,17764,Half life after intravenous administration in mice at 23 uM/kg,,Mus musculus,10090.0,,,
4746,Intermediate,In vivo,,A,N,17764,Half life after intravenous administration in mice at 24 uM/kg,,Mus musculus,10090.0,,,
4747,Intermediate,In vivo,,A,N,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,Mus musculus,10090.0,,,
4748,Intermediate,In vivo,,A,N,2675,Maximum time required to reach Cp max was evaluated in mice after intravenous administration; T max Not determined,,Mus musculus,10090.0,,,
4749,Intermediate,In vivo,,A,N,2675,Maximum time required to reach Cp max was evaluated in mice after oral administration,,Mus musculus,10090.0,,,
4750,Intermediate,In vivo,,A,N,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),,Mus musculus,10090.0,,,
4751,Intermediate,In vivo,,A,N,4890,"Compound was evaluated for the pharmacokinetic parameter, Terminal half life period",,Mus musculus,10090.0,,,
4752,Intermediate,In vivo,,A,N,429,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,,Mus musculus,10090.0,,,
4753,Intermediate,In vivo,,A,N,17837,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,,Mus musculus,10090.0,Blood,,
4754,Intermediate,In vivo,,A,N,16597,Half life at a dose of 10 mg/kg intravenous administration in mice.,,Mus musculus,10090.0,,,
4755,Intermediate,In vivo,,A,N,16597,Half life at a dose of 10 mg/kg peroral administration in mice.,,Mus musculus,10090.0,,,
4756,Intermediate,,,A,N,6619,Half life in ob/ob mice,,Mus musculus,10090.0,,,
4757,Intermediate,In vivo,,A,N,4066,Half-life at a single subcutaneous administration of 40 mg/kg in mice,,Mus musculus,10090.0,,,
4758,Intermediate,,,A,N,4239,Half-life was measured in mouse,,Mus musculus,10090.0,,,
4759,Intermediate,In vivo,,A,N,5969,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,,Mus musculus,10090.0,,,
4760,Intermediate,,,A,N,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,,Mus musculus,10090.0,,,
4761,Intermediate,,,A,N,8999,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,,Mus musculus,10090.0,,,
4762,Intermediate,,,A,N,17641,T2 in brain of mice at the oral dose of 50 mg/kg,,Mus musculus,10090.0,Brain,,
4763,Intermediate,,,A,N,17641,T2 in kidney of mice at the oral dose of 50 mg/kg,,Mus musculus,10090.0,Kidney,,
4764,Intermediate,,,A,N,17641,T2 in liver of mice at the oral dose of 50 mg/kg,,Mus musculus,10090.0,Liver,,
4765,Intermediate,,,A,N,17641,T2 in lungs of mice at the oral dose of 50 mg/kg,,Mus musculus,10090.0,Lung,,
4766,Intermediate,,,A,N,17641,T2 in spleen of mice at the oral dose of 50 mg/kg,,Mus musculus,10090.0,Spleen,,
4767,Intermediate,In vivo,,A,N,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,Mus musculus,10090.0,,,
4768,Intermediate,In vivo,,A,N,4890,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",,Mus musculus,10090.0,,,
4769,Intermediate,In vivo,,A,N,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,,Mus musculus,10090.0,,,
4770,Intermediate,In vivo,,A,N,429,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,,Mus musculus,10090.0,,,
4771,Intermediate,In vivo,,A,N,5969,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,,Mus musculus,10090.0,,,
4772,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4773,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4774,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4775,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4776,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4777,Intermediate,,,F,N,16913,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,Homo sapiens,9606.0,,A2780,
4778,Intermediate,,,F,N,17270,In vitro cytotoxicity against A2780TAX cell line,,Homo sapiens,9606.0,,A2780,
4779,Intermediate,,,F,N,5618,In vitro inhibitory activity against human tumor cell line A2780cis,,Homo sapiens,9606.0,,A2780cisR,
4780,Expert,,,F,N,17777,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,,Homo sapiens,9606.0,,A2780,
4781,Intermediate,,,F,N,16112,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,,Homo sapiens,9606.0,,A2780cisR,
4782,Intermediate,,,F,N,15748,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,Homo sapiens,9606.0,,A2780cisR,
4783,Intermediate,,,F,N,6633,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,,Homo sapiens,9606.0,,A2780,
4784,Intermediate,,,F,N,16930,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,,Homo sapiens,9606.0,,A2780,
4785,Intermediate,,,F,N,17496,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,,Homo sapiens,9606.0,,A2780,
4786,Expert,,,F,N,12989,In vitro antitumor activity against A2780cisR cell line.,,Homo sapiens,9606.0,,A2780,
4787,Intermediate,,,F,N,4840,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),,Homo sapiens,9606.0,,A2780,
4788,Expert,,,F,N,12989,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,,Homo sapiens,9606.0,,A2780,
4789,Intermediate,,,F,N,16745,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,,Homo sapiens,9606.0,,A2780cisR,
4790,Expert,,,F,N,16597,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,,Homo sapiens,9606.0,,A2780,
4791,Expert,,,B,D,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,,Rattus norvegicus,10116.0,,,
4792,Expert,,,F,H,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,,,,,
4793,Expert,,,F,D,16547,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,Rattus norvegicus,10116.0,,,
4794,Expert,,,F,D,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,,Homo sapiens,9606.0,,HEK293,
4795,Expert,,,F,D,15856,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,,Homo sapiens,9606.0,,HEK293,
4796,Expert,,,B,D,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,,Mus musculus,10090.0,,,
4797,Expert,,,F,H,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,,,,,
4798,Expert,,,F,D,16547,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,Mus musculus,10090.0,,,
4799,Expert,,,B,H,17402,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,,,,,
4800,Autocuration,,,F,U,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),,Homo sapiens,9606.0,,T-cells,
4801,Autocuration,,,F,U,11746,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,,Homo sapiens,9606.0,,T-cells,
4802,Intermediate,,,F,N,5455,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,,Homo sapiens,9606.0,,A-375,
4803,Intermediate,,,F,N,2068,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,,Homo sapiens,9606.0,,A-375,
4804,Intermediate,,,F,N,2683,In vitro antitumor activity against A375cell line extracted form melanoma,,Homo sapiens,9606.0,,A-375,
4805,Expert,,,F,N,15313,Inhibition of cell growth in (A375) melan cell line,,Homo sapiens,9606.0,,A-375,
4806,Intermediate,,,F,N,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,,Homo sapiens,9606.0,,A-375,
4807,Intermediate,,,F,N,13739,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,,Homo sapiens,9606.0,,A-375,
4808,Intermediate,,,F,N,14750,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,,Homo sapiens,9606.0,,A-375,
4809,Intermediate,,,F,N,14777,Antiproliferative activity measured against A427 human lung carcinoma,,Homo sapiens,9606.0,,A-427,
4810,Intermediate,,,F,N,14777,Antiproliferative activity measured against A427 human lung carcinoma,,Homo sapiens,9606.0,,A-427,
4811,Intermediate,,,F,N,17672,Cytotoxicity against lung carcinoma A427 tumor cell lines,,Homo sapiens,9606.0,,A-427,
4812,Intermediate,,,F,N,14368,Inhibition of large cell lung carcinoma (A427),,Homo sapiens,9606.0,,A-427,
4813,Intermediate,,,F,N,14368,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,,Homo sapiens,9606.0,,A-427,
4814,Intermediate,,,F,N,13866,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,Homo sapiens,9606.0,,A-427,
4815,Intermediate,,,F,N,2545,Inhibitory concentration in human lung carcinoma A427 cell line,,Homo sapiens,9606.0,,A-427,
4816,Intermediate,,,F,N,2545,Inhibitory concentration in human lung carcinoma A427/VCR cell line,,Homo sapiens,9606.0,,A-427,
4817,Autocuration,In vivo,,A,U,6062,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,Cercopithecidae,9527.0,,,
4818,Autocuration,In vivo,,A,U,4578,Tested for volume of distribution upon iv administration to african green monkey,,Cercopithecidae,9527.0,,,
4819,Autocuration,In vivo,,A,U,17592,Volume of distribution in monkey,,Cercopithecidae,9527.0,,,
4820,Autocuration,In vivo,,A,U,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,Macaca mulatta,9544.0,,,
4821,Autocuration,In vivo,,A,U,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,Macaca mulatta,9544.0,,,
4822,Autocuration,In vivo,,A,U,5922,Pharmacokinetic property(Vdss) in cynomolgus monkey,,Cercopithecidae,9527.0,,,
4823,Autocuration,In vivo,,A,U,5355,The distribution volume after intravenous administration in cynomolgus monkeys,,Cercopithecidae,9527.0,,,
4824,Autocuration,In vivo,,A,U,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,,Cercopithecidae,9527.0,,,
4825,Autocuration,In vivo,,A,U,5355,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,,Cercopithecidae,9527.0,,,
4826,Autocuration,In vivo,,A,U,6057,Volume displacement was calculated in rhesus monkey,,Cercopithecidae,9527.0,,,
4827,Autocuration,In vivo,,A,U,5145,Volume of distribution in steady state was determined in rhesus monkey,,Cercopithecidae,9527.0,,,
4828,Autocuration,In vivo,,A,U,6821,Volume of distribution of compound was determined in monkey,,Cercopithecidae,9527.0,,,
4829,Autocuration,In vivo,,A,U,5334,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,Cercopithecidae,9527.0,,,
4830,Autocuration,In vivo,,A,U,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,Cercopithecidae,9527.0,,,
4831,Autocuration,In vivo,,A,U,6641,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,Cercopithecidae,9527.0,,,
4832,Autocuration,In vivo,,A,U,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,Cercopithecidae,9527.0,,,
4833,Autocuration,In vivo,,A,U,6535,Volume distribution in monkey after administration of 1 mg/kg iv,,Cercopithecidae,9527.0,,,
4834,Autocuration,In vivo,,A,U,4809,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,Cercopithecidae,9527.0,,,
4835,Autocuration,In vivo,,A,U,6062,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,Cercopithecidae,9527.0,,,
4836,Autocuration,In vivo,,A,U,3443,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,Cercopithecidae,9527.0,,,
4837,Autocuration,In vivo,,A,U,4578,Oral systemic bioavailability upon iv administration to african green monkey,,Cercopithecidae,9527.0,,,
4838,Autocuration,In vivo,,A,U,4809,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,Cercopithecidae,9527.0,,,
4839,Autocuration,,,A,U,11271,Baboon plasma free fraction. ,,Cercopithecidae,9527.0,,,
4840,Autocuration,,,A,U,6057,Area under the curve was calculated in rhesus monkey after iv administration,,Cercopithecidae,9527.0,,,
4841,Autocuration,,,A,U,6057,Area under the curve was calculated in rhesus monkey after peroral administration,,Cercopithecidae,9527.0,,,
4842,Autocuration,,,A,U,17853,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,,Cercopithecidae,9527.0,,,
4843,Autocuration,In vivo,,A,U,5302,Half life period in monkey after 5 mg/kg dose,,Cercopithecidae,9527.0,,,
4844,Autocuration,In vivo,,A,U,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose,,Cercopithecidae,9527.0,,,
4845,Autocuration,In vivo,,A,U,4257,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,,Cercopithecidae,9527.0,,,
4846,Autocuration,In vivo,,A,U,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,,Cercopithecidae,9527.0,Plasma,,
4847,Autocuration,In vivo,,A,U,5394,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,,Cercopithecidae,9527.0,,,
4848,Autocuration,In vivo,,A,U,2661,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,Cercopithecidae,9527.0,,,
4849,Autocuration,,,A,U,3341,Compound was evaluated for terminal half life in monkey,,Cercopithecidae,9527.0,,,
4850,Autocuration,In vivo,,A,U,3045,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,,Cercopithecidae,9527.0,,,
4851,Autocuration,In vivo,,A,U,5005,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,Macaca mulatta,9544.0,Plasma,,
4852,Autocuration,,,A,U,4847,Half life of compound was determined in squirrel monkey,,Cercopithecidae,9527.0,,,
4853,Autocuration,In vivo,,A,U,4256,Half life after iv administration in cynomolgus monkey,,Macaca fascicularis,9541.0,,,
4854,Autocuration,In vivo,,A,U,6535,Half life in monkey plasma after administration of 1 mg/kg iv,,Cercopithecidae,9527.0,Plasma,,
4855,Autocuration,,,A,U,6057,Half life was calculated in rhesus monkey,,Cercopithecidae,9527.0,,,
4856,Autocuration,,,A,U,17592,Half life in monkey,,Cercopithecidae,9527.0,,,
4857,Autocuration,In vivo,,A,U,6641,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,Cercopithecidae,9527.0,,,
4858,Autocuration,,,A,U,5472,Half life was evaluated in rhesus,,Cercopithecidae,9527.0,,,
4859,Autocuration,In vivo,,A,U,6221,Half life period after oral administration (2.5 mg/kg) in monkey was determined,,Cercopithecidae,9527.0,,,
4860,Autocuration,In vivo,,A,U,5668,Half life period was determine after peroral administration at 10 mpk in Rhesus,,Cercopithecidae,9527.0,,,
4861,Autocuration,In vivo,,A,U,4809,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,Cercopithecidae,9527.0,,,
4862,Autocuration,In vivo,,A,U,5546,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,Cercopithecidae,9527.0,,,
4863,Autocuration,In vivo,,A,U,5553,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,,Cercopithecidae,9527.0,,,
