Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
20092020,0,AF,AF,Resooncive,4125,1320923.2941872315,S5141,0,A034248002,0,0,0,Partena9resCsnadiemspourlaSantuntfrnati9naldPxxI,3,Closed,6326967.55,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Afghanistan,6326967.55,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,BD,BD,R4sponsivw,4122,2281626.6996131074,S4112,0,Aor4250PRE,1,0,1,hA5gYAvOMBERdOMBERASSOx8ATESCONSULTING,3,Closed,12133.92,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,12133.92,1.0,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
e0092010,0,BD,BD,Ree0onsive,4122,1578216.751751965,a4122,0,A934250PRw,1,0,1,GAfRYAxOMhERCOMBERASSOCIwhdSCObSULTING,3,Closed,12133.92,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,12133.92,1.0,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
20092o10,0,BD,BD,Rez0onsive,4122,1480267.7986659138,S4132,0,A0352t0PRE,1,0,1,GARRYAs8nfsRCOMBsRASSOCIATESCONSULTIhG,3,Closed,12133.92,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,12133.92,1.0,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
200920q0,0,BD,BD,Rec9onsive,4122,571480.1255820838,S41e2,0,A03r250P5E,1,0,1,GARRYAx9hBERC8MBERASzOCIATsSCOmSULTING,3,Closed,12133.92,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,12133.92,1.0,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
e0092010,0,BD,BD,tespknsive,4122,584659.4512927626,Sr122,0,A034wy0PRE,1,0,1,GA3eYACOMBERCiMBEgAaSOCIATEqCONSULfING,3,Closed,12133.92,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,12133.92,1.0,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
29092010,0,PK,PK,Difective,4124,2447219.978129644,S414w,0,w0342550p1,0,0,0,Depa5tmentovForeignzffai4sandlnternstionaiT4sde,3,Operational,8211000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,8211000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,1,X2,X2,Respkmsive,4404,1240904.9317562254,e4400,0,Apr4258001,0,1,0,Organkza5ionofAmegicanztafes,1,Closed,20000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,1,X2,X2,Res9onsivr,4404,527916.4518237949,S44o0,0,A034e58o01,0,1,0,OdyanizationoeAmedicanStat2s,1,Closed,20000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,1,X2,X2,deslonsive,4404,375356.2483516288,S44o0,0,A03415i001,0,1,0,OrganizwfionofAmericamStsteq,1,Closed,20000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,X2,X2,Respobsivs,4404,555844.7095656882,Se400,0,A03325800q,0,1,0,lrganizati0nofAmer9canctatea,1,Closed,20000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,20000000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,ML,ML,virective,4216,1358903.540233131,S421t,0,A034269901,0,0,0,EwINOVAEcoTfURCONSEIL,2,Operational,14500000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,Mali,14500000.0,0.41,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
q0092010,0,ML,ML,Directkve,4216,297428.73840381706,q4215,0,A034w50001,0,0,0,Ministteselducat8ondelAlphabt9estjone6desLanguss,2,Operational,14500000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,Mali,14500000.0,0.41,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
20092019,0,ML,ML,rirective,4216,928440.1745551826,S4315,0,A03t269001,0,0,0,2DINOVA4DITdURCOgSEIL,2,Operational,14500000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,Mali,14500000.0,0.41,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
2009e010,0,ML,ML,Directlve,4216,141063.46195237988,a4215,0,Ao24260001,0,0,0,Mlnisgredelducat9ondskAlphabtiqstionetdewLanguws,2,Operational,14500000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Mali Program Section,Mali,14500000.0,0.41,0.0,0,Uncoded: Pre-APP,1,Other PBA,0,0,0
2p092010,0,JM,JM,eesponqive,4439,934945.3874615782,S4420,0,w03426300q,0,0,0,IjterAmedicanIgstitu6drorCoopdfationonAgriculgure,1,Closed,4904347.7,B4400,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,Caribbean Regional - Jamaica,4904347.7,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,0,X1,X1,Resoonsivd,6218,431823.4562428392,S5218,0,A0r42640o1,0,1,0,Cokmonweao4hAesociagionforPublicwdmknistrafionahdMagabement,2,Closed,97440.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,Governance & Human Rights,97440.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,X2,X2,Rwsppnsive,6218,747611.3571194614,Sy218,0,A034265o01,0,1,0,CommonwealthAssociatiojforPjblixAdministrationajcMsbaheh2n5,1,Closed,97440.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,Governance & Human Rights,97440.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,X3,X3,Rdeponsive,6218,1892303.2285650047,e6218,0,A0341640o1,0,1,0,CommonwralthAsslcuationfotPublicAvm7mksfratkonanfManagement,3,Closed,97440.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,Governance & Human Rights,97440.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,X4,X4,Responsuge,6218,30390.423026736767,Su218,0,A0e426400w,0,1,0,ClmmonweqlthAwsociwtionforPublifAdmigiztratiomamdMznwgement,5,Closed,97440.0,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,Governance & Human Rights,97440.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,GY,GY,Direct9ve,4438,106227.03971081504,a4429,0,A034260o01,0,0,0,separtmenhofForeignxbfairswndInternat7ohalrradw,1,Closed,350000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Caricom - Adm,Caribbean Regional - Guyana,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,0,MZ,MZ,voreFund7ng,4274,82697.85457605889,S4171,0,A034e710p1,0,0,0,GkvernodaR4pubkicaerMoamfiqueMindesFimqnas,2,Closed,7500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,Mozambique,7500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
q0092010,0,MZ,MZ,Cod4Funding,4274,1201473.9466501086,S4371,0,A024271901,0,0,0,Govwrnoea5epublicadeM8ambiaueMijwrsFinanas,2,Closed,7500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,Mozambique,7500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20o92010,0,MZ,MZ,Corevund7ng,4274,2278848.238308536,S42i1,0,A0w42710o2,0,1,0,fovernocaRepublicadeMoanvksueMimdeeFinanas,2,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,Mozambique,4500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200920w0,0,MZ,MZ,C0reFundong,4274,1243927.467018745,d4271,0,A035271902,0,1,0,GovernodaRe0uvlicwseM8ambi2ueM7ndexFinanas,2,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,Mozambique,4500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,0,MZ,MZ,CoreF7ndkng,4274,638776.4688525635,S4e71,0,A034wu1002,0,1,0,GovernocaRepubpucaeeMosmhiqueMineesFinqnas,2,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,Mozambique,4500000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092p10,0,ID,ID,Direcyive,4127,1846706.7393311642,w4126,0,A0342829RE,0,0,0,Informatiomnotavailsvl3,3,Closed,72603.99,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,OAI Indonesia and SEA Regional,Indonesia,72603.99,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,1,X2,X2,desponslve,4404,389301.8212785006,S4409,0,q033280001,0,1,0,PstliwmentaryCentre,1,Terminating,2677263.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,2677263.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,CA,CA,Responskvf,2239,374522.68917945353,Sy222,0,A0w4283001,1,1,0,UniversitduQ6bwcMonttzl,1,Closed,99108.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1,0
200o2010,0,CA,CA,tespons9ve,2240,1161377.1574505046,S6q22,0,s0342u5001,0,1,0,CanadiqnComkittr2forWorldPressFrsefok,1,Closed,9000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Journalism and Development Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,0,CA,CA,Resoonsice,2239,454307.4028420389,S7222,0,A0342pp001,0,0,0,UnitedNatilnsAswociahiininCamsda,1,Closed,64731.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,0,CA,CA,Respohsivr,2239,1958752.4398868636,S6212,0,A03429e901,0,0,0,dorldLite5xc5ofCanada,1,Closed,18262.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,1,X2,X2,Resoonskve,4404,50146.7708294217,St400,0,A0et315001,0,1,0,sanadiangoundationcortneAme4icxs,1,Closed,2308025.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,2308025.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,1,X2,X2,Res0onsige,4404,68284.11302805165,Sr400,0,q034r15001,0,1,0,CanadlxnFoundqyiknfortheAmericac,1,Closed,2308025.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,2308025.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,1,X2,X2,Rezponaive,4404,1787362.9946429692,e4400,0,s03r315001,0,1,0,CanadianFlundatiohcottgeAmericaa,1,Closed,2308025.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,2308025.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,X2,X2,Rsspinsive,4404,496512.24050151045,St400,0,A034315902,0,1,0,CznadianFoundstiomtortheAmericxc,1,Closed,2308025.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,2308025.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,1,X2,X2,Responcuve,4404,2286077.0864336207,S4300,0,z0343160o1,0,1,0,C8rporxcuknoatinobarometro,1,Closed,600000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,600000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,X2,X2,Resoons8ve,4404,735080.0293841106,e4400,0,A034326091,0,1,0,CorplfacionLatinovarojetr9,1,Closed,600000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,600000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,1,X2,X2,gesponside,4404,1587129.453820308,a4400,0,A034r16p01,0,1,0,CorpkfacionLztinobarlketro,1,Closed,600000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,600000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,1,X2,X2,Rssponwive,4404,580881.8288420746,S44p0,0,A0343q6p01,0,1,0,Cor9oracjinLa5inobqrometro,1,Closed,600000.0,B4400,NGM Americas,D4400,NDD Americas Programming,Americas Section,Inter American,600000.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,CA,CA,Responsib2,2239,1858532.073688696,St222,0,A03ee18001,1,1,0,CohitdeSokidaritT5o8sRivirss,1,Closed,63000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1,0
2o092010,1,BI,110,Cod3Funding,4272,926749.2205839251,S4217,0,Ao3t320001,0,0,0,WorldBwnk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009201p,1,BI,110,CoreFunfong,4272,63309.53093345408,S4127,0,q034e20001,0,0,0,WorldBqnk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2o092010,1,ET,110,CoreFjndint,4272,531826.6917865484,S422u,0,A0343ep001,0,0,0,WorlwBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,1,ET,110,Cpr3Funding,4272,1387487.8612046093,S42w7,0,A023320001,0,0,0,WorlxBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20082010,1,KE,110,CoreFund7mg,4272,1604852.0169126168,S4217,0,A033320o01,0,0,0,W8rldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
q0092010,1,KE,110,CofeFundibg,4272,206872.70523952186,S4228,0,Ap3t320001,0,0,0,WorldBagk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20o92010,1,RW,110,Corerugding,4272,804762.736125756,S3227,0,s034329001,0,0,0,Worldhank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20093010,1,RW,110,CoreFujdinn,4272,114059.94172955441,S4228,0,A0343q00o1,0,0,0,WorleBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009201o,1,TZ,110,CofeFumding,4272,1960809.811441989,x4227,0,A9w4320001,0,0,0,WorldBsnk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200o2010,1,TZ,110,Cor3eunding,4272,1222310.3826720302,S4217,0,Ao34310001,0,0,0,W0rldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200920q0,1,UG,110,CofeF8nding,4272,10879.407055327029,S4237,0,A0e4320901,0,0,0,WirldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
30092010,1,UG,110,Cor3Fund8ng,4272,1098769.2983370628,S4228,0,Ao3432p001,0,0,0,WorldBagk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2o092010,1,ER,110,Coreg8nding,4272,1668707.7564756097,q4227,0,z03432o001,0,0,0,WorldBabk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092019,1,ER,110,ClreFunsing,4272,1639661.2420186438,St227,0,A0344200o1,0,0,0,WirldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2o092010,1,MG,110,CireFynding,4272,821664.1444515224,S5227,0,A0343q0p01,0,0,0,WprldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
200920q0,1,MG,110,Ckreeunding,4272,1448342.9975348855,Sr227,0,A03t3200o1,0,0,0,WkrldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092019,1,ET,940,Corerujding,4272,348731.05360384576,S4217,0,w0r4320001,0,0,0,Worldnank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20992010,1,ET,940,Coretunxing,4272,644871.6726502224,Sr227,0,Ao3432p001,0,0,0,WorldBanu,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009201p,1,SD,940,Corerundigg,4272,1095364.637427495,S4226,0,Ap34320o01,0,0,0,Worldgank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2o092010,1,SD,940,CoreFkndinn,4272,1588613.6487607048,S42w7,0,Ap343200p1,0,0,0,WorlrBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,1,BI,950,Cor3gunding,4272,455383.3480452588,S3227,0,A03532000q,0,0,0,WorlxBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,1,BI,950,CodeFundigg,4272,964239.125212275,z4227,0,A0343200p2,0,0,0,WorpdBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2p092010,1,KE,950,xoreFund7ng,4272,877146.0778821695,S5227,0,A03e32000w,0,0,0,WodldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
30092010,1,KE,950,CoreFjgding,4272,222051.28542813493,q4227,0,A034w20002,0,0,0,WorldBanl,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20091010,1,RW,950,CoreFugdigg,4272,1207279.5505461555,S42w7,0,z034310001,0,0,0,WirldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20091010,1,RW,950,CofeFundimg,4272,337722.19008559966,S422u,0,A03t3e0001,0,0,0,3orldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
10092010,1,TZ,950,ClreFundihg,4272,2064694.0579114824,S4228,0,A93432p001,0,0,0,WogldBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092p10,1,TZ,950,C0reF6nding,4272,453688.6571090125,S4q27,0,A03432p0p1,0,0,0,Worldnank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
29092010,1,UG,950,C0reFuneing,4272,728694.7279135691,Sr227,0,x034320002,0,0,0,WorlfBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20o92010,1,UG,950,foreFknding,4272,837276.572545745,S3227,0,z034320p01,0,0,0,WorldBabk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2o092010,1,CD,950,C0reFundibg,4272,1210375.6281143483,S422u,0,w0343q0001,0,0,0,WorldBxnk,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20p92010,1,CD,950,Ciredunding,4272,857901.3549671526,St227,0,A03t3w0001,0,0,0,WorkdBank,2,Terminating,9000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",Southern&Eastern Africa SubRegional Prog,9000000.0,0.0,0.0,0,Uncoded: Pre-APP,1,Pooled funding,0,0,0
20092o10,0,CA,CA,Redponsice,2239,2109670.3683051467,S6122,0,A0e4323p01,1,1,0,c8cto4iaIjtwrnationalDev2lkpjentEd8cayionAssociation,1,Closed,28240.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,CA,CA,Resplnsibe,2239,1764583.6211837295,q6222,0,A034335002,0,1,0,WorldFuzheriedTrust,1,Closed,50000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,Global Classroom Initiative,0.0,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,1,0
