assays_ASI,assays_CURAB,assays_Ti,assays_ASSTI,assays_ASSCA,assays_Descr,assays_RELATT,assays_CONSC,assays_SRI,assays_SASSI,assays_CHI,assays_CI,assays_BAFO,assays_TII,assays_VAI
6489,Intermediate,50594,Heart,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/heart bearing S180 tumor cell line for 2 hours,N,1,1,,CHEMBL621753,42.0,BAO_0000218,948.0,
6490,Intermediate,50594,Heart,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 30 minutes,N,1,1,,CHEMBL875955,42.0,BAO_0000218,948.0,
6491,Intermediate,50594,Heart,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 4 hours,N,1,1,,CHEMBL621754,42.0,BAO_0000218,948.0,
6492,Intermediate,50594,Heart,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/heart bearing S180 tumor cell line for 8 hours,N,1,1,,CHEMBL621755,42.0,BAO_0000218,948.0,
6493,Intermediate,50594,Liver,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 1 hour,N,1,1,,CHEMBL621756,42.0,BAO_0000218,2107.0,
6494,Intermediate,50594,Liver,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 2 hours,N,1,1,,CHEMBL624199,42.0,BAO_0000218,2107.0,
6495,Intermediate,50594,Liver,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/liver bearing S180 tumor cell line for 30 minutes,N,1,1,,CHEMBL624200,42.0,BAO_0000218,2107.0,
6496,Intermediate,50594,Liver,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 4 hours,N,1,1,,CHEMBL624375,42.0,BAO_0000218,2107.0,
6497,Intermediate,50594,Liver,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/liver bearing S180 tumor cell line for 8 hours,N,1,1,,CHEMBL624376,42.0,BAO_0000218,2107.0,
6498,Intermediate,50594,Lung,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 1 hour,N,1,1,,CHEMBL624377,42.0,BAO_0000218,2048.0,
6499,Intermediate,50594,Lung,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/lung bearing S180 tumor cell line for 2 hours,N,1,1,,CHEMBL624378,42.0,BAO_0000218,2048.0,
6500,Intermediate,50067,,,Compound tested for the antimicrobial activity against Acinetobacter anitratus,N,1,1,,CHEMBL857901,,BAO_0000218,,
6501,Intermediate,50067,,,Compound tested for the antimicrobial activity against Acinetobacter anitratus,N,1,1,,CHEMBL875274,,BAO_0000218,,
6502,Intermediate,50067,,,Compound tested for the antimicrobial activity against Acinetobacter anitratus,N,1,1,,CHEMBL624379,,BAO_0000218,,
6503,Intermediate,50067,,,Compound tested for the antimicrobial activity against Acinetobacter anitratus,N,1,1,,CHEMBL624380,,BAO_0000218,,
6504,Intermediate,50192,,,Activity against Acinetobacter calcoaceticus (AC54),N,1,1,,CHEMBL624381,,BAO_0000218,,
6505,Intermediate,50714,,,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates no prolonged biological activity,N,1,1,,CHEMBL624382,,BAO_0000218,,
6506,Intermediate,50714,,,Biological activity using the lizard skin (Anolis carolinensis) assay. The value indicates prolonged biological activity,N,1,1,,CHEMBL624383,,BAO_0000218,,
6507,Intermediate,50296,,,Chlorohexidine coefficient for Actinomyces naeslundii 631,N,1,1,,CHEMBL624384,,BAO_0000218,,
6508,Intermediate,50296,,,Chlorohexidine coefficient for Actinomyces naeslundii B74,N,1,1,,CHEMBL624385,,BAO_0000218,,
6509,Intermediate,50296,,,Chlorohexidine coefficient for Actinomyces naeslundii N/3,N,1,1,,CHEMBL624386,,BAO_0000218,,
6510,Intermediate,50296,,,Chlorohexidine coefficient for Actinomyces naeslundii N/9,N,1,1,,CHEMBL624387,,BAO_0000218,,
6511,Intermediate,50296,,,Plaque bactericidal index against Actinomyces naeslundii 631,N,1,1,,CHEMBL624388,,BAO_0000218,,
6512,Intermediate,50296,,,Plaque bactericidal index against Actinomyces naeslundii N/9,N,1,1,,CHEMBL624389,,BAO_0000218,,
6513,Intermediate,50296,,,Plaque bactericidal index against Actinomyces naeslundii B74,N,1,1,,CHEMBL624390,,BAO_0000218,,
6514,Intermediate,50296,,,Plaque bactericidal index against Actinomyces naeslundii N/3,N,1,1,,CHEMBL875275,,BAO_0000218,,
6515,Intermediate,50056,,,Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay,N,1,1,,CHEMBL624391,,BAO_0000218,,
6516,Intermediate,50056,,,"Compound was tested for its inhibitory activity using brine shrimp (Artemia salina) immobilization assay; highest level tested, showed <100% activity",N,1,1,,CHEMBL623636,,BAO_0000218,,
6517,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 0 uM,N,1,1,,CHEMBL623637,,BAO_0000218,,
6518,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 10 uM,N,1,1,,CHEMBL623638,,BAO_0000218,,
6519,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 200 uM,N,1,1,,CHEMBL623639,,BAO_0000218,,
6520,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 25 uM,N,1,1,,CHEMBL623640,,BAO_0000218,,
6521,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 3 uM,N,1,1,,CHEMBL623641,,BAO_0000218,,
6522,Intermediate,50532,,,Effect on incorporation of [32Pi] by isolated Ascaris suum mitochondria at a concentration of 50 uM.,N,1,1,,CHEMBL623642,,BAO_0000218,,
6523,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 0 uM,N,1,1,,CHEMBL623643,,BAO_0000218,,
6524,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 10 uM,N,1,1,,CHEMBL623644,,BAO_0000218,,
6525,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 200 uM,N,1,1,,CHEMBL623645,,BAO_0000218,,
6526,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 25 uM,N,1,1,,CHEMBL623646,,BAO_0000218,,
6527,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 3 uM,N,1,1,,CHEMBL623647,,BAO_0000218,,
6528,Intermediate,50532,,,Effect on succinate formation by isolated Ascaris suum mitochondria at a concentration of 50 uM,N,1,1,,CHEMBL623648,,BAO_0000218,,
6529,Intermediate,50366,,,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,N,1,1,,CHEMBL623649,,BAO_0000218,,
6530,Intermediate,50366,,,Compound is evaluated for minimal bactericidal concentration against plaque formation for Actinomyces viscosus,N,1,1,,CHEMBL623650,,BAO_0000218,,
6531,Intermediate,50366,,,Chlorohexidine coefficient for Actinomyces viscosus 8A06,N,1,1,,CHEMBL623651,,BAO_0000218,,
6532,Expert,50366,,,Chlorohexidine coefficient for Actinomyces viscosus M-100,N,1,1,,CHEMBL623652,,BAO_0000218,,
6533,Intermediate,50366,,,Chlorohexidine coefficient for Actinomyces viscosus M-626,N,1,1,,CHEMBL623653,,BAO_0000218,,
6534,Intermediate,50366,,,Chlorohexidine coefficient for Actinomyces viscosus T14V,N,1,1,,CHEMBL623654,,BAO_0000218,,
6535,Intermediate,50366,,,Plaque bactericidal index against Actinomyces viscosus 8A06,N,1,1,,CHEMBL623655,,BAO_0000218,,
6536,Intermediate,50366,,,Plaque bactericidal index against Actinomyces viscosus M-100,N,1,1,,CHEMBL623656,,BAO_0000218,,
6537,Expert,50366,,,Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient,N,1,1,,CHEMBL623657,,BAO_0000218,,
6538,Intermediate,50366,,,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; d=Not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",N,1,1,,CHEMBL623658,,BAO_0000218,,
6539,Intermediate,50366,,,"Plaque bactericidal index against Actinomyces viscosus M-100 measured as chlorohexidine coefficient; not bactericidal at highest concentration tested (0.2% w/v, 2min, 5 days)",N,1,1,,CHEMBL623659,,BAO_0000218,,
6540,Intermediate,50366,,,Plaque bactericidal index against Actinomyces viscosus 626,N,1,1,,CHEMBL623660,,BAO_0000218,,
6541,Intermediate,50366,,,Plaque bactericidal index against Actinomyces viscosus T14V,N,1,1,,CHEMBL623661,,BAO_0000218,,
6542,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 1.56 mg/kg/day(5 days) dose,N,1,1,,CHEMBL875281,,BAO_0000218,,
6543,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 100 mg/kg/day(5 days) dose,N,1,1,,CHEMBL623662,,BAO_0000218,,
6544,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,N,1,1,,CHEMBL623663,,BAO_0000218,,
6545,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,N,1,1,,CHEMBL623664,,BAO_0000218,,
6546,Intermediate,50535,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,N,1,1,,CHEMBL623665,,BAO_0000218,,
6547,Intermediate,80023,,,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,N,1,1,,CHEMBL621856,165.0,BAO_0000219,,
6548,Intermediate,80661,,,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,N,1,1,,CHEMBL620432,645.0,BAO_0000219,,
6549,Autocuration,22226,,,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,U,0,1,,CHEMBL620433,,BAO_0000219,,
6550,Intermediate,80024,,,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,N,1,1,,CHEMBL620434,625.0,BAO_0000219,,
6551,Intermediate,80024,,,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,N,1,1,,CHEMBL620435,625.0,BAO_0000219,,
6552,Intermediate,80024,,,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,N,1,1,,CHEMBL620436,625.0,BAO_0000219,,
6553,Intermediate,80024,,,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,N,1,1,,CHEMBL876597,625.0,BAO_0000219,,
6554,Expert,81037,,,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,N,1,1,,CHEMBL620437,874.0,BAO_0000219,,
6555,Expert,80024,,,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",N,1,1,,CHEMBL620438,625.0,BAO_0000219,,
6556,Expert,80024,,,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,N,1,1,,CHEMBL620439,625.0,BAO_0000219,,
6557,Expert,80024,,,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,N,1,1,,CHEMBL619657,625.0,BAO_0000219,,
6558,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,N,1,1,,CHEMBL619658,625.0,BAO_0000219,,
6559,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,N,1,1,,CHEMBL619659,625.0,BAO_0000219,,
6560,Expert,10649,,,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",H,8,1,,CHEMBL619660,,BAO_0000019,,
6561,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,N,1,1,,CHEMBL619661,625.0,BAO_0000219,,
6562,Intermediate,80024,,,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,N,1,1,,CHEMBL619662,625.0,BAO_0000219,,
6563,Intermediate,80663,,,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,N,1,1,,CHEMBL619663,975.0,BAO_0000219,,
6564,Autocuration,22226,,,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,U,0,1,,CHEMBL619664,,BAO_0000219,,
6565,Autocuration,22226,,,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",U,0,1,,CHEMBL619665,,BAO_0000219,,
6566,Intermediate,80662,,,Anti -HIV activity was measured against AA5/HIV-1(IIIB),N,1,1,,CHEMBL883244,974.0,BAO_0000219,,
6567,Intermediate,80662,,,Cytotoxicity was measured against AA5/HIV-1(IIIB),N,1,1,,CHEMBL884011,974.0,BAO_0000219,,
6568,Intermediate,80662,,,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,N,1,1,,CHEMBL619666,974.0,BAO_0000219,,
6569,Intermediate,80566,,,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,N,1,1,,CHEMBL619667,379.0,BAO_0000219,,
6570,Intermediate,80578,,,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,N,1,1,,CHEMBL619668,274.0,BAO_0000219,,
6571,Expert,80089,,,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",N,1,1,,CHEMBL619669,185.0,BAO_0000219,,
6572,Intermediate,80089,,,Average intracellular compound concentration when the hypoxic SER=1.6,N,1,1,,CHEMBL876608,185.0,BAO_0000219,,
6573,Intermediate,80089,,,Average intracellular compound concentration when the hypoxic SER=1.6.,N,1,1,,CHEMBL619670,185.0,BAO_0000219,,
6574,Intermediate,80089,,,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,N,1,1,,CHEMBL619671,185.0,BAO_0000219,,
6575,Intermediate,80089,,,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,N,1,1,,CHEMBL619672,185.0,BAO_0000219,,
6576,Intermediate,80089,,,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,N,1,1,,CHEMBL619673,185.0,BAO_0000219,,
6577,Intermediate,80089,,,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",N,1,1,,CHEMBL619674,185.0,BAO_0000219,,
6578,Intermediate,80089,,,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",N,1,1,,CHEMBL619675,185.0,BAO_0000219,,
6579,Intermediate,80089,,,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,N,1,1,,CHEMBL619676,185.0,BAO_0000219,,
6580,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,N,1,1,,CHEMBL619677,185.0,BAO_0000219,,
6581,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,N,1,1,,CHEMBL619678,185.0,BAO_0000219,,
6582,Intermediate,80089,,,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,N,1,1,,CHEMBL619679,185.0,BAO_0000219,,
6583,Expert,80089,,,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,N,1,1,,CHEMBL619680,185.0,BAO_0000219,,
6584,Intermediate,80089,,,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,N,1,1,,CHEMBL621457,185.0,BAO_0000219,,
6585,Expert,80089,,,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,N,1,1,,CHEMBL876609,185.0,BAO_0000219,,
6586,Intermediate,80089,,,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,N,1,1,,CHEMBL621458,185.0,BAO_0000219,,
6587,Expert,80089,,,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,N,1,1,,CHEMBL621459,185.0,BAO_0000219,,
6588,Expert,80089,,,Aerobic growth inhibition in Chinese hamster cell line AA8,N,1,1,,CHEMBL621460,185.0,BAO_0000219,,
6589,Expert,80089,,,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,N,1,1,,CHEMBL621461,185.0,BAO_0000219,,
6590,Expert,80089,,,Inhibition of growth under aerobic conditions in AA8 cells,N,1,1,,CHEMBL621462,185.0,BAO_0000219,,
6591,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),N,1,1,,CHEMBL621463,,BAO_0000218,,
6592,Intermediate,50588,,,Oral bioavailability in dog at 10 mg/kg of the compound,N,1,1,,CHEMBL621464,,BAO_0000218,,
6593,Intermediate,50588,,,Oral bioavailability in dog (dose 5 uM/kg),N,1,1,,CHEMBL621465,,BAO_0000218,,
6594,Intermediate,50588,,,Oral bioavailability in dog (dose 5 uM/kg),N,1,1,,CHEMBL621466,,BAO_0000218,,
6595,Intermediate,50588,,,Oral bioavailability in dog (mongrel),N,1,1,,CHEMBL621467,,BAO_0000218,,
6596,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),N,1,1,,CHEMBL621468,,BAO_0000218,,
6597,Intermediate,50588,,,Oral bioavailability in dog (dose 10 mg/kg),N,1,1,,CHEMBL876734,,BAO_0000218,,
6598,Intermediate,50588,,,Bioavailability in dog,N,1,1,,CHEMBL618476,,BAO_0000218,,
6599,Intermediate,50588,,,Bioavailability in dog (dose 1 mg/kg i.v.),N,1,1,,CHEMBL618477,,BAO_0000218,,
6600,Intermediate,50588,,,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),N,1,1,,CHEMBL618478,,BAO_0000218,,
6601,Intermediate,50588,,,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,N,1,1,,CHEMBL618479,,BAO_0000218,,
6602,Intermediate,50588,,,Bioavailability in dog,N,1,1,,CHEMBL618480,,BAO_0000218,,
6603,Intermediate,50588,,,Bioavailability in dog (dose 3-10 mg/kg),N,1,1,,CHEMBL618481,,BAO_0000218,,
6604,Intermediate,50588,Plasma,,The compound was tested for bioavailability of compound in plasma of dog; Complete,N,1,1,,CHEMBL618482,,BAO_0000218,1969.0,
6605,Intermediate,50588,,,Oral bioavailability in dog,N,1,1,,CHEMBL618483,,BAO_0000218,,
6606,Intermediate,50588,,,Oral bioavailability in dog,N,1,1,,CHEMBL618484,,BAO_0000218,,
6607,Intermediate,50588,,,Bioavailability in dog,N,1,1,,CHEMBL618485,,BAO_0000218,,
6608,Intermediate,50588,,,oral bioavailability was measured in dogs,N,1,1,,CHEMBL618486,,BAO_0000218,,
6609,Intermediate,50588,,,Compound was tested for plasma protein binding in dog; Not determined,N,1,1,,CHEMBL618487,,BAO_0000218,,
6610,Intermediate,50588,,,Compound was tested for plasma protein binding of dog,N,1,1,,CHEMBL618488,,BAO_0000218,,
6611,Intermediate,50588,,,Compound was tested for plasma protein binding of dog; Not determined,N,1,1,,CHEMBL876735,,BAO_0000218,,
6612,Intermediate,50588,,,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,N,1,1,,CHEMBL618489,,BAO_0000218,,
6613,Intermediate,50588,,,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,N,1,1,,CHEMBL618490,,BAO_0000218,,
6614,Intermediate,50588,,,Half life was determined,N,1,1,,CHEMBL618491,,BAO_0000218,,
6615,Intermediate,50588,,,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,N,1,1,,CHEMBL618492,,BAO_0000218,,
6616,Intermediate,50588,,,Half life was evaluated in dog,N,1,1,,CHEMBL873354,,BAO_0000218,,
6617,Intermediate,50588,,,Half life was determined,N,1,1,,CHEMBL618493,,BAO_0000218,,
