assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
4082,Autlcurztion,Ratt7sborcegicus,,,7411,,,Miceoaomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,10116.0,Liver,,U,0
4083,Ajtocura5ion,Rattusnorvfvicux,,,7411,,,Microapmes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,10116.0,Liver,,U,0
4084,Autoc6ratipn,Ratt8snorvefidus,,,7411,,,Mic5oxomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,10116.0,Liver,,U,0
4085,Aurocugation,Raftusnordenicus,,,7411,,,Mixroslmes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,10116.0,Liver,,U,0
4086,Ahtoxuration,gattusnorvegisks,,,7411,,,hicroaomes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,10116.0,Liver,,U,0
4087,Autocueqtion,Rzttudnorv4gicus,,,7411,,,Midrosom4s,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,10116.0,Liver,,U,0
4088,sutocurati9n,Ra4tusn8rvegicua,,,7411,,,Mic4os9mes,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,10116.0,Liver,,U,0
4089,qjtocuration,Rsttusnkrbegicus,,,7411,,,Midrosomds,22226,B,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,10116.0,Liver,,U,0
4090,Augocura4ion,Rattisnorceg9cus,,,7411,,,Mkcrosimes,22226,B,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",10116.0,Liver,,U,0
4091,Autocuraguon,Rattusnpgvegisus,,,7411,,,Mocdosomes,22226,B,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",10116.0,Liver,,U,0
4092,wutocurqtion,tatr6snorvegicus,,,7411,,,Microsojws,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,10116.0,Liver,,U,0
4093,Aut0cugation,Rattusnkrvrgicue,,,7411,,,Micgos9mes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,10116.0,Liver,,U,0
4094,Autochra6ion,Rattusn0rv3gicux,,,7411,,,kivrosomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,10116.0,Liver,,U,0
4095,Auyocuratioj,Rat5uenorcegicus,,,7411,,,hifrosomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,10116.0,Liver,,U,0
4096,Autociratlon,Rattushorvegicye,,,7411,,,jicrosomss,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,10116.0,Liver,,U,0
4097,Auhocura4ion,Rattusm0rvegicjs,,,7411,,,Microsohex,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,10116.0,Liver,,U,0
4098,Auhoduration,Rattjsnorvsticus,,,7411,,,Micr9s0mes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,10116.0,Liver,,U,0
4099,Autocurw4ion,Rattuznorfeg8cus,,,7411,,,hidrosomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,10116.0,Liver,,U,0
4100,qutocuratiin,Rattusnorvenidys,,,7411,,,Mixrospmes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,10116.0,Liver,,U,0
4101,Aurocu4ation,Rattusn9rbegicua,,,7411,,,Micrpsom4s,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,10116.0,Liver,,U,0
4102,Au5ocuratiog,Rqttushorv4gicus,,,7411,,,Mkcroaomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,10116.0,Liver,,U,0
4103,Autocurstoon,Rattusborven8cus,,,7411,,,Micdosomez,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,10116.0,Liver,,U,0
4104,Aktocu4ation,Ra5t6anorvegicus,,,7411,,,Microslmex,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,10116.0,Liver,,U,0
4105,Autkcurat8on,Rattuemorvegic7s,,,7411,,,Micros9mee,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,10116.0,Liver,,U,0
4106,Au5ocufation,Rzttusgorvfgicus,,,7411,,,Micrlaomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,10116.0,Liver,,U,0
4107,Autocura5iog,Rahtusjorvenicus,,,7411,,,jicr9somes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,10116.0,Liver,,U,0
4108,Autocura4uon,Rs5tusnotvegicus,,,7411,,,Microzojes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,10116.0,Liver,,U,0
4109,Autocudati0n,Rxhtusnorv3gicus,,,7411,,,Microsom2a,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,10116.0,Liver,,U,0
4110,Au4ocu3ation,Ra65usnorvegisus,,,7411,,,Microxomee,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,10116.0,Liver,,U,0
4111,Autodurayion,Ragtusnorvegjsus,,,7411,,,jlcrosomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,10116.0,Liver,,U,0
4112,Autofurqtion,5attudnorvegicuc,,,7411,,,M8crosojes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,10116.0,Liver,,U,0
4113,Autocuratj8n,Rattusnorvwgocis,,,7411,,,Microsomfa,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,10116.0,Liver,,U,0
4114,Autocytation,Rat6usnogvegixus,,,7411,,,Microdohes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,10116.0,Liver,,U,0
4115,Autocjratioh,Rattuxnorveglvus,,,7411,,,Microdom3s,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,10116.0,Liver,,U,0
4116,Autovuratiln,Ratt8snorvrvicus,,,7411,,,Microeomea,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,10116.0,Liver,,U,0
4117,wutocutation,Rat4usnorvegkcuw,,,7411,,,Misroqomes,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,10116.0,Liver,,U,0
4118,Autovurxtion,Ratthsnirvegivus,,,7411,,,Microsines,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,10116.0,Liver,,U,0
4119,Aufocuragion,Rattuwno5venicus,,,7411,,,Mifrosones,22226,B,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,10116.0,Liver,,U,0
4120,Aut9cjration,Rattusni5vegicys,,,7411,,,Microdomez,22226,B,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,10116.0,Liver,,U,0
4121,xutocuratioj,Rxttusnorveg9fus,,,7411,,,kisrosomes,22226,B,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,10116.0,,,U,0
4122,Autociratikn,Rattjsnorbegucus,,,7411,,,Micfosomew,22226,B,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",10116.0,Liver,,U,0
4123,Aktocurztion,Rat4isnirvegicus,,,7411,,,Mictisomes,22226,B,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",10116.0,Liver,,U,0
4124,A64ocuration,tatyusnorvfgicus,,,7411,,,M8crosomrs,22226,B,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",10116.0,Liver,,U,0
4125,Ahtocuratipn,Rxttusnorveficks,,,7411,,,Mic5osom3s,22226,B,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",10116.0,Liver,,U,0
4126,Autoshration,Rattysn0rgegicus,,,7411,,,Mic5osomee,22226,B,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",10116.0,Liver,,U,0
4127,Intermediay3,H9mosa0iens,,,10797,,,,80433,F,In vitro inhibition of 7226/S myeloma cancer cell line,9606.0,,RPMI-8226,N,1
4128,lnte4mediate,Hpmosa0iens,,,6881,,,,80698,F,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),9606.0,,BEL-7404 tumor cell line,N,1
4129,9nterkediate,tomosapi3ns,,,3838,,,,80640,F,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,9606.0,,786-0,N,1
4130,Intermed9zte,Homosa9iebs,,,3838,,,,80640,F,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,9606.0,,786-0,N,1
4131,Experh,Cricwfulusyriseus,,,12981,,,,81264,F,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,10029.0,,V79,N,1
4132,Espert,Cric4tulksgrizeus,,,12981,,,,81264,F,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,10029.0,,V79,N,1
4133,Int2rmediatw,Rattusjotvegicis,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,10116.0,,7800C1 cell line,N,1
4134,Int2rmedia5e,Ra6tusnorfegicuz,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,10116.0,,7800C1 cell line,N,1
4135,Igtermwdiate,Rathudnorvegicys,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,10116.0,,7800C1 cell line,N,1
4136,Ihhermediate,Ratt6snorvegivue,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,10116.0,,7800C1 cell line,N,1
4137,Intermediafs,Rattuxnotvegidus,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,10116.0,,7800C1 cell line,N,1
4138,Imtsrmediate,Rattuwnorcegucus,,,7653,,,,80635,F,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,10116.0,,7800C1 cell line,N,1
4139,Intermedix5e,tomosapienw,,,17229,,,,80640,F,In vitro antitumor activity against renal 786-0 tumor cell lines,9606.0,,786-0,N,1
4140,In4ermeriate,Homosaplegs,,,12858,,,,80640,F,Cytotoxic activity against 786-0 Renal cancer cell line,9606.0,,786-0,N,1
4141,Inteemeduate,Hlmosapkens,,,16325,,,,80640,F,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,9606.0,,786-0,N,1
4142,Intdrjediate,uomosapjens,,,16325,,,,80640,F,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,9606.0,,786-0,N,1
4143,Ijtermesiate,Hohosapiems,,,5858,,,,80640,F,In vitro antitumor activity against human renal 786-0 cell line,9606.0,,786-0,N,1
4144,Inh2rmediate,Hlmoszpiens,,,16325,,,,80640,F,Inhibition of Renal cancer in 786-0 cancer cell lines,9606.0,,786-0,N,1
4145,Inte4mediat2,Homosa0ienq,,,14696,,,,80640,F,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,9606.0,,786-0,N,1
4146,Iny3rmediate,H8mksapiens,,,3786,,,,80640,F,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,9606.0,,786-0,N,1
4147,Intermedkxte,Hom8sapiegs,,,14696,,,,80640,F,inhibition of the growth of renal cancer(786-0) cell line,9606.0,,786-0,N,1
4148,7ntermediatd,Homosxpiems,,,14769,,,,80640,F,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),9606.0,,786-0,N,1
4149,Ingermedjate,Homoeapiejs,,,15354,,,,80640,F,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,9606.0,,786-0,N,1
4150,Ijtermedoate,Homlsaplens,,,14255,,,,80640,F,The IC50 value was measured on 786-0 cell line in ovarian tumor,9606.0,,786-0,N,1
4151,Inhermewiate,Homosapurns,,,14255,,,,80640,F,The IC50 value was measured on 786-0 cell line in ovarian tumor t,9606.0,,786-0,N,1
4152,Ibgermediate,Homosspkens,,,14255,,,,80640,F,The IC50 value was measured on 786-0 cell line in renal tumor type.,9606.0,,786-0,N,1
4153,Internedia4e,Homosa0iems,,,14696,,,,80640,F,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,9606.0,,786-0,N,1
4154,Ihte5mediate,Homisapiejs,,,12016,,,,80640,F,Tested for cytotoxic activity against renal cancer 786-0 cell line,9606.0,,786-0,N,1
4155,Infefmediate,Homosxpienc,,,2597,,,,80640,F,Compound was tested for growth inhibitory activity against 786-0 cell line,9606.0,,786-0,N,1
4156,Autoxuratoon,,,,12526,,,,12166,B,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,,RBL-1,H,8
4157,Autoc8ragion,,,,12526,,,,12166,B,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,,RBL-1,H,8
4158,Autochrati9n,,,,14799,,,,12166,B,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,,H,8
4159,dxpert,,,,3595,,,,12166,B,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,RBL-1,H,8
4160,Expery,,,,3595,,,,12166,B,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,RBL-1,H,8
4161,Aktoc8ration,,,,12767,,,,12166,B,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,,,,H,8
4162,Aitocuratuon,,,,10997,,,,12166,B,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,,,,H,8
4163,Aytoxuration,,,,11388,,,,12166,B,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,,,RBL-1,H,8
4164,Autofuratiob,,,,167,,,,12166,B,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,,,,H,8
4165,Autocu5atkon,,,,167,,,,12166,B,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",,,,H,8
4166,Expdrt,,,,13744,,,,12166,B,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,,,,H,8
4167,Au4ocurxtion,,,,1630,,,,12166,B,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,,,,H,8
4168,Aut0curatuon,,,,1630,,,,12166,B,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),,,,H,8
4169,Exprrt,Rartusnorvegkc6s,,,969,,,,12166,B,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",10116.0,,,D,9
4170,Autodurwtion,,,,13621,,,,12166,B,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,,,RBL-1,H,8
4171,sutocuratioj,,,,10089,,,,12166,B,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,,,,H,8
4172,Exper5,,,,10193,,,,12166,B,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,,,,H,8
4173,Autocudatjon,,,,11966,,,,12166,B,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,,,,H,8
4174,Auhocuratikn,,,,12251,,,,12166,B,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,H,8
4175,Autovurztion,,,,211,,,,12166,B,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),,,RBL-1,H,8
4176,Exper6,,,,12251,,,,12166,F,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,H,8
4177,Autocjdation,,,,12495,,,,12166,B,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,,,RBL-1,H,8
4178,Ah5ocuration,,,,414,,,,12166,B,Tested for its inhibitory activity against 5-lipoxygenase,,,,H,8
4179,sutocu3ation,,,,414,,,,12166,B,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,,,,H,8
4180,Eapert,,,,10325,,,,12166,B,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",,,,H,8
4181,Ex0ert,,,,11966,,,,12166,B,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,H,8
4182,Exp4rt,,,,165,,,,12166,B,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,RBL-1,H,8
4183,xuyocuration,,,,165,,,,12166,B,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,,,RBL-1,H,8
4184,A8tocuratuon,,,,165,,,,12166,B,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,RBL-1,H,8
4185,2xpert,,,,165,,,,12166,B,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,RBL-1,H,8
4186,Autocuratiim,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,,,,H,8
4187,Autocueatiom,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,,,RBL-1,H,8
4188,Autocjratikn,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,,RBL-1,H,8
4189,wu6ocuration,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,,H,8
4190,Aytocuratioh,,,,11311,,,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),,,,H,8
4191,Autpcura5ion,,,,11311,,Invovo,,12166,B,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),,,,H,8
4192,zutocuratikn,,,,11311,,,,12166,F,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,,,RBL-2H3,H,8
