assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
6739,Intermediate,80013,,,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,17567,F,,Rattus norvegicus,10116.0,,A10,
6740,Intermediate,80013,,,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,11819,F,,Rattus norvegicus,10116.0,,A10,
6741,Intermediate,80089,,,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,13436,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6742,Intermediate,80089,,,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6743,Intermediate,80089,,,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,12651,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6744,Intermediate,80089,,,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,13300,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6745,Intermediate,80089,,,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,15296,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6746,Intermediate,80089,,,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",15328,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6747,Intermediate,80089,,,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),13302,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6748,Expert,80089,,,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",14367,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6749,Expert,80089,,,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,17002,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6750,Intermediate,80089,,,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,13436,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6751,Intermediate,80089,,,Inhibitory activity against aerobic growth of AA8 cells.,13435,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6752,Intermediate,80089,,,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,10503,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6753,Expert,80089,,,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,10503,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6754,Intermediate,80089,,,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,10503,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6755,Expert,80089,,,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,15090,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6756,Expert,80089,,,Cytotoxicity against AA8 cell line,10368,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6757,Intermediate,80089,,,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),12651,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6758,Intermediate,80089,,,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),12687,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6759,Intermediate,80089,,,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),12687,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6760,Intermediate,80089,,,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),12687,A,,Cricetulus griseus,10029.0,,CHO-AA8,
6761,Intermediate,80089,,,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,1890,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6762,Intermediate,80089,,,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,10747,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6763,Intermediate,80089,,,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,10747,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6764,Autocuration,22224,,,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),11616,F,,Cricetulus griseus,10029.0,,,
6765,Expert,80089,,,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,11616,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6766,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6767,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6768,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6769,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6770,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6771,Autocuration,22224,,,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6772,Autocuration,22224,,,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,3471,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6773,Expert,80089,,,Concentration required to reduce AA8 cell survival by 10%,11616,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6774,Autocuration,22224,,,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",2656,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6775,Autocuration,22224,,,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,10518,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6776,Autocuration,22224,,,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,10518,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6777,Autocuration,22224,,,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,10518,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6778,Autocuration,22224,,,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,10518,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6779,Autocuration,22224,,,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,16156,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6780,Autocuration,22224,,,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,2656,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6781,Autocuration,22224,,,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",11005,F,,Cricetulus griseus,10029.0,,,
6782,Autocuration,22224,,,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,11942,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6783,Autocuration,22224,,,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,2128,F,,Cricetulus griseus,10029.0,,CHO-AA8,
6784,Intermediate,50588,,,Half life period after 15 mg/kg iv dose in Dogs,16907,A,In vivo,Canis lupus familiaris,9615.0,,,
6785,Intermediate,50588,,,Half life period after 30 mg/kg po dose in Dogs,16907,A,In vivo,Canis lupus familiaris,9615.0,,,
6786,Intermediate,50588,,,Half life was measured after oral 2b administration (tested in 6 dogs),9579,A,In vivo,Canis lupus familiaris,9615.0,,,
6787,Intermediate,50588,,,Half life was measured in dog after oral 17b administration,9579,A,In vivo,Canis lupus familiaris,9615.0,,,
6788,Intermediate,50588,,,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,9579,A,In vivo,Canis lupus familiaris,9615.0,,,
6789,Intermediate,50588,,,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,9579,A,In vivo,Canis lupus familiaris,9615.0,,,
6790,Intermediate,50588,,,Tmax value after 15 mg/kg iv dose in Dogs,16907,A,In vivo,Canis lupus familiaris,9615.0,,,
6791,Intermediate,50588,,,Tmax value after 30 mg/kg po dose in Dogs,16907,A,In vivo,Canis lupus familiaris,9615.0,,,
6792,Intermediate,50588,,,Compound was evaluated for its half life when administered intravenously in dog,3184,A,In vivo,Canis lupus familiaris,9615.0,,,
6793,Intermediate,50588,Plasma,,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),5017,A,In vivo,Canis lupus familiaris,9615.0,,,
6794,Intermediate,50588,,,Elimination Half-life of compound was determined in dog,6821,A,,Canis lupus familiaris,9615.0,,,
6795,Intermediate,50588,,,Half life of compound in dog following oral administration,17839,A,In vivo,Canis lupus familiaris,9615.0,,,
6796,Intermediate,50588,,,Half life of compound was determined in dog,17267,A,,Canis lupus familiaris,9615.0,,,
6797,Intermediate,50588,Blood,,Half life of compound was determined in dog blood,4727,A,,Canis lupus familiaris,9615.0,,,
6798,Intermediate,50588,,,Half life after oral and iv dosing in dogs,5238,A,In vivo,Canis lupus familiaris,9615.0,,,
6799,Intermediate,50588,,,Half life in dogs in hours,4942,A,,Canis lupus familiaris,9615.0,,,
6800,Intermediate,50588,,,Half life on i.v. administration of 2 mg/kg was measured in dog,6505,A,In vivo,Canis lupus familiaris,9615.0,,,
6801,Intermediate,50588,,,t1/2 in dog after oral dose (1 mg/kg),5130,A,In vivo,Canis lupus familiaris,9615.0,,,
6802,Intermediate,50588,,,Half life was evaluated in dog,1475,A,,Canis lupus familiaris,9615.0,,,
6803,Intermediate,50588,,,Half life period of compound was determined after intravenous administration at 2 mg/kg,17804,A,In vivo,Canis lupus familiaris,9615.0,,,
6804,Intermediate,50588,,,Half life period of compound was determined after peroral administration at 2 mg/kg,17804,A,In vivo,Canis lupus familiaris,9615.0,,,
6805,Intermediate,50588,,,Half life period (10 mg/kg) was determined in dog,6084,A,In vivo,Canis lupus familiaris,9615.0,,,
6806,Intermediate,50588,,,Half life period (10 mg/kg) was determined in dog,6084,A,In vivo,Canis lupus familiaris,9615.0,,,
6807,Intermediate,50588,,,Half life period by iv administration in dog at a dose of 0.3 mg/kg,5542,A,In vivo,Canis lupus familiaris,9615.0,,,
6808,Intermediate,50588,,,Half life period by po administration in dog at a dose of 0.3 mg/kg,5542,A,In vivo,Canis lupus familiaris,9615.0,,,
6809,Intermediate,50588,,,Half life period in dog,6084,A,,Canis lupus familiaris,9615.0,,,
6810,Intermediate,50588,,,Half life period in dogs after oral administration at 1 mg/kg,6241,A,In vivo,Canis lupus familiaris,9615.0,,,
6811,Intermediate,50588,,,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,1916,A,In vivo,Canis lupus familiaris,9615.0,,,
6812,Intermediate,50588,,,Half-life of compound was determined in dogs,6621,A,,Canis lupus familiaris,9615.0,,,
6813,Intermediate,50588,Plasma,,Half-life in dog plasma,1696,A,,Canis lupus familiaris,9615.0,,,
6814,Intermediate,50588,,,Half-life in mongrel dogs was determined,17800,A,,Canis lupus familiaris,9615.0,,,
6815,Intermediate,50588,,,Half-life in dog upon oral administration,17657,A,In vivo,Canis lupus familiaris,9615.0,,,
6816,Intermediate,50588,,,Half-life in dog upon oral administration; Unable to calculate,17657,A,In vivo,Canis lupus familiaris,9615.0,,,
6817,Intermediate,50588,,,Half-life was measured in dog,4239,A,,Canis lupus familiaris,9615.0,,,
6818,Intermediate,50588,,,Half-life was measured in dog,5985,A,,Canis lupus familiaris,9615.0,,,
6819,Intermediate,50588,,,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,9932,A,,Canis lupus familiaris,9615.0,,,
6820,Intermediate,50588,,,Oral half life was determined,5199,A,In vivo,Canis lupus familiaris,9615.0,,,
6821,Intermediate,50588,Plasma,,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,5199,A,In vivo,Canis lupus familiaris,9615.0,,,
6822,Intermediate,50588,Plasma,,Plasma half life was evaluated,1475,A,,Canis lupus familiaris,9615.0,,,
6823,Intermediate,50588,Plasma,,Plasma half life was evaluated in Dog,1475,A,,Canis lupus familiaris,9615.0,,,
6824,Intermediate,50588,Plasma,,Plasma half life was evaluated in dog,1475,A,,Canis lupus familiaris,9615.0,,,
6825,Intermediate,50588,,,T1/2 (Half-life) was after oral administration at 5 mg/kg,6316,A,In vivo,Canis lupus familiaris,9615.0,,,
6826,Intermediate,50588,,,Tested for the half life value in dog,4883,A,,Canis lupus familiaris,9615.0,,,
6827,Intermediate,50588,,,Maximum time at the dose of 2 mg/kg in dog,4727,A,In vivo,Canis lupus familiaris,9615.0,,,
6828,Intermediate,50588,,,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,1916,A,In vivo,Canis lupus familiaris,9615.0,,,
6829,Intermediate,50588,Blood,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,1337,A,In vivo,Canis lupus familiaris,9615.0,,,
6830,Intermediate,50588,Blood,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,1337,A,In vivo,Canis lupus familiaris,9615.0,,,
6831,Intermediate,50588,,,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,6265,A,In vivo,Canis lupus familiaris,9615.0,,,
6832,Intermediate,50588,,,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),4809,A,In vivo,Canis lupus familiaris,9615.0,,,
6833,Intermediate,50588,,,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,5983,A,In vivo,Canis lupus familiaris,9615.0,,,
6834,Intermediate,50588,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",5313,A,,Canis lupus familiaris,9615.0,,,
6835,Intermediate,50588,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",5313,A,In vivo,Canis lupus familiaris,9615.0,,,
6836,Intermediate,50588,Plasma,,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,17650,A,In vivo,Canis lupus familiaris,9615.0,,,
6837,Intermediate,50588,Plasma,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,5199,A,In vivo,Canis lupus familiaris,9615.0,,,
6838,Intermediate,50588,Plasma,,Time taken for maximum plasma concentration in dog,933,A,,Canis lupus familiaris,9615.0,,,
6839,Intermediate,50588,,,Time to reach Cmax after oral administration to dogs,16367,A,In vivo,Canis lupus familiaris,9615.0,,,
6840,Intermediate,50588,Plasma,,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,6348,A,In vivo,Canis lupus familiaris,9615.0,,,
6841,Intermediate,50588,,,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,6316,A,In vivo,Canis lupus familiaris,9615.0,,,
6842,Intermediate,50588,,,Tmax after peroral administration (1 mg/kg) was determined in dog,6215,A,In vivo,Canis lupus familiaris,9615.0,,,
6843,Expert,50588,,,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,3598,A,In vivo,Canis lupus familiaris,9615.0,,,
6844,Intermediate,50588,,,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,4527,A,In vivo,Canis lupus familiaris,9615.0,,,
6845,Intermediate,50588,,,Tmax after peroral administration in dogs at 2.4 uM/kg,17764,A,In vivo,Canis lupus familiaris,9615.0,,,
6846,Intermediate,50594,,,In vivo Cmax in mice at dose of 100 mg/kg,5969,A,In vivo,Mus musculus,10090.0,,,
6847,Intermediate,50594,,,In vivo Cmax in mice at dose of 50 mg/kg,5969,A,In vivo,Mus musculus,10090.0,,,
6848,Intermediate,50594,,,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,4573,A,In vivo,Mus musculus,10090.0,,,
6849,Intermediate,50594,Plasma,,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),3277,A,In vivo,Mus musculus,10090.0,,,
