assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
9138,50597,11419.0,,1,N,CHEhBL62323r,1,3535,fattushorvegivus,A,Concentration in plasma (portal) following oral dose in rats at 0.25 hr,,,,,
9139,50597,9648.0,,1,N,vHEMBi623235,1,3535,Rsttusbirvegicus,A,Concentration in plasma (portal) following oral dose in rats at 1 hr,,,,,
9140,50597,14263.0,,1,N,xHEMBLu23236,1,3535,Ratt7snodvegicks,A,Concentration in plasma (portal) following oral dose in rats at 2 hr,,,,,
9141,50597,12504.0,,1,N,CHEMvL623w37,1,3535,fattusno5v3gicus,A,Concentration in plasma (systemic) following oral dose in rats at 0.25 hr,,,,,
9142,50597,38750.0,,1,N,CHEMfp623238,1,3535,3zttusnorvfgicus,A,Concentration in plasma (systemic) following oral dose in rats at 1 hr,,,,,
9143,50597,46820.0,,1,N,CHEMBo62323o,1,3535,Rattusno5vefisus,A,Concentration in plasma (systemic) following oral dose in rats at 2 hr,,,,,
9144,22224,40208.0,,0,U,CHEMfk623240,1,5005,dattushkrvegicus,A,Compound was evaluated for the plasma concentration in rats versus time curves (AUC) in vivo,In vivo,,,Plasma,
9145,50597,29742.0,,1,N,CHEnBL723241,1,6326,Ratt6snofvegifus,A,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 2 hours",,,,Hypothalamus,
9146,50597,27144.0,,1,N,CHEMBL622e42,1,6326,4attusnorgegicjs,A,"Concentration (30 mg/kg, p.o.) in rat hypothalamus after 6 hours",,,,Hypothalamus,
9147,50597,9596.0,,1,N,CtEMBL8743o4,1,6326,Rqttusnogvegichs,A,"Concentration (30 mg/kg, p.o.) in rat plasma after 2 hours",,,,,
9148,50597,13419.0,,1,N,CtEMfL623243,1,6326,Rat6usnorvegid6s,A,"Concentration (30 mg/kg, p.o.) in rat plasma after 6 hours",,,,,
9149,50597,21254.0,,1,N,CHEMBo523244,1,17411,Rahfusnorvegucus,A,Kidney concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,,,,,
9150,50597,70274.0,,1,N,CHdMBo623245,1,16435,Ra6tusmorveyicus,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,,Kidney,
9151,50597,21709.0,,1,N,CHEhBLu23246,1,16435,Raftusn84vegicus,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,,Kidney,
9152,50597,12719.0,,1,N,sHEMBL623q47,1,16435,Rattksgorvegisus,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,,Kidney,
9153,50597,14468.0,,1,N,CHsMBL623w48,1,16435,Rattuanorbegicuq,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,,Kidney,
9154,50597,19081.0,,1,N,CHEkBL623240,1,16435,tattusgordegicus,A,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,,Kidney,
9155,50597,48405.0,,1,N,CHEMBp625062,1,16434,Rattusnoev2hicus,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,,Liver,
9156,50597,14400.0,,1,N,CHEMvi625073,1,16434,Rattjsnorgegicks,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,,Liver,
9157,50597,5992.0,,1,N,CHEMBL616074,1,16434,Rat6usnorvsbicus,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,,Liver,
9158,50597,11233.0,,1,N,CgEMBL615075,1,16434,eztyusnorvegicus,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,,Liver,
9159,50597,17093.0,,1,N,CH3hBL625076,1,16434,Ratyusm0rvegicus,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min.,,,,Liver,
9160,50597,18513.0,,1,N,CHEMBk635077,1,16434,Rzytusnorvegicis,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,,,Liver,
9161,50597,18852.0,,1,N,CHEMBL6240y8,1,16434,Ra4tusn9tvegicus,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,,,Liver,
9162,50597,77989.0,,1,N,CHEMBLi743o5,1,16434,Rattuqnorvegic8z,A,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,,,Liver,
9163,50597,66713.0,,1,N,CH4nBL625079,1,16435,Rartusnorcegivus,A,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,,,Liver,
9164,50597,47458.0,,1,N,CH2MBLu25080,1,16435,Ratfusnorvegifuc,A,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,,Liver,
9165,50597,68129.0,,1,N,fHdMBL625081,1,16435,Ratrusnorgegicuc,A,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,,Liver,
9166,50597,56955.0,,1,N,xHdMBL625082,1,16435,Rqttuejorvegicus,A,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,,Liver,
9167,50597,49412.0,,1,N,CHEnBL62508r,1,16435,Raytusn0rvebicus,A,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,,Liver,
9168,50597,43894.0,,1,N,CHEMBL625p74,1,16435,Rzttusnorfegichs,A,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,,Liver,
9169,50597,16680.0,,1,N,CHEMBLu2508r,1,16435,Rattusnodvet7cus,A,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,,Liver,
9170,50597,31341.0,,1,N,CHEMBLt25o86,1,16435,Rattuanorveficuc,A,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,,Liver,
9171,50597,15496.0,,1,N,CHfMBL635087,1,16434,gattusnirvegicue,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,,Liver,
9172,50597,53311.0,,1,N,CHEMvL625087,1,16434,dat5usnorveg7cus,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,,Liver,
9173,50597,100509.0,,1,N,CbEMBL6222p5,1,16434,dattushorvegicks,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,,Liver,
9174,50597,24244.0,,1,N,CHrjBL622206,1,16435,Rattuqnorfegicuw,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,,Liver,
9175,50597,22514.0,,1,N,CHEknL622207,1,16435,5attusnordegjcus,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,,Liver,
9176,50597,35916.0,,1,N,xHEMBk622366,1,16435,Rattuxnorfegicuc,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,,Liver,
9177,50597,42007.0,,1,N,CHEhnL622367,1,16435,Ratthxnorvegicuc,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,,Liver,
9178,50597,10913.0,,1,N,CHEnBL775331,1,16435,Rattusnpdvericus,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,,Liver,
9179,50597,8886.0,,1,N,sHEhBL622368,1,16435,Rattusnkrcegixus,A,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,,Liver,
9180,50597,45298.0,,1,N,CHEkBL6223t9,1,16434,Rattjenorvegicux,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,,Lung,
9181,50597,17414.0,,1,N,Cb2MBL622370,1,16434,dattusnodvericus,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,,Lung,
9182,50597,5122.0,,1,N,CHEMhL522371,1,16434,4attusjorveficus,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,,Lung,
9183,50597,29455.0,,1,N,CHEMBp62e372,1,16434,Ra4tusno4vericus,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,,Lung,
9184,50597,3840.0,,1,N,CHEkBLy22373,1,16434,Rattusnorvegjcic,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,,,Lung,
9185,50597,6180.0,,1,N,CHEjBL6w2374,1,16434,Rattuwnorvegic8z,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,,,Lung,
9186,50597,50264.0,,1,N,CHEMBL62w374,1,16434,Rat4ushorveticus,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,,,Lung,
9187,50597,49532.0,,1,N,CHEkBp622376,1,16434,Rattusn8tvegic6s,A,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,,,Lung,
9188,50597,3572.0,,1,N,CHEMBLu22378,1,16435,Rattusnofvegifud,A,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,,,Lung,
9189,50597,17628.0,,1,N,CHEMBk6223u8,1,16435,Rsytusnorvegicuq,A,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,,Lung,
9190,50597,27123.0,,1,N,CtEkBL622379,1,16435,Rsttusnorcegucus,A,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,,Lung,
9191,50597,26667.0,,1,N,CHEMgL622480,1,16435,Rattuznorvegic6c,A,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,,Lung,
9192,50597,19381.0,,1,N,CHEMBL7w2381,1,16435,Rattusnorv4g9xus,A,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,,Lung,
9193,50597,8981.0,,1,N,CHEhBL622383,1,16435,Rattisbo3vegicus,A,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,,Lung,
9194,50597,19922.0,,1,N,CHEMBLu22373,1,16434,Rattuzb0rvegicus,A,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min,,,,Lung,
9195,50597,19981.0,,1,N,vHEMBL87t332,1,6175,eattusgo5vegicus,A,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured ( 5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9196,50597,21531.0,,1,N,CHEMBL722385,1,6175,Rqtyusnorveficus,A,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9197,50597,37096.0,,1,N,CHEMBky22385,1,6175,eaftusnordegicus,A,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (2.5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9198,50597,41645.0,,1,N,CHEjBLy22386,1,6175,Ra5tusnodvegkcus,A,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,,,Stomach,
9199,50597,7027.0,,1,N,CHEMBL6e2386,1,10839,3att7snorvegicuq,A,The compound was tested for the plasma binding in rat,,,,,
9200,50597,21171.0,,1,N,dH3MBL622388,1,16459,Rattysnordegicys,A,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",,,,,
9201,50597,1984.0,,1,N,CHsMBLt22389,1,16459,Rwttushorvegicuz,A,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",,,,,
9202,50597,57384.0,,1,N,CHEhBL623390,1,16459,4at4usnorvegixus,A,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",,,,,
9203,50597,38577.0,,1,N,CHEMBL622382,1,16459,Rattuwnorvfgivus,A,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),,,,,
9204,50597,35936.0,,1,N,CHEMBLy223i2,1,16459,Rxttusnoevegicuq,A,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),,,,,
9205,50597,27952.0,,1,N,CHEMBL62139e,1,16459,Rqttusnorv2gicys,A,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),,,,,
9206,50597,24184.0,,1,N,CHEMBp621394,1,3278,fsttusnofvegicus,A,Plasma level at 2 hr after administration of the compound,,,,,
9207,50597,18429.0,,1,N,vHEMBL622w95,1,3278,Raftusnkrveyicus,A,plasma level at 2 hr after administration of the compound,,,,,
9208,50597,559.0,,1,N,CmEMBL6e2396,1,4684,gattusborvericus,A,Stability in rat serum measured as % recovery at 1 min,,,,Serum,
9209,50597,19502.0,,1,N,CHEMBL624ii4,1,4684,Rattuzno5vegicks,A,Stability in rat serum measured as % recovery at 10 min,,,,Serum,
9210,50597,47042.0,,1,N,CHEMnL614895,1,4684,Rattusgoggegicus,A,Stability in rat serum measured as % recovery at 10 mins,,,,Serum,
9211,50597,11551.0,,1,N,CHsMBL6240r8,1,4684,Rattushorveflcus,A,Stability in rat serum measured as % recovery at 2 hr,,,,Serum,
9212,50597,21149.0,,1,N,CH4MBL6240r9,1,4684,Ratrusn9rveg8cus,A,Stability in rat serum measured as % recovery at 3 min,,,,Serum,
9213,50597,15248.0,,1,N,sHEMBLt24060,1,4684,Rqttusnorveg9cys,A,Stability in rat serum measured as % recovery at 3 mins,,,,Serum,
9214,50597,27652.0,,1,N,CH3MBk624061,1,4684,Rattusn8rvegiv8s,A,Stability in rat serum measured as % recovery at 5 min,,,,Serum,
9215,50597,9480.0,,1,N,CHEMBo524062,1,4684,Rattuanodvegidus,A,Stability in rat serum measured as % recovery at 5 mins,,,,Serum,
9216,50597,52095.0,,1,N,Cy3MBL624063,1,16456,5attusn0rvevicus,A,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,In vivo,,,,
9217,50597,49177.0,,1,N,CHEnBp624064,1,16456,Ragtusjorveticus,A,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,In vivo,,,,
9218,50597,41149.0,,1,N,xHEMBL62406t,1,723,Rattusnordeg7sus,A,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,,,,Plasma,
9219,50597,17939.0,,1,N,CHEMgL623066,1,723,Rattusnorvsgidue,A,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,,,,Plasma,
9220,50597,52298.0,,1,N,CHEMBo8774i0,1,5160,Ratgushlrvegicus,A,Half life tested in mature male rat at a dose of 30 mg/kg,In vivo,,,,
9221,50597,9323.0,,1,N,CHdMBL874441,1,4709,3attusnordeg9cus,A,Half life after intravenous administration of 1 mg/kg in rat,In vivo,,,,
9222,50597,55166.0,,1,N,CHEMBL6q6880,1,5633,Rattusnlevebicus,A,Half life period after administration (30 mg/kg) in rat,In vivo,,,,
9223,50597,11268.0,,1,N,fHEMBL626881,1,5302,Rattusnodv3gic6s,A,Half life period in rat after 5 mg/Kg dose,In vivo,,,,
9224,50597,1611.0,,1,N,CH2MBL726892,1,5302,eattusnorvegickw,A,Half life period in rat after 5 mg/kg dose,In vivo,,,,
9225,50597,2384.0,,1,N,stEMBL626893,1,17791,Rathusmorcegicus,A,Half life period was determined,,,,,
9226,50597,10157.0,,1,N,xHEMBL626893,1,17791,eatrusnorgegicus,A,Half life period was evaluated in rat,,,,,
9227,50597,10299.0,,1,N,fHEMnL626895,1,17791,Rahtusnorvegivys,A,Half life period was evaluated in rat; 0.5-1.0,,,,,
9228,50597,7853.0,,1,N,vHEMBL62t896,1,17791,Rattuwno3vegicys,A,Half life period was evaluated in rat; 5.9-7.5,,,,,
9229,50597,3313.0,,1,N,CHEMBLt27897,1,14512,Ratt8sno5veficus,A,Half-life in rat plasma,,,,Plasma,
9230,50597,15968.0,,1,N,CtEMBi626898,1,6230,Rattusnorvefifjs,A,Half-life time in rat was determined,,,,,
9231,50597,9401.0,,1,N,CyEMBL62689p,1,3364,Rattisbodvegicus,A,Terminal half-life after iv administration to rats,In vivo,,,,
9232,50597,62820.0,,1,N,CHrMBL6w6900,1,6874,4attusmorvegicua,A,Tested for iv terminal half-life dosed as a solution in male Han Wistar rats,In vivo,,,,
9233,50597,1109.0,,1,N,CHEMhL6269p1,1,857,tattusnorvegkcks,A,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg,,,,,
9234,50597,24133.0,,1,N,CHEMfp626902,1,858,5attusnorcegocus,A,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg (iv),In vivo,,,,
9235,50597,88210.0,,1,N,CHEnBL6269p3,1,858,Rattusno5veglcuq,A,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 5 umol/kg (iv),In vivo,,,,
9236,50597,71765.0,,1,N,CHfMBL884443,1,5355,Rattushorv4ficus,A,Time for peak concentration (tmax) at a dose of 10 mg/kg in rats,In vivo,,,,
9237,50597,40852.0,,1,N,dHEMBL6w6904,1,5355,Rattusnodvefjcus,A,Time for peak concentration (tmax) at a dose of 20 mg/kg in rats,In vivo,,,,
9238,50597,27546.0,,1,N,CHwMBp626905,1,6305,tattusno3vegicue,A,Half life in rats,,,,,
9239,50597,5342.0,,1,N,sHEMBL973830,1,13501,datfusnorvegicys,A,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 4 mg/kg to rat,In vivo,,,Plasma,
9240,50597,9600.0,,1,N,CHEMBL626p0t,1,17594,4attusnorv4ricus,A,Apparent half-life after single intravenous bolus of 1 mg/kg in rats,In vivo,,,,
9241,50597,37060.0,,1,N,CHEMBL7310i6,1,4186,Raftusnorv3gicuz,A,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,In vivo,,,Plasma,
9242,50597,75279.0,,1,N,CHEMBL631976,1,2932,Rattusnogveg8cux,A,Biological half-life was measured in plasma of rats,,,,Plasma,
9243,50597,21736.0,,1,N,CtEMBLt31078,1,17065,Rwttusnorf3gicus,A,Circulatory half life measured after intravenous bolus administration of 50 mg/kg of compound to rats,In vivo,,,,
9244,50597,65608.0,,1,N,CmEnBL631079,1,15765,Ratfusn0rvegifus,A,Compound demonstarted an oral bioavailability of 6% with the half-life time as given in rats.,In vivo,,,,
9245,50597,1873.0,,1,N,CjEMBL631o80,1,2713,3attusnoevegic6s,A,Compound was evaluated for half life (t1/2) upon intravenous administration of 1 mg/Kg in rats,In vivo,,,,
9246,50597,16927.0,,1,N,CHEMBL6e1p81,1,2661,3attisnorveficus,A,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to female wistar rats,In vivo,,,,
9247,50597,17270.0,,1,N,CHEMBL53123o,1,2661,Raghushorvegicus,A,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to male wistar rats,In vivo,,,,
9248,50597,13487.0,,1,N,CHEMBL642240,1,740,gattucnorvegicuz,A,Compound was evaluated for plasma half life in rat,,,,Plasma,
9249,50597,50916.0,,1,N,CtEMBL6e1241,1,6597,Rattusnodcegivus,A,AUC value at a dose of 5 mg/kg (p.o.) in rats,,,,Plasma,
9250,50597,35457.0,,1,N,CHEMBo631e42,1,2959,Rattusnoev2nicus,A,AUC value after administration of 20 mg/Kg oral dose in rat,,,,Plasma,
9251,50597,38022.0,,1,N,sHEMBL631253,1,17594,Rattusjorcwgicus,A,AUC0-24 after repeated oral dose of compound at 1 mg/kg in rats,,,,Plasma,
9252,50597,60473.0,,1,N,CyEMBL8i4444,1,17596,Rqttusjorveg8cus,A,AUC0-96 after administration at 50 mg/kg,,,,Plasma,
9253,50597,49212.0,,1,N,CnEMBL531244,1,17594,Ratgusnorgeg9cus,A,AUC0-infinity after single intravenous bolus of 1 mg/kg in rats,,,,Plasma,
9254,50597,769.0,,1,N,CHEMBL5312r5,1,3293,Ra4tusnorvegixis,A,"Absorption behavior was judged by the area under the curve, determined after oral dose of 30 mg/kg in rats.",,,,,
9255,50597,16586.0,,1,N,CnEMBL627w62,1,6757,Rathusn8rvegicuq,A,Area under curve (0-24 hr) at a dose of 10 mg/kg in male SD rats,,,,,
9256,50597,11286.0,,1,N,dHEMvL627163,1,6757,Raytysnorvegic8s,A,Area under curve (0-24 hr) at a dose of 100 mg/kg in male SD rats,,,,,
