assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
8271,,,,0,,,CHEMBL622565,,Autocuration,A,,1,,U,Concentration of compound in Central nervous system; Not detectable,,,22224,BAO_0000019
8272,,,,1,,,CHEMBL622566,,Intermediate,A,,1,,N,"Concentration of diester in the blood, following oral administration in mice",,,50594,BAO_0000218
8273,,,,1,,,CHEMBL624515,,Intermediate,A,,1,,N,"Concentration of monoester in the blood, following oral administration in mice",,,50594,BAO_0000218
8274,,,,1,,,CHEMBL624516,,Intermediate,A,,1,,N,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,,,50594,BAO_0000218
8275,,,,0,,,CHEMBL624517,,Autocuration,A,,1,,U,Evaluated for Pharmacokinetic property: Area under the curve,,,22224,BAO_0000019
8276,,,,1,,,CHEMBL624518,,Intermediate,A,,1,,N,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,,,50594,BAO_0000218
8277,,,,1,,,CHEMBL624519,,Intermediate,A,,1,,N,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,,,100710,BAO_0000218
8278,,,,1,,,CHEMBL624520,,Intermediate,A,,1,,N,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,,,100710,BAO_0000218
8279,,,,1,,,CHEMBL624521,,Intermediate,A,,1,,N,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,,,100710,BAO_0000218
8280,,,,1,,,CHEMBL624522,,Intermediate,A,,1,,N,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,,,100710,BAO_0000218
8281,,,,1,,,CHEMBL624523,,Intermediate,A,,1,,N,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,,,100710,BAO_0000218
8282,,,,1,,,CHEMBL624409,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,100710,BAO_0000218
8283,,,,1,,,CHEMBL624410,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",,,100710,BAO_0000218
8284,,,,1,,,CHEMBL624411,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,100710,BAO_0000218
8285,,,,1,,,CHEMBL623531,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",,,100710,BAO_0000218
8286,,,,1,,,CHEMBL623532,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",,,100710,BAO_0000218
8287,,,,1,,,CHEMBL623533,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",,,100710,BAO_0000218
8288,,,,1,,,CHEMBL623534,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,,100710,BAO_0000218
8289,,,,1,,,CHEMBL623535,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8290,,,,1,,,CHEMBL623536,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8291,,,,1,,,CHEMBL623537,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8292,,,,1,,,CHEMBL623538,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8293,,,,1,,,CHEMBL623539,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8294,,,,1,,,CHEMBL623540,,Intermediate,A,,1,,N,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,,,50594,BAO_0000218
8295,,,,1,,,CHEMBL623541,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",,,50594,BAO_0000218
8296,,,,1,,,CHEMBL623542,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",,,50594,BAO_0000218
8297,,,,1,,,CHEMBL623543,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",,,50594,BAO_0000218
8298,,,,1,,,CHEMBL623544,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",,,50594,BAO_0000218
8299,,,,1,,,CHEMBL623545,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",,,50594,BAO_0000218
8300,,,,1,,,CHEMBL623546,,Intermediate,A,,1,,N,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",,,50594,BAO_0000218
8301,,,1969.0,1,Plasma,In vivo,CHEMBL623547,,Intermediate,A,,1,,N,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,,,50597,BAO_0000218
8302,,,,1,,In vivo,CHEMBL623548,,Intermediate,A,,1,,N,High i.v. clearance in Dawley rats,,,50597,BAO_0000218
8303,,,2107.0,1,Liver,In vitro,CHEMBL623549,,Intermediate,A,,1,Microsomes,N,In vitro clearance in rat liver microsomes,,,50597,BAO_0000218
8304,,,2107.0,1,Liver,In vitro,CHEMBL623550,,Intermediate,A,,1,Microsomes,N,Intrinsic clearance in rat liver microsomes was determined,,,50597,BAO_0000218
8305,401.0,,2107.0,1,Liver,In vitro,CHEMBL875276,,Intermediate,A,,1,,N,Intrinsic clearance in rat hepatocytes was determined,,Hepatocyte,50597,BAO_0000218
8306,,,,1,,In vivo,CHEMBL621872,,Intermediate,A,,1,,N,Plasma Clearance was determined,,,50597,BAO_0000218
8307,,,,1,,In vivo,CHEMBL621873,,Intermediate,A,,1,,N,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,,,50597,BAO_0000218
8308,,,,1,,In vivo,CHEMBL621874,,Intermediate,A,,1,,N,Plasma clearance in rat.,,,50597,BAO_0000218
8309,,,,1,,In vivo,CHEMBL621875,,Intermediate,A,,1,,N,Plasma clearance in rats,,,50597,BAO_0000218
8310,,,,1,,In vivo,CHEMBL621876,,Intermediate,A,,1,,N,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,,,50597,BAO_0000218
8311,,,,1,,In vivo,CHEMBL621877,,Intermediate,A,,1,,N,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,,,50597,BAO_0000218
8312,,,,1,,In vivo,CHEMBL621878,,Intermediate,A,,1,,N,Plasma clearance was measured in rat,,,50597,BAO_0000218
8313,,,,1,,In vivo,CHEMBL621879,,Intermediate,A,,1,,N,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,,,50597,BAO_0000218
8314,,,1969.0,1,Plasma,In vivo,CHEMBL621880,,Intermediate,A,,1,,N,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",,,50597,BAO_0000218
8315,,,,1,,In vivo,CHEMBL621881,,Intermediate,A,,1,,N,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,,,50597,BAO_0000218
8316,,,,1,,In vivo,CHEMBL621882,,Intermediate,A,,1,,N,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,,,50597,BAO_0000218
8317,,,,1,,In vivo,CHEMBL875283,,Intermediate,A,,1,,N,Total clearance at 1 mg/kg was determined in rat,,,50597,BAO_0000218
8318,,,,1,,In vivo,CHEMBL621883,,Intermediate,A,,1,,N,Total clearance at 10 mg/kg was determined in rat,,,50597,BAO_0000218
8319,,,,1,,In vivo,CHEMBL621884,,Intermediate,A,,1,,N,Clearance in rat,,,50597,BAO_0000218
8320,,,,1,,In vivo,CHEMBL621885,,Intermediate,A,,1,,N,Plasma clearance rate determined in rats,,,50597,BAO_0000218
8321,,,,1,,In vivo,CHEMBL621886,,Intermediate,A,,1,,N,Clearance of compound in rat was evaluated,,,50597,BAO_0000218
8322,,,1969.0,1,Plasma,In vivo,CHEMBL621887,,Intermediate,A,,1,,N,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,,,50597,BAO_0000218
8323,,,,1,,In vivo,CHEMBL621888,,Intermediate,A,,1,,N,Pharmacokinetic property (blood clearance) in rat,,,50597,BAO_0000218
8324,,,,1,,In vivo,CHEMBL621889,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8325,,,,1,,In vivo,CHEMBL621890,,Intermediate,A,,1,,N,Plasma clearance in rats,,,50597,BAO_0000218
8326,,,2107.0,1,Liver,In vitro,CHEMBL621891,,Intermediate,A,,1,Microsomes,N,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,,,50597,BAO_0000218
8327,,,,1,,In vivo,CHEMBL621892,,Intermediate,A,,1,,N,Clearance in Dawley rat,,,50597,BAO_0000218
8328,,,,1,,In vivo,CHEMBL621893,,Intermediate,A,,1,,N,Clearance rat,,,50597,BAO_0000218
8329,,,,1,,In vivo,CHEMBL621894,,Intermediate,A,,1,,N,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),,,50597,BAO_0000218
8330,,,,1,,In vivo,CHEMBL621895,,Intermediate,A,,1,,N,Clearance rat; Not determined,,,50597,BAO_0000218
8331,,,,1,,In vivo,CHEMBL875284,,Intermediate,A,,1,,N,Clearance rate was determined in rat at a dose of 1 mpk i.v.,,,50597,BAO_0000218
8332,,,,1,,In vivo,CHEMBL618699,,Intermediate,A,,1,,N,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,,,50597,BAO_0000218
8333,,,,1,,In vivo,CHEMBL618700,,Intermediate,A,,1,,N,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,,,50597,BAO_0000218
8334,,,,1,,In vivo,CHEMBL618701,,Intermediate,A,,1,,N,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,,,50597,BAO_0000218
8335,,,1969.0,1,Plasma,In vivo,CHEMBL876600,,Intermediate,A,,1,,N,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",,,50597,BAO_0000218
8336,,,,1,,In vivo,CHEMBL618702,,Intermediate,A,,1,,N,Clearance of compound in rat after 1 mg/kg i.v. administration,,,50597,BAO_0000218
8337,,,,1,,In vivo,CHEMBL618703,,Intermediate,A,,1,,N,Compound was evaluated for Hepatic clearance in rat,,,50597,BAO_0000218
8338,,,,1,,In vivo,CHEMBL618704,,Intermediate,A,,1,,N,In vivo clearance after 5 mg/kg dose,,,50597,BAO_0000218
8339,,,1969.0,1,Plasma,In vivo,CHEMBL618705,,Intermediate,A,,1,,N,Compound was tested for plasma clearance in rats,,,50597,BAO_0000218
8340,,,,1,,In vivo,CHEMBL618706,,Intermediate,A,,1,,N,Hepatic clearance after intravenous administration was evaluated in rat,,,50597,BAO_0000218
8341,,,,1,,In vivo,CHEMBL618707,,Intermediate,A,,1,,N,Lower clearance in rat (i.v.) at 0.5 mpk,,,50597,BAO_0000218
8342,,,1969.0,1,Plasma,In vivo,CHEMBL618708,,Intermediate,A,,1,,N,Pharmacokinetic parameter expressed as plasma clearance in rat,,,50597,BAO_0000218
8343,,,,1,,In vivo,CHEMBL618709,,Intermediate,A,,1,,N,Pharmacokinetic property (Clp) in rat,,,50597,BAO_0000218
8344,,,,1,,In vivo,CHEMBL618710,,Intermediate,A,,1,,N,Plasma clearance in Sprague-Dawley rats,,,50597,BAO_0000218
8345,,,,1,,In vivo,CHEMBL618711,,Intermediate,A,,1,,N,Plasma clearance (Clp) in rat,,,50597,BAO_0000218
8346,,,,1,,In vivo,CHEMBL618712,,Intermediate,A,,1,,N,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,,,50597,BAO_0000218
8347,,,,1,,In vivo,CHEMBL618713,,Intermediate,A,,1,,N,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,,,50597,BAO_0000218
8348,,,,1,,In vivo,CHEMBL618714,,Intermediate,A,,1,,N,Plasma clearance after intravenous administration of 1 mg/kg in rat,,,50597,BAO_0000218
8349,,,,1,,In vivo,CHEMBL618715,,Intermediate,A,,1,,N,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,,50597,BAO_0000218
8350,,,,1,,In vivo,CHEMBL618716,,Intermediate,A,,1,,N,Plasma clearance in rat was determined,,,50597,BAO_0000218
8351,,,,1,,In vivo,CHEMBL876601,,Intermediate,A,,1,,N,Plasma clearance measured in rat,,,50597,BAO_0000218
8352,,,,1,,In vivo,CHEMBL618717,,Intermediate,A,,1,,N,Plasma clearance was calculated in rat,,,50597,BAO_0000218
8353,,,,1,,In vivo,CHEMBL618718,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8354,,,,1,,In vivo,CHEMBL618719,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8355,,,,1,,In vivo,CHEMBL618720,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8356,,,,1,,In vivo,CHEMBL618721,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8357,,,,1,,In vivo,CHEMBL621477,,Intermediate,A,,1,,N,Plasma clearance in rats,,,50597,BAO_0000218
8358,,,,1,,In vivo,CHEMBL621478,,Intermediate,A,,1,,N,Plasma clearance in rat,,,50597,BAO_0000218
8359,,,,1,,In vivo,CHEMBL621479,,Intermediate,A,,1,,N,Plasma clearance was evaluated in rat,,,50597,BAO_0000218
8360,,,,1,,In vivo,CHEMBL621480,,Intermediate,A,,1,,N,Plasma clearance was evaluated in rat; Not tested,,,50597,BAO_0000218
8361,,,,1,,In vivo,CHEMBL621481,,Intermediate,A,,1,,N,Plasma clearance rate was determined for the compound in rat,,,50597,BAO_0000218
8362,,,,1,,In vivo,CHEMBL621482,,Intermediate,A,,1,,N,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",,,50597,BAO_0000218
8363,,,,1,,In vivo,CHEMBL621483,,Intermediate,A,,1,,N,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,,50597,BAO_0000218
8364,,,,1,,In vivo,CHEMBL621484,,Intermediate,A,,1,,N,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",,,50597,BAO_0000218
8365,,,948.0,1,Heart,In vivo,CHEMBL621485,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8366,,,948.0,1,Heart,In vivo,CHEMBL621486,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8367,,,160.0,1,Intestine,In vivo,CHEMBL621487,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8368,,,160.0,1,Intestine,In vivo,CHEMBL621488,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8369,,,160.0,1,Intestine,In vivo,CHEMBL621489,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8370,,,160.0,1,Intestine,In vivo,CHEMBL621490,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8371,,,160.0,1,Intestine,In vivo,CHEMBL621491,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8372,,,2113.0,1,Kidney,In vivo,CHEMBL621492,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8373,,,2113.0,1,Kidney,In vivo,CHEMBL621493,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8374,,,2113.0,1,Kidney,In vivo,CHEMBL621494,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8375,,,2113.0,1,Kidney,In vivo,CHEMBL621495,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8376,,,2113.0,1,Kidney,In vivo,CHEMBL621496,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8377,,,2107.0,1,Liver,In vivo,CHEMBL621497,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8378,,,2107.0,1,Liver,In vivo,CHEMBL621498,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8379,,,2107.0,1,Liver,In vivo,CHEMBL621499,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8380,,,2107.0,1,Liver,In vivo,CHEMBL618634,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8381,,,2107.0,1,Liver,In vivo,CHEMBL618635,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8382,,,2048.0,1,Lung,In vivo,CHEMBL618636,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8383,,,2048.0,1,Lung,In vivo,CHEMBL619737,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8384,,,2048.0,1,Lung,In vivo,CHEMBL619738,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8385,,,2048.0,1,Lung,In vivo,CHEMBL624329,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8386,,,2048.0,1,Lung,In vivo,CHEMBL624330,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8387,,,2385.0,1,Muscle tissue,In vivo,CHEMBL624331,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8388,,,2385.0,1,Muscle tissue,In vivo,CHEMBL624332,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8389,,,2385.0,1,Muscle tissue,In vivo,CHEMBL624333,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8390,,,2385.0,1,Muscle tissue,In vivo,CHEMBL624334,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
8391,,,2385.0,1,Muscle tissue,In vivo,CHEMBL624335,,Intermediate,A,,1,,N,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,,,50597,BAO_0000218
