fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,NGO,1.0,Agricultural education/training,0.5,0,Uncoded: Pre-APP,S064365PRG,KFM Partnership for Develop. Innovation,S6216,1001466,5333.32,0,0.0,0,2,0,Farm Radio International,2,D6217,0,6216,0.08,600000.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,31181
2009/2010,ASSOCIATIONS,0.9,Education facilities and training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,930.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,11120
2009/2010,ASSOCIATIONS,0.9,Vocational training,0.25,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,1550.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,11330
2009/2010,ASSOCIATIONS,0.9,Agricultural land resources,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,620.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,31130
2009/2010,ASSOCIATIONS,0.9,Agricultural education/training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,930.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,31181
2009/2010,ASSOCIATIONS,0.9,Forestry development,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,620.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,31220
2009/2010,ASSOCIATIONS,0.9,Environmental education/training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,930.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,41081
2009/2010,ASSOCIATIONS,0.9,Promotion of development awareness,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,620.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.1,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,ASSOCIATIONS,0.9,Education facilities and training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,8370.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11120
2009/2010,ASSOCIATIONS,0.9,Vocational training,0.25,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,13950.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,11330
2009/2010,ASSOCIATIONS,0.9,Agricultural land resources,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,5580.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,31130
2009/2010,ASSOCIATIONS,0.9,Agricultural education/training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,8370.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,31181
2009/2010,ASSOCIATIONS,0.9,Forestry development,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,5580.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,31220
2009/2010,ASSOCIATIONS,0.9,Environmental education/training,0.15,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,8370.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,41081
2009/2010,ASSOCIATIONS,0.9,Promotion of development awareness,0.1,1,Uncoded: Pre-APP,S064370002,KFM Partnership for Develop. Innovation,S6213,1001708,5580.0,0,0.0,0,1,0,Association Qu�becoise pour l'Avancement des Nations Unies,2,D6211,1,6108,0.9,133781.0,Not PBA,0,0,0,0,0,1,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,99820
2009/2010,NGO,1.0,Advanced technical and managerial training,0.6,0,Uncoded: Pre-APP,S064376002,KFM Partnership for Develop. Innovation,S6213,1001417,51870.0,0,0.0,0,3,0,Maharashtra Seva Samiti Organization,0,D6211,0,6108,1.0,134591.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,11430
2009/2010,NGO,1.0,Agricultural extension,0.4,0,Uncoded: Pre-APP,S064376002,KFM Partnership for Develop. Innovation,S6213,1001417,34580.0,0,0.0,0,3,0,Maharashtra Seva Samiti Organization,0,D6211,0,6108,1.0,134591.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,31166
2009/2010,NGO,0.9,Vocational training,0.4,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,1821.8,0,0.0,0,1,0,Help the Aged (Canada),2,D6211,0,6161,0.1,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,11330
2009/2010,NGO,0.9,Health education,0.25,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,1138.625,0,0.0,0,1,0,Help the Aged (Canada),2,D6211,0,6161,0.1,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,12261
2009/2010,NGO,0.9,Energy education/training,0.25,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,1138.625,0,0.0,0,1,0,Help the Aged (Canada),2,D6211,0,6161,0.1,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,23181
2009/2010,NGO,0.9,Promotion of development awareness,0.1,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,455.45,0,0.0,0,1,0,Help the Aged (Canada),2,D6211,0,6161,0.1,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.9,Vocational training,0.4,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,16396.2,0,0.0,0,2,0,Help the Aged (Canada),2,D6211,0,6161,0.9,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",11330
2009/2010,NGO,0.9,Health education,0.25,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,10247.625,0,0.0,0,2,0,Help the Aged (Canada),2,D6211,0,6161,0.9,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",12261
2009/2010,NGO,0.9,Energy education/training,0.25,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,10247.625,0,0.0,0,2,0,Help the Aged (Canada),2,D6211,0,6161,0.9,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",23181
2009/2010,NGO,0.9,Promotion of development awareness,0.1,0,Uncoded: Pre-APP,S064392002,KFM Partnership for Develop. Innovation,S6212,1001644,4099.05,0,0.0,0,2,0,Help the Aged (Canada),2,D6211,0,6161,0.9,33966.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,CD,CD,"Congo, Dem Rep.",99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,135080.7315,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.33,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,37573.22501,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.33,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,105820.1669,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.33,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,137158.8966,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.33,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,46623.31915,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1139,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,12968.45554,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1139,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,36523.990939999996,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1139,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,47340.60098,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1139,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,CO,CO,Colombia,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,10970.19274,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0268,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,EC,EC,Ecuador,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,3051.401304,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0268,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,EC,EC,Ecuador,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,8593.880220000001,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0268,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,EC,EC,Ecuador,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,11138.96494,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0268,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,EC,EC,Ecuador,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,16455.289109999998,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0402,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ET,ET,Ethiopia,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,4577.101956,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0402,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ET,ET,Ethiopia,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,12890.82033,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0402,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ET,ET,Ethiopia,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,16708.4474,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0402,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,ET,ET,Ethiopia,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,21940.38548,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0536,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,6102.802607,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0536,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,17187.760440000002,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0536,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,22277.92987,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0536,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,GH,GH,Ghana,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,5485.09637,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0134,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,1525.700652,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0134,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,4296.9401100000005,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0134,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,5569.482468,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0134,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,GT,GT,Guatemala,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,30168.030039999998,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0737,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,8391.353584999999,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0737,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,23633.17061,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0737,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,30632.15357,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0737,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HN,HN,Honduras,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,19197.8373,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,5339.952281,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,15039.29039,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,19493.18864,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,HT,HT,Haiti,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,2742.548185,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0067,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,LR,LR,Liberia,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,762.8503258999999,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0067,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,LR,LR,Liberia,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,2148.4700550000002,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0067,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,LR,LR,Liberia,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,2784.741234,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0067,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,LR,LR,Liberia,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,43880.77096,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1072,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,12205.60521,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1072,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,34375.520880000004,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1072,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,44555.85974,0,0.0,0,1,0,YMCA Canada,0,D6220,0,6162,0.1072,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,America,NI,NI,Nicaragua,99820
2009/2010,NGO,0.0,Democratic participation and civil society,0.325,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,19197.8373,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,SD,SD,Sudan,15150
2009/2010,NGO,0.0,Employment policy and administrative management,0.0904,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,5339.952281,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,SD,SD,Sudan,16020
2009/2010,NGO,0.0,Social mitigation of HIV/AIDS,0.2546,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,15039.29039,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,SD,SD,Sudan,16064
2009/2010,NGO,0.0,Promotion of development awareness,0.33,0,Uncoded: Pre-APP,S064400PRG,KFM Partnership for Develop. Innovation,S6222,1003010,19493.18864,0,0.0,0,2,0,YMCA Canada,0,D6220,0,6162,0.0469,4690579.0,Not PBA,0,0,0,0,0,0,Canadian Non-Profit Making,Civil Society,Africa,SD,SD,Sudan,99820
