assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
8305,Rattus norvegicus,1,A,Hepatocyte,1,Intrinsic clearance in rat hepatocytes was determined,50597,10116.0,,,CHEMBL875276,5948,2107.0,401.0,,Liver,N,Intermediate,BAO_0000218
8306,Rattus norvegicus,1,A,,1,Plasma Clearance was determined,50597,10116.0,,,CHEMBL621872,4026,,,,,N,Intermediate,BAO_0000218
8307,Rattus norvegicus,1,A,,1,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,50597,10116.0,,,CHEMBL621873,6647,,,,,N,Intermediate,BAO_0000218
8308,Rattus norvegicus,1,A,,1,Plasma clearance in rat.,50597,10116.0,,,CHEMBL621874,1696,,,,,N,Intermediate,BAO_0000218
8309,Rattus norvegicus,1,A,,1,Plasma clearance in rats,50597,10116.0,,,CHEMBL621875,6597,,,,,N,Intermediate,BAO_0000218
8310,Rattus norvegicus,1,A,,1,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,50597,10116.0,,,CHEMBL621876,347,,,,,N,Intermediate,BAO_0000218
8311,Rattus norvegicus,1,A,,1,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,50597,10116.0,,,CHEMBL621877,16423,,,,,N,Intermediate,BAO_0000218
8312,Rattus norvegicus,1,A,,1,Plasma clearance was measured in rat,50597,10116.0,,,CHEMBL621878,2879,,,,,N,Intermediate,BAO_0000218
8313,Rattus norvegicus,1,A,,1,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,50597,10116.0,,,CHEMBL621879,4883,,,,,N,Intermediate,BAO_0000218
8314,Rattus norvegicus,1,A,,1,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",50597,10116.0,,,CHEMBL621880,5328,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8315,Rattus norvegicus,1,A,,1,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,50597,10116.0,,,CHEMBL621881,5160,,,,,N,Intermediate,BAO_0000218
8316,Rattus norvegicus,1,A,,1,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,50597,10116.0,,,CHEMBL621882,17582,,,,,N,Intermediate,BAO_0000218
8317,Rattus norvegicus,1,A,,1,Total clearance at 1 mg/kg was determined in rat,50597,10116.0,,,CHEMBL875283,17651,,,,,N,Intermediate,BAO_0000218
8318,Rattus norvegicus,1,A,,1,Total clearance at 10 mg/kg was determined in rat,50597,10116.0,,,CHEMBL621883,17651,,,,,N,Intermediate,BAO_0000218
8319,Rattus norvegicus,1,A,,1,Clearance in rat,50597,10116.0,,,CHEMBL621884,6596,,,,,N,Intermediate,BAO_0000218
8320,Rattus norvegicus,1,A,,1,Plasma clearance rate determined in rats,50597,10116.0,,,CHEMBL621885,4796,,,,,N,Intermediate,BAO_0000218
8321,Rattus norvegicus,1,A,,1,Clearance of compound in rat was evaluated,50597,10116.0,,,CHEMBL621886,6850,,,,,N,Intermediate,BAO_0000218
8322,Rattus norvegicus,1,A,,1,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,50597,10116.0,,,CHEMBL621887,5932,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8323,Rattus norvegicus,1,A,,1,Pharmacokinetic property (blood clearance) in rat,50597,10116.0,,,CHEMBL621888,3371,,,,,N,Intermediate,BAO_0000218
8324,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL621889,2083,,,,,N,Intermediate,BAO_0000218
8325,Rattus norvegicus,1,A,,1,Plasma clearance in rats,50597,10116.0,,,CHEMBL621890,4942,,,,,N,Intermediate,BAO_0000218
8326,Rattus norvegicus,1,A,,1,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,50597,10116.0,Microsomes,,CHEMBL621891,6838,2107.0,,,Liver,N,Intermediate,BAO_0000218
8327,Rattus norvegicus,1,A,,1,Clearance in Dawley rat,50597,10116.0,,,CHEMBL621892,5353,,,,,N,Intermediate,BAO_0000218
8328,Rattus norvegicus,1,A,,1,Clearance rat,50597,10116.0,,,CHEMBL621893,6641,,,,,N,Intermediate,BAO_0000218
8329,Rattus norvegicus,1,A,,1,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),50597,10116.0,,,CHEMBL621894,6641,,,,,N,Intermediate,BAO_0000218
8330,Rattus norvegicus,1,A,,1,Clearance rat; Not determined,50597,10116.0,,,CHEMBL621895,6641,,,,,N,Intermediate,BAO_0000218
8331,Rattus norvegicus,1,A,,1,Clearance rate was determined in rat at a dose of 1 mpk i.v.,50597,10116.0,,,CHEMBL875284,6444,,,,,N,Intermediate,BAO_0000218
8332,Rattus norvegicus,1,A,,1,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,50597,10116.0,,,CHEMBL618699,6444,,,,,N,Intermediate,BAO_0000218
8333,Rattus norvegicus,1,A,,1,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,50597,10116.0,,,CHEMBL618700,6444,,,,,N,Intermediate,BAO_0000218
8334,Rattus norvegicus,1,A,,1,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,50597,10116.0,,,CHEMBL618701,6211,,,,,N,Intermediate,BAO_0000218
8335,Rattus norvegicus,1,A,,1,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",50597,10116.0,,,CHEMBL876600,12873,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8336,Rattus norvegicus,1,A,,1,Clearance of compound in rat after 1 mg/kg i.v. administration,50597,10116.0,,,CHEMBL618702,6570,,,,,N,Intermediate,BAO_0000218
8337,Rattus norvegicus,1,A,,1,Compound was evaluated for Hepatic clearance in rat,50597,10116.0,,,CHEMBL618703,3341,,,,,N,Intermediate,BAO_0000218
8338,Rattus norvegicus,1,A,,1,In vivo clearance after 5 mg/kg dose,50597,10116.0,,,CHEMBL618704,4891,,,,,N,Intermediate,BAO_0000218
8339,Rattus norvegicus,1,A,,1,Compound was tested for plasma clearance in rats,50597,10116.0,,,CHEMBL618705,1094,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8340,Rattus norvegicus,1,A,,1,Hepatic clearance after intravenous administration was evaluated in rat,50597,10116.0,,,CHEMBL618706,2938,,,,,N,Intermediate,BAO_0000218
8341,Rattus norvegicus,1,A,,1,Lower clearance in rat (i.v.) at 0.5 mpk,50597,10116.0,,,CHEMBL618707,17853,,,,,N,Intermediate,BAO_0000218
8342,Rattus norvegicus,1,A,,1,Pharmacokinetic parameter expressed as plasma clearance in rat,50597,10116.0,,,CHEMBL618708,6049,1969.0,,,Plasma,N,Intermediate,BAO_0000218
8343,Rattus norvegicus,1,A,,1,Pharmacokinetic property (Clp) in rat,50597,10116.0,,,CHEMBL618709,5789,,,,,N,Intermediate,BAO_0000218
8344,Rattus norvegicus,1,A,,1,Plasma clearance in Sprague-Dawley rats,50597,10116.0,,,CHEMBL618710,4514,,,,,N,Intermediate,BAO_0000218
8345,Rattus norvegicus,1,A,,1,Plasma clearance (Clp) in rat,50597,10116.0,,,CHEMBL618711,6448,,,,,N,Intermediate,BAO_0000218
8346,Rattus norvegicus,1,A,,1,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,50597,10116.0,,,CHEMBL618712,6062,,,,,N,Intermediate,BAO_0000218
8347,Rattus norvegicus,1,A,,1,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,50597,10116.0,,,CHEMBL618713,5710,,,,,N,Intermediate,BAO_0000218
8348,Rattus norvegicus,1,A,,1,Plasma clearance after intravenous administration of 1 mg/kg in rat,50597,10116.0,,,CHEMBL618714,4709,,,,,N,Intermediate,BAO_0000218
8349,Rattus norvegicus,1,A,,1,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,50597,10116.0,,,CHEMBL618715,4521,,,,,N,Intermediate,BAO_0000218
8350,Rattus norvegicus,1,A,,1,Plasma clearance in rat was determined,50597,10116.0,,,CHEMBL618716,1742,,,,,N,Intermediate,BAO_0000218
8351,Rattus norvegicus,1,A,,1,Plasma clearance measured in rat,50597,10116.0,,,CHEMBL876601,6057,,,,,N,Intermediate,BAO_0000218
8352,Rattus norvegicus,1,A,,1,Plasma clearance was calculated in rat,50597,10116.0,,,CHEMBL618717,6057,,,,,N,Intermediate,BAO_0000218
8353,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL618718,5145,,,,,N,Intermediate,BAO_0000218
8354,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL618719,5833,,,,,N,Intermediate,BAO_0000218
8355,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL618720,6453,,,,,N,Intermediate,BAO_0000218
8356,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL618721,6640,,,,,N,Intermediate,BAO_0000218
8357,Rattus norvegicus,1,A,,1,Plasma clearance in rats,50597,10116.0,,,CHEMBL621477,6305,,,,,N,Intermediate,BAO_0000218
8358,Rattus norvegicus,1,A,,1,Plasma clearance in rat,50597,10116.0,,,CHEMBL621478,6642,,,,,N,Intermediate,BAO_0000218
8359,Rattus norvegicus,1,A,,1,Plasma clearance was evaluated in rat,50597,10116.0,,,CHEMBL621479,5472,,,,,N,Intermediate,BAO_0000218
8360,Rattus norvegicus,1,A,,1,Plasma clearance was evaluated in rat; Not tested,50597,10116.0,,,CHEMBL621480,5472,,,,,N,Intermediate,BAO_0000218
8361,Rattus norvegicus,1,A,,1,Plasma clearance rate was determined for the compound in rat,50597,10116.0,,,CHEMBL621481,5144,,,,,N,Intermediate,BAO_0000218
8362,Rattus norvegicus,1,A,,1,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",50597,10116.0,,,CHEMBL621482,6685,,,,,N,Intermediate,BAO_0000218
8363,Rattus norvegicus,1,A,,1,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",50597,10116.0,,,CHEMBL621483,6685,,,,,N,Intermediate,BAO_0000218
8364,Rattus norvegicus,1,A,,1,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",50597,10116.0,,,CHEMBL621484,6685,,,,,N,Intermediate,BAO_0000218
8365,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621485,13950,948.0,,,Heart,N,Intermediate,BAO_0000218
8366,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621486,13950,948.0,,,Heart,N,Intermediate,BAO_0000218
8367,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621487,13950,160.0,,,Intestine,N,Intermediate,BAO_0000218
8368,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621488,13950,160.0,,,Intestine,N,Intermediate,BAO_0000218
8369,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621489,13950,160.0,,,Intestine,N,Intermediate,BAO_0000218
8370,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621490,13950,160.0,,,Intestine,N,Intermediate,BAO_0000218
8371,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621491,13950,160.0,,,Intestine,N,Intermediate,BAO_0000218
8372,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621492,13950,2113.0,,,Kidney,N,Intermediate,BAO_0000218
8373,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621493,13950,2113.0,,,Kidney,N,Intermediate,BAO_0000218
8374,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621494,13950,2113.0,,,Kidney,N,Intermediate,BAO_0000218
8375,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621495,13950,2113.0,,,Kidney,N,Intermediate,BAO_0000218
8376,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621496,13950,2113.0,,,Kidney,N,Intermediate,BAO_0000218
8377,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621497,13950,2107.0,,,Liver,N,Intermediate,BAO_0000218
8378,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621498,13950,2107.0,,,Liver,N,Intermediate,BAO_0000218
8379,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL621499,13950,2107.0,,,Liver,N,Intermediate,BAO_0000218
8380,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL618634,13950,2107.0,,,Liver,N,Intermediate,BAO_0000218
8381,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL618635,13950,2107.0,,,Liver,N,Intermediate,BAO_0000218
8382,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL618636,13950,2048.0,,,Lung,N,Intermediate,BAO_0000218
8383,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619737,13950,2048.0,,,Lung,N,Intermediate,BAO_0000218
8384,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL619738,13950,2048.0,,,Lung,N,Intermediate,BAO_0000218
8385,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624329,13950,2048.0,,,Lung,N,Intermediate,BAO_0000218
8386,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624330,13950,2048.0,,,Lung,N,Intermediate,BAO_0000218
8387,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624331,13950,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8388,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624332,13950,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8389,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624333,13950,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8390,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624334,13950,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8391,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL624335,13950,2385.0,,,Muscle tissue,N,Intermediate,BAO_0000218
8392,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620016,13950,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8393,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620169,13950,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8394,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620170,13950,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8395,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620171,13950,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8396,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620172,13950,2106.0,,,Spleen,N,Intermediate,BAO_0000218
8397,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620173,13950,945.0,,,Stomach,N,Intermediate,BAO_0000218
8398,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620174,13950,945.0,,,Stomach,N,Intermediate,BAO_0000218
8399,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat stomach was reported at 2 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620175,13950,945.0,,,Stomach,N,Intermediate,BAO_0000218
8400,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat stomach was reported at 24 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620176,13950,945.0,,,Stomach,N,Intermediate,BAO_0000218
8401,Rattus norvegicus,1,A,,1,Biodistribution of [123I]-label in rat stomach was reported at 4 hr post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620177,13950,945.0,,,Stomach,N,Intermediate,BAO_0000218
8402,Rattus norvegicus,1,A,,1,Distribution of [123I]-label in rat brain (cerebellum) was reported at 20 min post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620178,13950,2037.0,,,Cerebellum,N,Intermediate,BAO_0000218
8403,Rattus norvegicus,1,A,,1,Distribution of [123I]-label in rat brain (cerebellum) was reported at 60 min post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620179,13950,2037.0,,,Cerebellum,N,Intermediate,BAO_0000218
8404,Rattus norvegicus,1,A,,1,Distribution of [123I]-label in rat brain (diencephalon) was reported at 20 min post injection. Value shown is %ID/g of tissue,50597,10116.0,,,CHEMBL620180,13950,,,,,N,Intermediate,BAO_0000218
8405,Rattus norvegicus,1,A,,1,Volume of distribution of compound in rat after 1 mg/kg i.v. administration,50597,10116.0,,,CHEMBL620181,6570,,,,,N,Intermediate,BAO_0000218
8406,Rattus norvegicus,1,A,,1,Volume of distribution of compound in rats after intravenous administration,50597,10116.0,,,CHEMBL620182,6571,,,,,N,Intermediate,BAO_0000218
8407,Rattus norvegicus,1,A,,1,Volume of distribution in rat,50597,10116.0,,,CHEMBL620183,6453,,,,,N,Intermediate,BAO_0000218
8408,Rattus norvegicus,1,A,,1,Volume of distribution was determined in rat at a dose of 1 mpk i.v.,50597,10116.0,,,CHEMBL620184,6444,,,,,N,Intermediate,BAO_0000218
8409,Rattus norvegicus,1,A,,1,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND means not determined,50597,10116.0,,,CHEMBL620185,6444,,,,,N,Intermediate,BAO_0000218
