Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,1.0,S6216,1,Responsive,ET,Civil Society,14032,0,HOPE International Development Agency,Ethiopia,2,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1000115,Canadian Non-Profit Making,NGO,Africa,ET,1.0,Basic sanitation,0.325,8125.0
2009/2010,1.0,S6216,1,Responsive,ET,Civil Society,14081,0,HOPE International Development Agency,Ethiopia,2,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1000115,Canadian Non-Profit Making,NGO,Africa,ET,1.0,Education and training in water supply and sanitation,0.35,8750.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,University of Alberta Financial Services,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1000167,Canadian Non-Profit Making,UNIVERSITY,America,CA,1.0,Promotion of development awareness,1.0,5600.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Change for Children Association,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1001907,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,7294.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Saint Mary's University International Activities Office,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002921,Canadian Non-Profit Making,UNIVERSITY,America,CA,1.0,Promotion of development awareness,1.0,2059.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Carleton University,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1000968,Canadian Non-Profit Making,UNIVERSITY,America,CA,1.0,Promotion of development awareness,1.0,20836.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,The George Brown College of Applied Arts & Technology,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1001383,Canadian Non-Profit Making,COLLEGE,America,CA,1.0,Promotion of development awareness,1.0,7274.13
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Centre de Solidarit� Internationale du Saguenay-Lac-Saint-Jean,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002302,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,3596.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Falls Brook Centre (FBC),Canada,1,0,Education and Knowledge,0,1,0,0,0,0,0,0,0,0,1001309,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,5308.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Manitoba Council for International Cooperation,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1004597,Canadian Non-Profit Making,UMBRELLA ORGANIZATION,America,CA,1.0,Promotion of development awareness,1.0,8400.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,A Rocha Canada,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1009547,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,2800.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Justice Education Society of British Columbia,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1001558,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,8322.59
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,College of the Rockies,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1005734,Canadian Non-Profit Making,COLLEGE,America,CA,1.0,Promotion of development awareness,1.0,7329.03
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Nova Scotia Gambia Association,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002115,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,7443.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Algonquin College of Applied Arts and Technology,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002448,Canadian Non-Profit Making,COLLEGE,America,CA,1.0,Promotion of development awareness,1.0,4300.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Victoria International Development Education Association,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1001384,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,7497.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Atlantic Council for International Cooperation,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1006047,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,4600.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,National Farmers Union,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002100,Canadian Non-Profit Making,UNION,America,CA,1.0,Promotion of development awareness,1.0,3864.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,One Sky - The Canadian Institute of Sustainable Living,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1007538,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,12042.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,Farmers Helping Farmers,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1002023,Canadian Non-Profit Making,NGO,America,CA,1.0,Promotion of development awareness,1.0,2352.0
2009/2010,0.0,S6222,0,Responsive,CA,Civil Society,99820,0,The University of Winnipeg,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1013359,Canadian Non-Profit Making,UNIVERSITY,America,CA,1.0,Promotion of development awareness,1.0,6800.0
2009/2010,1.0,S6216,1,Responsive,NP,Civil Society,14031,0,World Neighbours Canada Society,Nepal,3,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,Asia,NP,1.0,Basic drinking water supply,0.5,9867.0
2009/2010,1.0,S6216,1,Responsive,NP,Civil Society,14032,0,World Neighbours Canada Society,Nepal,3,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,0,1002248,Canadian Non-Profit Making,NGO,Asia,NP,1.0,Basic sanitation,0.5,9867.0
2009/2010,1.0,S6215,0,Responsive,LS,Civil Society,11110,0,Habitat for Humanity Canada,Lesotho,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1013326,Canadian Non-Profit Making,NGO,Africa,LS,1.0,Education policy and administrative management,0.25,14956.5
2009/2010,1.0,S6215,0,Responsive,LS,Civil Society,14031,0,Habitat for Humanity Canada,Lesotho,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1013326,Canadian Non-Profit Making,NGO,Africa,LS,1.0,Basic drinking water supply,0.125,7478.25
2009/2010,1.0,S6215,0,Responsive,LS,Civil Society,14032,0,Habitat for Humanity Canada,Lesotho,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1013326,Canadian Non-Profit Making,NGO,Africa,LS,1.0,Basic sanitation,0.125,7478.25
2009/2010,1.0,S6215,0,Responsive,LS,Civil Society,15130,0,Habitat for Humanity Canada,Lesotho,2,0,Sustainable Economic Growth,0,0,0,0,0,0,0,0,0,2,1013326,Canadian Non-Profit Making,NGO,Africa,LS,1.0,Legal and judicial development,0.5,29913.0
2009/2010,0.0,S6213,0,Responsive,CA,Civil Society,11420,0,Shastri Indo-Canada Institute c/o University of Calgary,Canada,1,0,Education,1,0,0,0,0,0,0,0,0,0,1000797,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,CA,0.5,Higher education,0.5,175000.0
2009/2010,0.0,S6213,0,Responsive,CA,Civil Society,99820,0,Shastri Indo-Canada Institute c/o University of Calgary,Canada,1,0,Education,1,0,0,0,0,0,0,0,0,0,1000797,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,America,CA,0.5,Promotion of development awareness,0.5,175000.0
2009/2010,0.0,S6213,0,Responsive,IN,Civil Society,11420,0,Shastri Indo-Canada Institute c/o University of Calgary,India,3,0,Education,1,0,0,0,0,0,0,0,0,0,1000797,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,Asia,IN,0.5,Higher education,0.5,175000.0
2009/2010,0.0,S6213,0,Responsive,IN,Civil Society,99820,0,Shastri Indo-Canada Institute c/o University of Calgary,India,3,0,Education,1,0,0,0,0,0,0,0,0,0,1000797,Canadian Non-Profit Making,SPECIALIZED INSTITUTE,Asia,IN,0.5,Promotion of development awareness,0.5,175000.0
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,12220,0,Solidarit� Laurentides Am�rique centrale,Guatemala,1,0,Health,0,0,0,0,0,0,0,0,0,2,1004903,Canadian Non-Profit Making,NGO,America,GT,1.0,Basic health care,0.1,6860.9
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,12281,0,Solidarit� Laurentides Am�rique centrale,Guatemala,1,0,Health,0,0,0,0,0,0,0,0,0,2,1004903,Canadian Non-Profit Making,NGO,America,GT,1.0,Health personnel development,0.1,6860.9
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,14081,0,Solidarit� Laurentides Am�rique centrale,Guatemala,1,0,Health,0,0,0,0,0,0,0,0,0,2,1004903,Canadian Non-Profit Making,NGO,America,GT,1.0,Education and training in water supply and sanitation,0.1,6860.9
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,15150,0,Solidarit� Laurentides Am�rique centrale,Guatemala,1,0,Health,0,0,0,0,0,0,0,0,0,2,1004903,Canadian Non-Profit Making,NGO,America,GT,1.0,Democratic participation and civil society,0.4,27443.6
2009/2010,1.0,S6212,0,Responsive,GT,Civil Society,15160,0,Solidarit� Laurentides Am�rique centrale,Guatemala,1,0,Health,0,0,0,0,0,0,0,0,0,2,1004903,Canadian Non-Profit Making,NGO,America,GT,1.0,Human rights,0.3,20582.7
2009/2010,1.0,S6216,0,Responsive,PH,Civil Society,14031,0,HOPE International Development Agency,Philippines,3,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1000115,Canadian Non-Profit Making,NGO,Asia,PH,1.0,Basic drinking water supply,0.5,87500.0
2009/2010,1.0,S6216,0,Responsive,PH,Civil Society,14032,0,HOPE International Development Agency,Philippines,3,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,2,1000115,Canadian Non-Profit Making,NGO,Asia,PH,1.0,Basic sanitation,0.5,87500.0
2009/2010,1.0,S6212,0,Responsive,CM,Civil Society,11230,0,Association Afrique Future Canada,Cameroon,2,0,Health,0,0,0,0,0,0,0,0,0,0,1002269,Canadian Non-Profit Making,NGO,Africa,CM,1.0,Basic life skills for youth and adults,0.2,25863.0
2009/2010,1.0,S6212,0,Responsive,CM,Civil Society,11320,0,Association Afrique Future Canada,Cameroon,2,0,Health,0,0,0,0,0,0,0,0,0,0,1002269,Canadian Non-Profit Making,NGO,Africa,CM,1.0,Secondary education,0.4,51726.0
2009/2010,1.0,S6212,0,Responsive,CM,Civil Society,11330,0,Association Afrique Future Canada,Cameroon,2,0,Health,0,0,0,0,0,0,0,0,0,0,1002269,Canadian Non-Profit Making,NGO,Africa,CM,1.0,Vocational training,0.2,25863.0
2009/2010,1.0,S6212,0,Responsive,CM,Civil Society,31161,0,Association Afrique Future Canada,Cameroon,2,0,Health,0,0,0,0,0,0,0,0,0,0,1002269,Canadian Non-Profit Making,NGO,Africa,CM,1.0,Food crop production,0.1,12931.5
2009/2010,1.0,S6212,0,Responsive,CM,Civil Society,31163,0,Association Afrique Future Canada,Cameroon,2,0,Health,0,0,0,0,0,0,0,0,0,0,1002269,Canadian Non-Profit Making,NGO,Africa,CM,1.0,Livestock,0.1,12931.5
2009/2010,1.0,S6216,0,Responsive,CR,Civil Society,31166,0,Falls Brook Centre (FBC),Costa Rica,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,CR,0.4,Agricultural extension,0.35,20882.7444
2009/2010,1.0,S6216,0,Responsive,CR,Civil Society,31220,0,Falls Brook Centre (FBC),Costa Rica,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,CR,0.4,Forestry development,0.15,8949.7476
2009/2010,1.0,S6216,0,Responsive,CR,Civil Society,41010,0,Falls Brook Centre (FBC),Costa Rica,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,CR,0.4,Environmental policy and administrative management,0.5,29832.492000000002
2009/2010,1.0,S6216,0,Responsive,DO,Civil Society,31166,0,Falls Brook Centre (FBC),Dominican Rep.,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,DO,0.3,Agricultural extension,0.35,15662.0583
2009/2010,1.0,S6216,0,Responsive,DO,Civil Society,31220,0,Falls Brook Centre (FBC),Dominican Rep.,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,DO,0.3,Forestry development,0.15,6712.3107
2009/2010,1.0,S6216,0,Responsive,DO,Civil Society,41010,0,Falls Brook Centre (FBC),Dominican Rep.,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,DO,0.3,Environmental policy and administrative management,0.5,22374.369
2009/2010,1.0,S6216,0,Responsive,HN,Civil Society,31166,0,Falls Brook Centre (FBC),Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,HN,0.3,Agricultural extension,0.35,15662.0583
2009/2010,1.0,S6216,0,Responsive,HN,Civil Society,31220,0,Falls Brook Centre (FBC),Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,HN,0.3,Forestry development,0.15,6712.3107
2009/2010,1.0,S6216,0,Responsive,HN,Civil Society,41010,0,Falls Brook Centre (FBC),Honduras,1,0,Environment Sustainability,0,0,0,0,0,0,0,0,0,1,1001309,Canadian Non-Profit Making,NGO,America,HN,0.3,Environmental policy and administrative management,0.5,22374.369
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,11130,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Teacher training,0.2,400.0
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,11230,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Basic life skills for youth and adults,0.45,900.0
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,12261,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Health education,0.1,200.0
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,15150,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Democratic participation and civil society,0.05,100.0
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,41081,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Environmental education/training,0.1,200.0
2009/2010,0.9000000359999999,S6213,1,Responsive,CA,Civil Society,99820,1,Association Qu�becoise pour l'Avancement des Nations Unies,Canada,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,CA,0.1,Promotion of development awareness,0.1,200.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,11130,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Teacher training,0.2,3600.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,11230,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Basic life skills for youth and adults,0.45,8100.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,12261,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Health education,0.1,1800.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,15150,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Democratic participation and civil society,0.05,900.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,41081,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Environmental education/training,0.1,1800.0
2009/2010,0.9000000359999999,S6213,1,Responsive,HT,Civil Society,99820,1,Association Qu�becoise pour l'Avancement des Nations Unies,Haiti,1,0,Education,0,0,0,0,0,0,0,0,1,2,1001708,Canadian Non-Profit Making,ASSOCIATIONS,America,HT,0.9,Promotion of development awareness,0.1,1800.0
2009/2010,0.0,S6222,1,Responsive,CA,Civil Society,99820,0,Canadian Council for International Cooperation/Conseil Canadien pour,Canada,1,0,Education and Knowledge,0,0,0,0,0,0,0,0,0,0,1000103,Canadian Non-Profit Making,UMBRELLA ORGANIZATION,America,CA,1.0,Promotion of development awareness,1.0,1680000.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,12181,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,Medical education/training,0.4,14000.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,12191,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,Medical services,0.1,3500.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,12250,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,Infectious disease control,0.1,3500.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,12281,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,Health personnel development,0.1,3500.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,13020,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,Reproductive health care,0.1,3500.0
2009/2010,1.0,S6212,0,Responsive,HT,Civil Society,13040,0,M�decins du Monde Canada,Haiti,1,0,Health,0,0,0,0,0,0,0,0,0,0,1002364,Canadian Non-Profit Making,NGO,America,HT,1.0,STD control including HIV/AIDS,0.2,7000.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,11220,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Primary education,0.15,2250.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,11230,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Basic life skills for youth and adults,0.03,450.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,11240,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Early childhood education,0.1,1500.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,11320,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Secondary education,0.15,2250.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,11330,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Vocational training,0.03,450.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,12110,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Health policy and administrative management,0.04,600.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,12220,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Basic health care,0.24,3600.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,12250,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Infectious disease control,0.06,900.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,15150,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Democratic participation and civil society,0.15,2250.0
2009/2010,0.9,S6213,1,Responsive,HT,Civil Society,15160,0,Rayjon Share Care of Sarnia Inc.,Haiti,1,0,Education,0,0,0,1,0,0,0,0,0,2,1002155,Canadian Non-Profit Making,NGO,America,HT,1.0,Human rights,0.05,750.0
