assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
7955,10116.0,CHEMBL621237,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of NCA Gd/0.01 M lip,,N,1,9866,2113.0,In vivo,,Kidney
7956,10116.0,CHEMBL876486,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat kidney in the presence of NCAGd/0.01 M lig,,N,1,9866,2113.0,In vivo,,Kidney
7957,10116.0,CHEMBL622436,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat l. intestine in the presence of 0.01 M carrier at 1 hr,,N,1,9866,160.0,In vivo,,Intestine
7958,10116.0,CHEMBL622437,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 2 hr,,N,1,9866,160.0,In vivo,,Intestine
7959,10116.0,CHEMBL622438,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat l. intestine in the presence of 50 Gd/kg at 6 hr,,N,1,9866,160.0,In vivo,,Intestine
7960,10116.0,CHEMBL622439,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver by in the presence 50 Gd/kg at 15 min,,N,1,9866,2107.0,In vivo,,Liver
7961,10116.0,CHEMBL622440,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver by in the presence of 0.05 M Gd/0.15 M lig,,N,1,9866,2107.0,In vivo,,Liver
7962,10116.0,CHEMBL622441,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver by in the presence of NCAGd/0.01 M lig,,N,1,9866,2107.0,In vivo,,Liver
7963,10116.0,CHEMBL622442,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,,N,1,9866,2107.0,In vivo,,Liver
7964,10116.0,CHEMBL622443,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,,N,1,9866,2107.0,In vivo,,Liver
7965,10116.0,CHEMBL622444,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,,N,1,9866,2107.0,In vivo,,Liver
7966,10116.0,CHEMBL622445,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,,N,1,9866,2107.0,In vivo,,Liver
7967,10116.0,CHEMBL622446,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,,N,1,9866,2107.0,In vivo,,Liver
7968,10116.0,CHEMBL622447,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,N,1,9866,2107.0,In vivo,,Liver
7969,10116.0,CHEMBL622448,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,,N,1,9866,2107.0,In vivo,,Liver
7970,10116.0,CHEMBL622449,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,,N,1,9866,2107.0,In vivo,,Liver
7971,10116.0,CHEMBL622450,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,,N,1,9866,2107.0,In vivo,,Liver
7972,10116.0,CHEMBL622451,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,,N,1,9866,2107.0,In vivo,,Liver
7973,10116.0,CHEMBL622452,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of GdDTPA at 15 min,,N,1,9866,2107.0,In vivo,,Liver
7974,10116.0,CHEMBL622453,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,,N,1,9866,2107.0,In vivo,,Liver
7975,10116.0,CHEMBL622454,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of GdDTPA at 30 min,,N,1,9866,2107.0,In vivo,,Liver
7976,10116.0,CHEMBL622455,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,,N,1,9866,2107.0,In vivo,,Liver
7977,10116.0,CHEMBL876024,,50597,A,Rattus norvegicus,Intermediate,,,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,,N,1,9866,2107.0,In vivo,,Liver
7978,10116.0,CHEMBL622456,,50597,A,Rattus norvegicus,Intermediate,,,T max was determined at 3 mg/kg po dose in rats,,N,1,2792,,In vivo,,
7979,10116.0,CHEMBL622457,,50597,A,Rattus norvegicus,Intermediate,,,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",,N,1,15078,,In vivo,,
7980,10116.0,CHEMBL622458,,50597,A,Rattus norvegicus,Intermediate,,,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",,N,1,15078,,In vivo,,
7981,10116.0,CHEMBL622459,,50597,A,Rattus norvegicus,Intermediate,,,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,,N,1,15022,,,,
7982,10116.0,CHEMBL873343,,50597,A,Rattus norvegicus,Intermediate,,,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,,N,1,15022,,,,
7983,10116.0,CHEMBL622460,,50597,A,Rattus norvegicus,Intermediate,,,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,,N,1,15022,,,,
7984,10116.0,CHEMBL622461,,50597,A,Rattus norvegicus,Intermediate,,,Time for maximum plasma concentration determined in rat,,N,1,4576,1969.0,,,Plasma
7985,10116.0,CHEMBL622462,,50597,A,Rattus norvegicus,Intermediate,,,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,,N,1,6681,1969.0,In vivo,,Plasma
7986,10116.0,CHEMBL622463,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,,N,1,16365,,In vivo,,
7987,10116.0,CHEMBL622464,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,,N,1,16365,,In vivo,,
7988,10116.0,CHEMBL622465,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,,N,1,16365,,In vivo,,
7989,10116.0,CHEMBL622466,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,,N,1,16365,,In vivo,,
7990,10116.0,CHEMBL622467,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,,N,1,16365,,In vivo,,
7991,10116.0,CHEMBL622468,,50597,A,Rattus norvegicus,Intermediate,,,Time of maximum plasma concentration in rat,,N,1,6824,1969.0,,,Plasma
7992,10116.0,CHEMBL876025,,50597,A,Rattus norvegicus,Intermediate,,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",,N,1,6685,1969.0,,,Plasma
7993,10116.0,CHEMBL622469,,50597,A,Rattus norvegicus,Intermediate,,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",,N,1,6685,1969.0,,,Plasma
7994,10116.0,CHEMBL622470,,50597,A,Rattus norvegicus,Intermediate,,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",,N,1,6685,1969.0,,,Plasma
7995,10116.0,CHEMBL622471,,50597,A,Rattus norvegicus,Intermediate,,,Time required to reach maximum concentration (Cmax) after oral administration in rat,,N,1,15662,,In vivo,,
7996,10116.0,CHEMBL622472,,50597,A,Rattus norvegicus,Intermediate,,,Time required to reach maximum concentration in rat plasma,,N,1,1742,1969.0,,,Plasma
7997,10116.0,CHEMBL622473,,50597,A,Rattus norvegicus,Intermediate,,,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,,N,1,2774,1969.0,In vivo,,Plasma
7998,10116.0,CHEMBL624282,,50597,A,Rattus norvegicus,Intermediate,,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,,N,1,5199,1969.0,In vivo,,Plasma
7999,10116.0,CHEMBL624283,,50597,A,Rattus norvegicus,Intermediate,,,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,,N,1,12873,1969.0,In vivo,,Plasma
8000,10116.0,CHEMBL624284,,50597,A,Rattus norvegicus,Intermediate,,,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,,N,1,12873,1969.0,In vivo,,Plasma
8001,10116.0,CHEMBL624285,,50597,A,Rattus norvegicus,Intermediate,,,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,N,1,1916,1969.0,In vivo,,Plasma
8002,10116.0,CHEMBL624286,,50597,A,Rattus norvegicus,Intermediate,,,Time to reach Cmax after oral administration to rats,,N,1,16367,,In vivo,,
8003,10116.0,CHEMBL624287,,50597,A,Rattus norvegicus,Intermediate,,,Time to reach Cmax when a dose of 1 mg/kg is administered orally,,N,1,16366,,In vivo,,
8004,10116.0,CHEMBL624288,,50597,A,Rattus norvegicus,Intermediate,,,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,,N,1,216,,,,
8005,10116.0,CHEMBL624289,,50597,A,Rattus norvegicus,Intermediate,,,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,,N,1,6410,1969.0,In vivo,,Plasma
8006,10116.0,CHEMBL873344,,50597,A,Rattus norvegicus,Intermediate,,,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,,N,1,6410,1969.0,In vivo,,Plasma
8007,10116.0,CHEMBL619623,,50597,A,Rattus norvegicus,Intermediate,,,Tmax after peroral administration (10 mg/kg) was determined in rat,,N,1,6215,,In vivo,,
8008,10116.0,CHEMBL621399,,50597,A,Rattus norvegicus,Expert,,,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,,N,1,3598,,In vivo,,
8009,10116.0,CHEMBL621400,,50597,A,Rattus norvegicus,Intermediate,,,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,,N,1,4527,,In vivo,,
8010,10116.0,CHEMBL621401,,50597,A,Rattus norvegicus,Intermediate,,,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",,N,1,17670,,In vivo,,
8011,10116.0,CHEMBL621402,,50597,A,Rattus norvegicus,Intermediate,,,Tmax was determined,,N,1,1465,,,,
8012,10116.0,CHEMBL621403,,50597,A,Rattus norvegicus,Intermediate,,,Tmax was determined,,N,1,2552,,,,
8013,10116.0,CHEMBL621121,,50597,A,Rattus norvegicus,Intermediate,,,Tmax after oral administration in rat,,N,1,5656,,In vivo,,
8014,10116.0,CHEMBL872525,,50597,A,Rattus norvegicus,Intermediate,,,Tmax after peroral administration in rats at 2.4 uM/kg,,N,1,17764,,In vivo,,
8015,10116.0,CHEMBL621122,,50597,A,Rattus norvegicus,Intermediate,,,Tmax in male rat,,N,1,5610,,,,
8016,10116.0,CHEMBL621123,,50597,A,Rattus norvegicus,Intermediate,,,Tmax in rat at 10 mg/kg,,N,1,6046,,In vivo,,
8017,10116.0,CHEMBL621124,,50597,A,Rattus norvegicus,Intermediate,,,Tmax in rat by po administration at a dose of 40 mg/kg,,N,1,5874,,In vivo,,
8018,10116.0,CHEMBL621125,,50597,A,Rattus norvegicus,Intermediate,,,Tmax in rats,,N,1,17596,,,,
8019,10116.0,CHEMBL621126,,50597,A,Rattus norvegicus,Intermediate,,,Tmax was measured in rats after peroral administration at 5 mg/kg,,N,1,17804,,In vivo,,
8020,10116.0,CHEMBL621127,,50597,A,Rattus norvegicus,Intermediate,,,Tmax value after oral dose at a dose of 10 mg/kg in rats.,,N,1,1908,,In vivo,,
8021,10116.0,CHEMBL621128,,50597,A,Rattus norvegicus,Intermediate,,,Tmax value after administration of 20 mg/Kg oral dose in rat,,N,1,2959,,In vivo,,
8022,10116.0,CHEMBL618263,,50597,A,Rattus norvegicus,Intermediate,,,Tmax value at a dose of 10 mg/kg in male SD rats,,N,1,6757,,In vivo,,
8023,10116.0,CHEMBL618264,,50597,A,Rattus norvegicus,Intermediate,,,Tmax value at a dose of 100 mg/kg in male SD rats,,N,1,6757,,In vivo,,
8024,10116.0,CHEMBL618265,,50597,A,Rattus norvegicus,Intermediate,,,Tmax value at a dose of 50 mg/kg in male SD rats,,N,1,6757,,In vivo,,
8025,10116.0,CHEMBL618266,,50597,A,Rattus norvegicus,Intermediate,,,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,N,1,4186,1969.0,In vivo,,Plasma
8026,10116.0,CHEMBL618267,,50597,A,Rattus norvegicus,Intermediate,,,time required to reach maximum concentration (Cmax) after oral administration in rat,,N,1,15662,,In vivo,,
8027,10116.0,CHEMBL618450,,50597,A,Rattus norvegicus,Intermediate,,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),,N,1,429,1088.0,,,Urine
8028,10116.0,CHEMBL618451,,50597,A,Rattus norvegicus,Intermediate,,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),,N,1,429,1088.0,,,Urine
8029,10116.0,CHEMBL618452,,50597,A,Rattus norvegicus,Intermediate,,,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,,N,1,5546,,,,
8030,10116.0,CHEMBL618453,,50597,A,Rattus norvegicus,Intermediate,,,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,,N,1,3173,1088.0,,,Urine
8031,10116.0,CHEMBL618454,,50597,A,Rattus norvegicus,Intermediate,,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,,N,1,3173,1088.0,,,Urine
8032,10116.0,CHEMBL618455,,50597,A,Rattus norvegicus,Intermediate,,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,,N,1,3173,1088.0,,,Urine
8033,10116.0,CHEMBL618456,,50597,A,Rattus norvegicus,Intermediate,,,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,,N,1,4257,,In vivo,,
8034,10116.0,CHEMBL618457,,50597,A,Rattus norvegicus,Intermediate,,,Compound distribution in rat tissues was determined,,N,1,6011,,In vivo,,
8035,10116.0,CHEMBL618458,,50597,A,Rattus norvegicus,Intermediate,,,Volume of distribution was evaluated in rat,,N,1,5472,,In vivo,,
8036,10116.0,CHEMBL618459,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,,N,1,14346,,,,
8037,10116.0,CHEMBL876733,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,,N,1,14346,,,,
8038,9615.0,CHEMBL618460,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,,N,1,14346,,,,
8039,10116.0,CHEMBL618461,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,,N,1,14346,,,,
8040,,CHEMBL618462,,22224,A,,Autocuration,,,Area under the curve was determined after oral administration (300 uM/Kg),,U,0,15469,,,,
8041,10116.0,CHEMBL618463,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,,N,1,14346,,,,
8042,10116.0,CHEMBL618464,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,,N,1,14346,,,,
8043,10116.0,CHEMBL618465,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,,N,1,14346,,,,
8044,10116.0,CHEMBL618466,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,,N,1,14346,,,,
8045,10116.0,CHEMBL618467,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,,N,1,14346,,,,
8046,10116.0,CHEMBL618468,,50597,A,Rattus norvegicus,Intermediate,,,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,,N,1,15372,,,,
8047,9615.0,CHEMBL618469,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,,N,1,12935,1969.0,,,Plasma
8048,9615.0,CHEMBL618470,,50588,A,Canis lupus familiaris,Intermediate,,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,,N,1,12935,1969.0,,,Plasma
8049,,CHEMBL618471,,22224,A,,Autocuration,,,Plasma drug AUC in rat (PO dose),,U,0,14813,,,,
8050,10090.0,CHEMBL618472,,50594,A,Mus musculus,Intermediate,,,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,,N,1,15792,,,,
8051,,CHEMBL618473,,22224,A,,Autocuration,,,Area under was determined at a dose of 30 mg/kg,,U,0,3579,,,,
8052,9669.0,CHEMBL621699,,50506,A,Mustela putorius furo,Intermediate,,,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,,N,1,12487,,,,
8053,10116.0,CHEMBL621700,,50597,A,Rattus norvegicus,Intermediate,,,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,,N,1,12487,,,,
8054,10116.0,CHEMBL621701,,50597,A,Rattus norvegicus,Intermediate,,,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,,N,1,12487,,,,
8055,9669.0,CHEMBL621702,,50506,A,Mustela putorius furo,Intermediate,,,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,,N,1,12487,,,,
8056,9615.0,CHEMBL621703,,50588,A,Canis lupus familiaris,Intermediate,,,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,,N,1,12487,,,,
8057,9615.0,CHEMBL621704,,50588,A,Canis lupus familiaris,Intermediate,,,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,,N,1,12487,,,,
8058,10116.0,CHEMBL624259,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",,N,1,12902,,,,
8059,10116.0,CHEMBL624260,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",,N,1,12902,,,,
8060,10116.0,CHEMBL624430,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",,N,1,12902,,,,
8061,10116.0,CHEMBL624431,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",,N,1,12902,,,,
8062,10116.0,CHEMBL624432,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",,N,1,12902,,,,
8063,10116.0,CHEMBL624433,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",,N,1,12902,,,,
8064,10116.0,CHEMBL624434,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",,N,1,12902,,,,
8065,10116.0,CHEMBL624435,,50597,A,Rattus norvegicus,Intermediate,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",,N,1,12902,,,,
8066,10090.0,CHEMBL618570,,50594,A,Mus musculus,Intermediate,,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,,N,1,12745,,,,
