assays_ss_d,assays_td,assays_ss_ctgr,assays_ss_tst_tp,assays_cnfdnc_scr,assays_ss_strn,assays_rltnshp_tp,assays_ss_sbclllr_frctn,assays_ss_tss,assays_ss_cll_tp,assays_crtd_b,assays_dscrptn,assays_ss_tp,assays_src_d,assays_vrnt_d,assays_dc_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d
8664,50594,,In vivo,1,,N,,Lung,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624417,,BAO_0000218,2048.0
8665,50594,,In vivo,1,,N,,Lung,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624418,,BAO_0000218,2048.0
8666,50594,,In vivo,1,,N,,Lung,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624419,,BAO_0000218,2048.0
8667,50594,,In vivo,1,,N,,Lung,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624420,,BAO_0000218,2048.0
8668,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624421,,BAO_0000218,2385.0
8669,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624422,,BAO_0000218,2385.0
8670,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL624423,,BAO_0000218,2385.0
8671,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL625123,,BAO_0000218,2385.0
8672,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL625124,,BAO_0000218,2385.0
8673,50594,,In vivo,1,,N,,Muscle tissue,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL625125,,BAO_0000218,2385.0
8674,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL625126,,BAO_0000218,14.0
8675,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626947,,BAO_0000218,14.0
8676,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626948,,BAO_0000218,14.0
8677,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626949,,BAO_0000218,14.0
8678,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626950,,BAO_0000218,14.0
8679,50594,,In vivo,1,,N,,Zone of skin,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626951,,BAO_0000218,14.0
8680,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626952,,BAO_0000218,2106.0
8681,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626953,,BAO_0000218,2106.0
8682,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626954,,BAO_0000218,2106.0
8683,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626955,,BAO_0000218,2106.0
8684,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626956,,BAO_0000218,2106.0
8685,50594,,In vivo,1,,N,,Spleen,,Intermediate,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626957,,BAO_0000218,2106.0
8686,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626958,,BAO_0000218,178.0
8687,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626959,,BAO_0000218,178.0
8688,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626960,,BAO_0000218,178.0
8689,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 24 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL626961,,BAO_0000218,178.0
8690,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 30 minutes of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL627589,,BAO_0000218,178.0
8691,50594,,In vivo,1,,N,,Blood,,Intermediate,Biodistribution of radioactivity in normal mice blood after 6 hours of intravenous injection of [125I]-16(IMPY),A,1,,17208,CHEMBL627590,,BAO_0000218,178.0
8692,50594,,,1,,N,,,,Intermediate,Time taken for EC90 was determined when tested in mouse,A,1,,3132,CHEMBL627591,,BAO_0000218,
8693,50594,,,1,,N,,,,Intermediate,Time taken for EC90 was determined when tested in mouse at dose 25 mg/kg,A,1,,3132,CHEMBL627592,,BAO_0000218,
8694,50594,,In vivo,1,,N,,,,Intermediate,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),A,1,,16597,CHEMBL627593,,BAO_0000218,
8695,50594,,,1,,N,,,,Intermediate,Half life in mice,A,1,,5727,CHEMBL627594,,BAO_0000218,
8696,50594,,In vivo,1,,N,,,,Intermediate,Half life period in mouse after 10 mg/Kg dose,A,1,,5302,CHEMBL876813,,BAO_0000218,
8697,50594,,In vivo,1,,N,,,,Intermediate,Half life period in mouse after 10 mg/kg dose,A,1,,5302,CHEMBL627595,,BAO_0000218,
8698,50594,,In vivo,1,,N,,,,Intermediate,Half life was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,1,,6348,CHEMBL627596,,BAO_0000218,
8699,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at 5 mg/kg po was determined in rat,A,1,,5964,CHEMBL627597,,BAO_0000218,
8700,50597,,In vivo,1,,N,,,,Intermediate,Cmax value evaluated in rat,A,1,,6078,CHEMBL627598,,BAO_0000218,
8701,50597,,In vivo,1,,N,,Brain,,Intermediate,Cmax value was calculated by applying at a dose of 10 mg/Kg ip in rat brain,A,1,,5206,CHEMBL627599,,BAO_0000218,955.0
8702,50597,,In vivo,1,,N,,,,Intermediate,Cmax value after administration of 20 mg/Kg oral dose in rat,A,1,,2959,CHEMBL627600,,BAO_0000218,
8703,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at 1 mg/kg po in rat,A,1,,5964,CHEMBL627601,,BAO_0000218,
8704,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at 5 mg/kg po in rat,A,1,,5964,CHEMBL627776,,BAO_0000218,
8705,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at a dose of 10 mg/kg in male SD rats,A,1,,6757,CHEMBL627777,,BAO_0000218,
8706,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at a dose of 100 mg/kg in male SD rats,A,1,,6757,CHEMBL627778,,BAO_0000218,
8707,50597,,In vivo,1,,N,,,,Intermediate,Cmax value at a dose of 50 mg/kg in male SD rats,A,1,,6757,CHEMBL627779,,BAO_0000218,
8708,50597,,In vivo,1,,N,,,,Intermediate,Cmax value in rats at 10 mg/kg,A,1,,17617,CHEMBL876814,,BAO_0000218,
8709,50597,,In vivo,1,,N,,,,Intermediate,Cmax value was evaluated in rats at a dose of 20 mg/kg,A,1,,1445,CHEMBL627780,,BAO_0000218,
8710,50597,,In vivo,1,,N,,,,Intermediate,Cmax value was determined after peroral administration of 20 mg/kg in rat,A,1,,6082,CHEMBL627781,,BAO_0000218,
8711,50597,,In vivo,1,,N,,,,Intermediate,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,A,1,,1446,CHEMBL627782,,BAO_0000218,
8712,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for its pharmacokinetic parameter maximum plasma concentration (Cmax) after oral administration to rats,A,1,,5407,CHEMBL627783,,BAO_0000218,1969.0
8713,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for maximal plasma concentration in rat upon 5 mg/kg upon oral administration,A,1,,2690,CHEMBL627784,,BAO_0000218,1969.0
8714,50597,,In vivo,1,,N,,,,Intermediate,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female wistar rats,A,1,,2661,CHEMBL627785,,BAO_0000218,
8715,50597,,In vivo,1,,N,,,,Intermediate,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to male wistar rats,A,1,,2661,CHEMBL627786,,BAO_0000218,
8716,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for pharmacokinetic parameter maximum plasma concentration,A,1,,4891,CHEMBL627787,,BAO_0000218,1969.0
8717,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 0.5 hr,A,1,,2807,CHEMBL627788,,BAO_0000218,1969.0
8718,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 1 hr,A,1,,2807,CHEMBL626579,,BAO_0000218,1969.0
8719,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 2 hr,A,1,,2807,CHEMBL626580,,BAO_0000218,1969.0
8720,50597,,In vivo,1,,N,,,,Intermediate,Compound was evaluated for the pharmacokinetic property in rats after an oral dose of 10 mg/kg,A,1,,3634,CHEMBL876815,,BAO_0000218,
8721,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 1 hr,A,1,,1881,CHEMBL626581,,BAO_0000218,1969.0
8722,50597,,In vivo,1,,N,,Plasma,,Intermediate,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 2 hr,A,1,,1881,CHEMBL626582,,BAO_0000218,1969.0
8723,50597,,In vivo,1,,N,,,,Intermediate,Evaluated for pharmacokinetic parameter Cmax in rat at the dose 50 mg/kg,A,1,,429,CHEMBL626583,,BAO_0000218,
8724,50597,,In vivo,1,,N,,,,Intermediate,In vivo Cmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,A,1,,5974,CHEMBL626205,,BAO_0000218,
8725,50597,,In vivo,1,,N,,,,Intermediate,In vivo Cmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,A,1,,5974,CHEMBL626206,,BAO_0000218,
8726,50597,,In vivo,1,,N,,,,Intermediate,In vivo Cmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,A,1,,5974,CHEMBL626207,,BAO_0000218,
8727,50597,,In vivo,1,,N,,,,Intermediate,In vivo Cmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,A,1,,5974,CHEMBL623882,,BAO_0000218,
8728,50597,,In vivo,1,,N,,,,Intermediate,Maximal concentration in male Sprague-Dawley rats after 5 mg/kg intravenous dose,A,1,,17582,CHEMBL623883,,BAO_0000218,
8729,50597,,In vivo,1,,N,,,,Intermediate,Maximal concentration in male Sprague-Dawley rats after 10 mg/kg oral dose,A,1,,17582,CHEMBL623884,,BAO_0000218,
8730,50597,,In vivo,1,,N,,Plasma,,Intermediate,"In vivo maximum concentration of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",A,1,,3032,CHEMBL623885,,BAO_0000218,1969.0
8731,50597,,In vivo,1,,N,,Plasma,,Intermediate,In vivo maximum concentration in rat plasma exposure after oral administration 50 mg/kg,A,1,,6295,CHEMBL623886,,BAO_0000218,1969.0
8732,50597,,In vivo,1,,N,,,,Intermediate,Maximal concentration in rat was determined,A,1,,6619,CHEMBL623887,,BAO_0000218,
8733,50597,,In vivo,1,,N,,,,Intermediate,Maximal concentration after i.v. administration,A,1,,6616,CHEMBL623888,,BAO_0000218,
8734,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximal concentration (Cmax) in the rat plasma at a dose of 10 mg/kg,A,1,,3249,CHEMBL623889,,BAO_0000218,1969.0
8735,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximal plasma concentration in rat after oral administration at 50 mg/kg,A,1,,17791,CHEMBL623890,,BAO_0000218,1969.0
8736,50597,,In vivo,1,,N,,Plasma,,Intermediate,Cmax in rat plasma after oral dose (50 mg/Kg),A,1,,17791,CHEMBL623891,,BAO_0000218,1969.0
8737,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximal plasma concentration was determined.,A,1,,1360,CHEMBL623892,,BAO_0000218,1969.0
8738,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximal plasma drug concentration was determined,A,1,,2552,CHEMBL623893,,BAO_0000218,1969.0
8739,50597,,In vivo,1,,N,,,,Intermediate,Maximal concentration in rats after peroral administration,A,1,,6571,CHEMBL877616,,BAO_0000218,
8740,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration in rat after 2 mg/kg peroral administration,A,1,,6570,CHEMBL623894,,BAO_0000218,
8741,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximum concentration in rat plasma after 5 mg/kg oral gavage,A,1,,6567,CHEMBL623895,,BAO_0000218,1969.0
8742,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration of compound in rat was evaluated.,A,1,,3031,CHEMBL623896,,BAO_0000218,
8743,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration at 0.5 hr by peroral administration at a dose of 20 mg/kg in rats,A,1,,3436,CHEMBL623897,,BAO_0000218,
8744,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration at 2 hr by peroral administration at a dose of 20 mg/kg in rats,A,1,,3436,CHEMBL623898,,BAO_0000218,
8745,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration at 4 hr after administration of 5 mg/kg dose peroral in rat,A,1,,2083,CHEMBL623899,,BAO_0000218,
8746,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration at 4 hr by peroral administration at a dose of 20 mg/kg in rats,A,1,,3436,CHEMBL623900,,BAO_0000218,
8747,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration by oral administration at a dose of 100 uM/kg in rat was determined,A,1,,4527,CHEMBL623901,,BAO_0000218,
8748,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration was evaluated in rats,A,1,,1974,CHEMBL623902,,BAO_0000218,
8749,50597,,In vivo,1,,N,,Cerebrospinal fluid,,Intermediate,Maximum concentration in CSF at 30 min following 24 mg/kg subcutaneous dose in rats,A,1,,3307,CHEMBL623903,,BAO_0000218,1359.0
8750,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximum concentration in plasma at 30 min following 24 mg/kg subcutaneous dose in rats,A,1,,3307,CHEMBL623904,,BAO_0000218,1969.0
8751,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,A,1,,1916,CHEMBL877617,,BAO_0000218,1969.0
8752,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration in portal vein was determined at a concentration of 10 mg/kg in rats,A,1,,1500,CHEMBL623905,,BAO_0000218,
8753,50597,,In vivo,1,,N,,,,Intermediate,Maximum concentration in portal vein was determined at a concentration of 20 mg/kg in rats,A,1,,1500,CHEMBL623906,,BAO_0000218,
8754,50597,,In vivo,1,,N,,Plasma,,Intermediate,Maximum concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,A,1,,4186,CHEMBL623907,,BAO_0000218,1969.0
8755,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,A,1,,16434,CHEMBL623908,,BAO_0000218,
8756,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 30 min.,A,1,,16434,CHEMBL623909,,BAO_0000218,
8757,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,A,1,,16434,CHEMBL623910,,BAO_0000218,
8758,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,A,1,,16434,CHEMBL623911,,BAO_0000218,
8759,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,A,1,,16435,CHEMBL623912,,BAO_0000218,
8760,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,A,1,,16435,CHEMBL624616,,BAO_0000218,
8761,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,A,1,,16435,CHEMBL624617,,BAO_0000218,
8762,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,A,1,,16435,CHEMBL624618,,BAO_0000218,
8763,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,A,1,,16435,CHEMBL624619,,BAO_0000218,
8764,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,A,1,,16435,CHEMBL624794,,BAO_0000218,
8765,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,A,1,,16435,CHEMBL624795,,BAO_0000218,
8766,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,A,1,,16435,CHEMBL623921,,BAO_0000218,
8767,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,A,1,,16434,CHEMBL623922,,BAO_0000218,
8768,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,A,1,,16434,CHEMBL623923,,BAO_0000218,
8769,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,A,1,,16434,CHEMBL623924,,BAO_0000218,
8770,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,A,1,,16435,CHEMBL623925,,BAO_0000218,
8771,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,A,1,,16435,CHEMBL623926,,BAO_0000218,
8772,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,A,1,,16435,CHEMBL623927,,BAO_0000218,
8773,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,A,1,,16435,CHEMBL623928,,BAO_0000218,
8774,50597,,,1,,N,,,,Intermediate,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,A,1,,16435,CHEMBL623929,,BAO_0000218,
