ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
13523,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 1.0mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628031,,BAO_0000218
13524,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 10.0 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628032,,BAO_0000218
13525,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 100.0 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628033,,BAO_0000218
13526,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 2.08 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628034,,BAO_0000218
13527,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 207.6mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628035,,BAO_0000218
13528,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 3.0 mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL628036,,BAO_0000218
13529,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 30.0mg/kg, po",1088.0,,50597,,N,1,Intermediate,1,,CHEMBL874462,,BAO_0000218
13530,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -8/-38,,,50588,,N,1,Intermediate,1,,CHEMBL628037,,BAO_0000218
13531,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); 13/-25,,,50588,,N,1,Intermediate,1,,CHEMBL628123,,BAO_0000218
13532,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); 27/-15,,,50588,,N,1,Intermediate,1,,CHEMBL628124,,BAO_0000218
13533,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -2/-19,,,50588,,N,1,Intermediate,1,,CHEMBL628125,,BAO_0000218
13534,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/60 range (low/high); -3/-4,,,50588,,N,1,Intermediate,1,,CHEMBL628126,,BAO_0000218
13535,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3 range (low/high),,,50588,,N,1,Intermediate,1,,CHEMBL628127,,BAO_0000218
13536,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); -9/24,,,50588,,N,1,Intermediate,1,,CHEMBL628128,,BAO_0000218
13537,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 3/10 range (low/high); 3/-1,,,50588,,N,1,Intermediate,1,,CHEMBL628129,,BAO_0000218
13538,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/030 range (low/high); 12/23,,,50588,,N,1,Intermediate,1,,CHEMBL628130,,BAO_0000218
13539,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 1/3,,,50588,,N,1,Intermediate,1,,CHEMBL628131,,BAO_0000218
13540,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 6/16,,,50588,,N,1,Intermediate,1,,CHEMBL628132,,BAO_0000218
13541,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3 range (low/high); 7/14,,,50588,,N,1,Intermediate,1,,CHEMBL628133,,BAO_0000218
13542,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 1/3/10 range (low/high); 4/4/23,,,50588,,N,1,Intermediate,1,,CHEMBL628134,,BAO_0000218
13543,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 10/14,,,50588,,N,1,Intermediate,1,,CHEMBL628135,,BAO_0000218
13544,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/15,,,50588,,N,1,Intermediate,1,,CHEMBL628136,,BAO_0000218
13545,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 11/44,,,50588,,N,1,Intermediate,1,,CHEMBL628137,,BAO_0000218
13546,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 14/28,,,50588,,N,1,Intermediate,1,,CHEMBL628138,,BAO_0000218
13547,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 15-28,,,50588,,N,1,Intermediate,1,,CHEMBL628139,,BAO_0000218
13548,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 2/3,,,50588,,N,1,Intermediate,1,,CHEMBL628140,,BAO_0000218
13549,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 26/32,,,50588,,N,1,Intermediate,1,,CHEMBL628141,,BAO_0000218
13550,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/1,,,50588,,N,1,Intermediate,1,,CHEMBL628142,,BAO_0000218
13551,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/12,,,50588,,N,1,Intermediate,1,,CHEMBL628143,,BAO_0000218
13552,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 6/7,,,50588,,N,1,Intermediate,1,,CHEMBL628144,,BAO_0000218
13553,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 7/6,,,50588,,N,1,Intermediate,1,,CHEMBL628145,,BAO_0000218
13554,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/12,,,50588,,N,1,Intermediate,1,,CHEMBL628146,,BAO_0000218
13555,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/27,,,50588,,N,1,Intermediate,1,,CHEMBL625355,,BAO_0000218
13556,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/14,,,50588,,N,1,Intermediate,1,,CHEMBL625356,,BAO_0000218
13557,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/16,,,50588,,N,1,Intermediate,1,,CHEMBL625357,,BAO_0000218
13558,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/60 range (low/high); 12/23,,,50588,,N,1,Intermediate,1,,CHEMBL625527,,BAO_0000218
13559,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3 range (low/high),,,50588,,N,1,Intermediate,1,,CHEMBL875473,,BAO_0000218
13560,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 10/22,,,50588,,N,1,Intermediate,1,,CHEMBL625528,,BAO_0000218
13561,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 4/12,,,50597,,N,1,Intermediate,1,,CHEMBL626304,,BAO_0000218
13562,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a 10/30 dose range; 11/-11,1637.0,,50588,,N,1,Intermediate,1,,CHEMBL624138,,BAO_0000218
13563,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624139,,BAO_0000100
13564,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624140,,BAO_0000100
13565,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624141,,BAO_0000100
13566,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624142,,BAO_0000100
13567,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624143,,BAO_0000100
13568,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624144,,BAO_0000100
13569,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624145,,BAO_0000100
13570,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624146,,BAO_0000100
13571,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624147,,BAO_0000100
13572,,Calculated partition coefficient (clogP) (MacLogP),,,22229,,U,0,Autocuration,1,,CHEMBL883123,,BAO_0000100
13573,,Partition coefficient (logP),,,22224,,U,0,Autocuration,1,,CHEMBL624148,,BAO_0000019
13574,,Kinetic parameter was determined,,,22224,,U,0,Autocuration,1,,CHEMBL874416,,BAO_0000019
13575,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624149,,BAO_0000100
13576,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL624150,,BAO_0000100
13577,,Lipophilicity was determined,,,22224,,U,0,Autocuration,1,,CHEMBL624151,,BAO_0000100
13578,,Lipophilicity was determined,,,22224,,U,0,Autocuration,1,,CHEMBL624152,,BAO_0000100
13579,,Lipophilicity was determined,,,22224,,U,0,Autocuration,1,,CHEMBL622139,,BAO_0000100
13580,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL622140,,BAO_0000100
13581,,Lipophilicity was determined,,,22224,,U,0,Autocuration,1,,CHEMBL622141,,BAO_0000100
13582,,Lipophilicity in octanol-water,,,22224,,U,0,Autocuration,1,,CHEMBL622142,,BAO_0000100
13583,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL622143,,BAO_0000100
13584,,Octanol-water partition coefficient was determined,,,22229,,U,0,Autocuration,1,,CHEMBL622144,,BAO_0000100
13585,,Partition coefficient (logP),,,22224,,U,0,Autocuration,1,,CHEMBL877473,,BAO_0000019
13586,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL622145,,BAO_0000100
13587,,Partition coefficient was determined; ND means not determined,,,22224,,U,0,Autocuration,1,,CHEMBL622146,,BAO_0000019
13588,,Calculated partition coefficient (clogP),,,22229,,U,0,Autocuration,1,,CHEMBL622147,,BAO_0000100
13589,,Partition coefficient of the compound,,,22224,,U,0,Autocuration,1,,CHEMBL622148,,BAO_0000019
13590,,Permeability was determined,,,22224,,U,0,Autocuration,1,,CHEMBL883124,,BAO_0000019
13591,,The compound was evaluated for the partition coefficient,,,22229,,U,0,Autocuration,1,,CHEMBL622149,,BAO_0000100
13592,,Partition coefficient (logP),,,22224,,U,0,Autocuration,1,,CHEMBL622150,,BAO_0000019
13593,,The lipophilicity was reported,,,22224,,U,0,Autocuration,1,,CHEMBL622151,,BAO_0000100
13594,,logarithm of the octanol-water partition coefficient for the compound,,,22229,,U,0,Autocuration,1,,CHEMBL622152,,BAO_0000100
13595,,Clogp value was determined,,,22224,,U,0,Autocuration,1,,CHEMBL622153,,BAO_0000019
13596,,Clp at a dose of 1.5 mg/kg,,,22224,,U,0,Autocuration,1,,CHEMBL877474,,BAO_0000218
13597,,Clp at a dose of 2.0 mg/kg,,,22224,,U,0,Autocuration,1,,CHEMBL622154,,BAO_0000218
13598,,"Clp, plasma clearance at a dose of 10 mg/kg",1969.0,,22224,,U,0,Autocuration,1,,CHEMBL622155,,BAO_0000218
13599,,"Clp, plasma clearance at a dose of 50 mg/kg",1969.0,,22224,,U,0,Autocuration,1,,CHEMBL622156,,BAO_0000218
13600,,Compound was tested for plasma clearance in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622157,,BAO_0000218
13601,,Compound was tested for plasma clearance in rat; Not determined,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622158,,BAO_0000218
13602,,Plasma clearance (pharmacokinetic parameter) in rat (in vivo) at a dose of 10 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL622807,,BAO_0000218
13603,,Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg,,,50797,,N,1,Intermediate,1,,CHEMBL622808,,BAO_0000218
13604,,Plasma clearance by iv administration at a dose 0.003 ug/mL,,,22224,,U,0,Autocuration,1,,CHEMBL622809,,BAO_0000218
13605,,Plasma clearance determined,,,22224,,U,0,Autocuration,1,,CHEMBL622810,,BAO_0000218
13606,,Plasma clearance after iv administration at 3 mg/kg in hamster,,,100712,,N,1,Intermediate,1,,CHEMBL876653,,BAO_0000218
13607,,Plasma clearance after iv administration at 4 mg/kg in hamster,,,100712,,N,1,Intermediate,1,,CHEMBL622811,,BAO_0000218
13608,,Rate of clearance in rat was determined,,,50597,,N,1,Intermediate,1,,CHEMBL622986,,BAO_0000218
13609,,Total plasma clearance Clp was determined for the compound after iv dose of 5.06 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622987,,BAO_0000218
13610,,Total plasma clearance after iv dose of 5.10 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622988,,BAO_0000218
13611,,Total plasma clearance was determined for the compound after iv dose of 4.74 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622989,,BAO_0000218
13612,,Total plasma clearance was determined for the compound after iv dose of 4.97 mg/kg in rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622990,,BAO_0000218
13613,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,1969.0,,22224,,U,0,Autocuration,1,,CHEMBL622991,,BAO_0000218
13614,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL622227,,BAO_0000218
13615,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,1969.0,,50588,,N,1,Intermediate,1,,CHEMBL622228,,BAO_0000218
13616,,Clpl value in rat,,,50597,,N,1,Intermediate,1,,CHEMBL622229,,BAO_0000218
13617,,Cmax (ng /mL) value after oral administration of 10 mg/kg in guinea pig.,,,50512,,N,1,Intermediate,1,,CHEMBL622230,,BAO_0000218
13618,,Cmax after an oral dose of 10 uM/Kg in male Sprague-Dawley rats,,,50597,,N,1,Intermediate,1,,CHEMBL622231,,BAO_0000218
13619,,Cmax after an oral dose of 10 uM/Kg in male cynomolgus monkeys,,,100710,,N,1,Intermediate,1,,CHEMBL622232,,BAO_0000218
13620,,Cmax in minutes at a iv dose of 1.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622233,,BAO_0000218
13621,,Cmax in minutes at a iv dose of 2.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622234,,BAO_0000218
13622,,Cmax in minutes at a iv dose of 4.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622235,,BAO_0000218
13623,,Cmax in minutes at a iv dose of 5.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622236,,BAO_0000218
13624,,Cmax in minutes at a iv dose of 54.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622237,,BAO_0000218
13625,,Cmax in minutes at a po dose of 10.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL877482,,BAO_0000218
13626,,Cmax in minutes at a po dose of 20.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622238,,BAO_0000218
13627,,Cmax in minutes at a po dose of 40.0(pmol/g/h).,,,22224,,U,0,Autocuration,1,,CHEMBL622239,,BAO_0000218
13628,,Cmax was calculated as maximum concentration reached in the blood,178.0,,22224,,U,0,Autocuration,1,,CHEMBL622240,,BAO_0000218
13629,,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate,178.0,,22224,,U,0,Autocuration,1,,CHEMBL622241,,BAO_0000218
13630,,Cmax was determine after peroral administration at 10 mpk in Rat,,,50597,,N,1,Intermediate,1,,CHEMBL631013,,BAO_0000218
13631,,Cmax was determine after peroral administration at 10 mpk in Rhesus,,,50797,,N,1,Intermediate,1,,CHEMBL631014,,BAO_0000218
13632,,Cmax was determine after peroral administration at 10 mpk in dog,,,50588,,N,1,Intermediate,1,,CHEMBL631015,,BAO_0000218
13633,,Cmax was determine after peroral administration at 160 mpk in Rat,,,50597,,N,1,Intermediate,1,,CHEMBL631016,,BAO_0000218
13634,,Cmax was determine after peroral administration at 20 mpk in Rat,,,50597,,N,1,Intermediate,1,,CHEMBL631017,,BAO_0000218
13635,,Cmax was determine after peroral administration at 50 mpk in Rat,,,50597,,N,1,Intermediate,1,,CHEMBL631018,,BAO_0000218
