assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
11924,1,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628668,,BAO_0000218,178.0,
11925,1,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628669,,BAO_0000218,178.0,
11926,1,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628670,,BAO_0000218,178.0,
11927,1,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628671,,BAO_0000218,178.0,
11928,1,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628672,,BAO_0000218,10000001.0,
11929,1,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL630300,,BAO_0000218,10000001.0,
11930,1,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629787,,BAO_0000218,10000001.0,
11931,1,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629788,,BAO_0000218,10000001.0,
11932,1,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629789,,BAO_0000218,955.0,
11933,1,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629790,,BAO_0000218,955.0,
11934,1,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629791,,BAO_0000218,955.0,
11935,1,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629792,,BAO_0000218,955.0,
11936,1,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629793,,BAO_0000218,955.0,
11937,1,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629794,,BAO_0000218,955.0,
11938,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL874459,,BAO_0000218,,
11939,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629795,,BAO_0000218,,
11940,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629796,,BAO_0000218,,
11941,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629797,,BAO_0000218,,
11942,1,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629798,,BAO_0000218,,
11943,1,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629799,,BAO_0000218,2369.0,
11944,1,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629800,,BAO_0000218,2369.0,
11945,1,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629801,,BAO_0000218,2369.0,
11946,1,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629802,,BAO_0000218,2369.0,
11947,1,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629803,,BAO_0000218,2369.0,
11948,1,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629804,,BAO_0000218,178.0,
11949,1,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629805,,BAO_0000218,178.0,
11950,1,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629806,,BAO_0000218,178.0,
11951,1,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629807,,BAO_0000218,178.0,
11952,1,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629808,,BAO_0000218,178.0,
11953,1,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629809,,BAO_0000218,955.0,
11954,1,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629810,,BAO_0000218,955.0,
11955,1,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629811,,BAO_0000218,955.0,
11956,1,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629812,,BAO_0000218,955.0,
11957,1,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629813,,BAO_0000218,955.0,
11958,1,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL874460,,BAO_0000218,955.0,
11959,1,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629814,,BAO_0000218,,
11960,1,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629815,,BAO_0000218,,
11961,1,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629816,,BAO_0000218,,
11962,1,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL629817,,BAO_0000218,,
11963,1,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626643,,BAO_0000218,2113.0,
11964,1,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626644,,BAO_0000218,2113.0,
11965,1,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626806,,BAO_0000218,2113.0,
11966,1,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL626807,,BAO_0000218,2113.0,
11967,1,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627261,,BAO_0000218,2107.0,
11968,1,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627262,,BAO_0000218,2107.0,
11969,1,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627263,,BAO_0000218,2107.0,
11970,1,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627264,,BAO_0000218,2107.0,
11971,1,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627265,,BAO_0000218,2048.0,
11972,1,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627266,,BAO_0000218,2048.0,
11973,1,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627267,,BAO_0000218,2048.0,
11974,1,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627268,,BAO_0000218,2048.0,
11975,1,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627269,,BAO_0000218,2385.0,
11976,1,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627270,,BAO_0000218,2385.0,
11977,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627271,,BAO_0000218,,
11978,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627946,,BAO_0000218,,
11979,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL875472,,BAO_0000218,,
11980,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627947,,BAO_0000218,,
11981,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627948,,BAO_0000218,,
11982,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628113,,BAO_0000218,,
11983,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628114,,BAO_0000218,,
11984,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628115,,BAO_0000218,,
11985,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628116,,BAO_0000218,,
11986,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628117,,BAO_0000218,,
11987,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628118,,BAO_0000218,,
11988,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628119,,BAO_0000218,,
11989,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628120,,BAO_0000218,,
11990,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628121,,BAO_0000218,,
11991,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628122,,BAO_0000218,,
11992,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627297,,BAO_0000218,,
11993,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627298,,BAO_0000218,,
11994,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627299,,BAO_0000218,,
11995,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627300,,BAO_0000218,,
11996,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627301,,BAO_0000218,,
11997,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627302,,BAO_0000218,,
11998,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627303,,BAO_0000218,,
11999,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627304,,BAO_0000218,,
12000,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627305,,BAO_0000218,,
12001,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627306,,BAO_0000218,,
12002,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623982,,BAO_0000218,,
12003,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623983,,BAO_0000218,,
12004,1,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL623984,,BAO_0000218,,
