assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
6879,,Plasma,,Mus musculus,CHEMBL623330,2675,,50594,Intermediate,10090.0,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,In vivo,,,N
6880,,,,Mus musculus,CHEMBL876789,5399,,50594,Intermediate,10090.0,Dose at which the compound induced fecal excretion in mice,A,,,,N
6893,,,,Rattus norvegicus,CHEMBL623333,11819,,80013,Expert,10116.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,F,,A10,,N
6894,,,,Rattus norvegicus,CHEMBL623334,11819,,80013,Expert,10116.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,F,,A10,,N
6895,,,,Rattus norvegicus,CHEMBL627536,11819,,80013,Expert,10116.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,F,,A10,,N
6896,,,,Rattus norvegicus,CHEMBL627537,11819,,80013,Expert,10116.0,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,F,,A10,,N
6897,,,,Rattus norvegicus,CHEMBL627538,16361,,80013,Intermediate,10116.0,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),F,,A10,,N
6898,,,,Homo sapiens,CHEMBL884106,2288,,80655,Intermediate,9606.0,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,,A121,,N
6899,,,,Homo sapiens,CHEMBL625294,10404,,80655,Intermediate,9606.0,Anticancer activity against human ovarian carcinoma A121 cells,F,,A121,,N
6900,,,,Homo sapiens,CHEMBL625295,14790,,80655,Intermediate,9606.0,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,F,,A121,,N
6901,,,,Homo sapiens,CHEMBL625296,14790,,80655,Intermediate,9606.0,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,F,,A121,,N
6902,,,,Homo sapiens,CHEMBL625297,14253,,80655,Expert,9606.0,Growth inhibition of human ovarian carcinoma (A121) cell line,F,,A121,,N
6903,,,,Homo sapiens,CHEMBL625298,13617,,80655,Expert,9606.0,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,F,,A121,,N
6904,,,,Homo sapiens,CHEMBL625960,1003,,80655,Intermediate,9606.0,Cytotoxicity against human A121 ovarian cells,F,,A121,,N
6905,,,,Homo sapiens,CHEMBL625961,830,,80655,Intermediate,9606.0,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,F,,A121,,N
6906,,,,Homo sapiens,CHEMBL625962,12307,,80655,Intermediate,9606.0,In vitro cytotoxicity against human ovarian carcinoma A21,F,,A121,,N
6907,,,,Homo sapiens,CHEMBL624717,14254,,80655,Intermediate,9606.0,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,F,,A121,,N
6908,,,,Homo sapiens,CHEMBL624718,13370,,80655,Intermediate,9606.0,Inhibitory activity of compound against human A121 ovarian cell line.,F,,A121,,N
6909,,,,Homo sapiens,CHEMBL624719,14790,,80655,Intermediate,9606.0,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,F,,A121,,N
6910,,,,Homo sapiens,CHEMBL624720,3614,,80655,Intermediate,9606.0,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,F,,A121,,N
6911,,,,Homo sapiens,CHEMBL624721,2664,,80012,Intermediate,9606.0,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,F,,A 172,,N
6912,,,,Homo sapiens,CHEMBL624722,2037,,80012,Expert,9606.0,In vitro cytotoxicity against A172 human tumor cell lines.,F,,A 172,,N
6913,,,,Homo sapiens,CHEMBL877597,14539,,80012,Intermediate,9606.0,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,F,,A 172,,N
6914,,,,Homo sapiens,CHEMBL624723,2836,,80012,Intermediate,9606.0,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,F,,A 172,,N
6915,,,,Homo sapiens,CHEMBL624724,10708,,80012,Intermediate,9606.0,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,F,,A 172,,N
6916,,,,Canis lupus familiaris,CHEMBL624725,8975,,104729,Autocuration,9615.0,Association constant against A2 adenosine receptor,B,,,,H
6917,,,,fish,CHEMBL624726,7645,,80656,Intermediate,,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,F,,A2,,N
6918,,,,Rattus norvegicus,CHEMBL857535,11377,,104713,Autocuration,10116.0,Ratio of Ki for adenosine A2 and A1 receptor binding,B,,,,D
6919,,,,Homo sapiens,CHEMBL624727,13528,,80014,Expert,9606.0,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,F,,A204,,N
6920,,,,Homo sapiens,CHEMBL624728,10160,,80014,Expert,9606.0,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,F,,A204,,N
6921,,,,Homo sapiens,CHEMBL624729,15144,,80015,Intermediate,9606.0,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,F,,A2058,,N
6922,,,,Homo sapiens,CHEMBL624730,13160,,80657,Intermediate,9606.0,Growth inhibition against Human squamous cell line(A 253),F,,A253 cell line,,N
6923,,,,Homo sapiens,CHEMBL624731,12898,,80657,Intermediate,9606.0,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,F,,A253 cell line,,N
6924,,,,Homo sapiens,CHEMBL624732,13069,,80657,Intermediate,9606.0,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,F,,A253 cell line,,N
6925,,,,Homo sapiens,CHEMBL883245,15984,,80657,Intermediate,9606.0,Growth inhibition of A253 cell lines.,F,,A253 cell line,,N
6926,,,,Homo sapiens,CHEMBL624733,15564,,80657,Intermediate,9606.0,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),F,,A253 cell line,,N
6927,,,,Homo sapiens,CHEMBL624734,15564,,80657,Intermediate,9606.0,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,A253 cell line,,N
6928,,,,Homo sapiens,CHEMBL624735,15564,,80657,Intermediate,9606.0,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,F,,A253 cell line,,N
6929,,,,Homo sapiens,CHEMBL621780,4720,,81034,Intermediate,9606.0,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,F,,A2780,,N
6930,,,,Homo sapiens,CHEMBL877598,16112,,81034,Intermediate,9606.0,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,F,,A2780,,N
6931,,,,Homo sapiens,CHEMBL621781,16597,,81034,Expert,9606.0,Cytotoxic activity against A2780 human ovarian carcinoma cell line,F,,A2780,,N
6932,,,,Homo sapiens,CHEMBL621782,16378,,81034,Intermediate,9606.0,Cytotoxicity against human cancer cell lines A2780 (ovarian),F,,A2780,,N
6933,,,,Homo sapiens,CHEMBL621783,16085,,81034,Expert,9606.0,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,F,,A2780,,N
6934,,,,Homo sapiens,CHEMBL621784,16317,,81034,Intermediate,9606.0,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,F,,A2780,,N
6935,,,,Homo sapiens,CHEMBL621785,15748,,81034,Intermediate,9606.0,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,A2780,,N
6936,,,,Homo sapiens,CHEMBL621968,16597,,81034,Expert,9606.0,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,F,,A2780,,N
6937,,,,Homo sapiens,CHEMBL621969,16597,,81034,Expert,9606.0,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,F,,A2780,,N
6938,,,,Homo sapiens,CHEMBL621970,16597,,81034,Expert,9606.0,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,F,,A2780,,N
6939,,,,Homo sapiens,CHEMBL621971,15608,,81034,Intermediate,9606.0,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,F,,A2780,,N
6940,,,,Homo sapiens,CHEMBL621972,15608,,81034,Intermediate,9606.0,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,F,,A2780,,N
6941,,,,Homo sapiens,CHEMBL884108,15608,,81034,Intermediate,9606.0,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,F,,A2780,,N
6942,,,,Cricetulus griseus,CHEMBL623826,15296,,22224,Autocuration,10029.0,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,,,U
6943,,,,Cricetulus griseus,CHEMBL623827,10251,,22224,Autocuration,10029.0,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,A,,CHO-AA8,,U
6944,,,,Cricetulus griseus,CHEMBL623828,10251,,22224,Autocuration,10029.0,Evaluated for growth inhibition of AA8 cells under aerobic conditions,F,,CHO-AA8,,U
6945,,,,Cricetulus griseus,CHEMBL623829,10251,,22224,Autocuration,10029.0,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,F,,CHO-AA8,,U
6946,,,,Cricetulus griseus,CHEMBL623830,10251,,22224,Autocuration,10029.0,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),F,,CHO-AA8,,U
6947,,,,Cricetulus griseus,CHEMBL623831,11858,,22224,Autocuration,10029.0,Growth inhibition against CHO-derived cell line AA8,F,,,,U
6948,,,,Cricetulus griseus,CHEMBL623832,11858,,22224,Autocuration,10029.0,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],F,,CHO-AA8,,U
6949,,,,hampster,CHEMBL623833,11616,,80089,Expert,36483.0,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,F,,CHO-AA8,,N
6950,,,,Cricetulus griseus,CHEMBL623834,11616,,80089,Expert,10029.0,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,F,,CHO-AA8,,N
6951,,,,Cricetulus griseus,CHEMBL623835,10518,,22224,Autocuration,10029.0,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,F,,CHO-AA8,,U
6952,,,,Cricetulus griseus,CHEMBL623836,11396,,22224,Autocuration,10029.0,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,F,,CHO-AA8,,U
6953,,,,Cricetulus griseus,CHEMBL623837,10518,,22224,Autocuration,10029.0,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,F,,CHO-AA8,,U
6954,,,,Cricetulus griseus,CHEMBL623838,11616,,80089,Expert,10029.0,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,F,,CHO-AA8,,N
6955,,,,,CHEMBL623839,14837,,12675,Autocuration,,compound was evaluated for association constant (Ka) of isolated serum protein AAG,F,,,,H
6956,,,,,CHEMBL623840,14837,,12675,Autocuration,,Number of binding sites (n) of isolated serum protein AAG,F,,,,H
6957,,,,,CHEMBL623841,16037,,22222,Intermediate,,Association constant for binding to AATT duplex,B,,,,M
6958,,,,Homo sapiens,CHEMBL623842,16597,,100090,Expert,9606.0,Inhibition of ABAE human fibroblast cell proliferation,F,,ABAE,,N
6959,,,,Mus musculus,CHEMBL623843,8831,,80668,Intermediate,10090.0,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",F,,AC755,,N
6960,,,,Oryctolagus cuniculus,CHEMBL618669,13419,,102444,Expert,9986.0,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,F,,,,D
6961,,,,Oryctolagus cuniculus,CHEMBL618670,13419,,102444,Expert,9986.0,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,F,In vivo,,,D
6962,,,,,CHEMBL618671,15778,,69,Autocuration,,Inhibitory activity against angiotensin-converting enzyme (ACE).,B,,,,H
6963,,,,,CHEMBL618672,15778,,69,Autocuration,,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,B,,,,H
6964,,,,Homo sapiens,CHEMBL618673,12988,,80669,Intermediate,9606.0,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,F,,ACH-2 cell line,,N
6965,,,,Homo sapiens,CHEMBL618674,12988,,80669,Intermediate,9606.0,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),F,,ACH-2 cell line,,N
6966,,,,Human immunodeficiency virus 1,CHEMBL618675,12988,,22224,Autocuration,11676.0,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,F,,T cell line,,U
6967,,,,Human immunodeficiency virus 1,CHEMBL618676,12988,,22224,Autocuration,11676.0,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),F,,T cell line,,U
6968,,,,Human immunodeficiency virus 1,CHEMBL618677,12988,,22224,Autocuration,11676.0,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),F,,T cell line,,U
6969,,,,Homo sapiens,CHEMBL618678,11843,,80025,Intermediate,9606.0,Inhibition of growth of renal cancer ACHN cell line,F,,ACHN,,N
6970,,,,Homo sapiens,CHEMBL618679,16939,,80025,Intermediate,9606.0,Inhibition of growth of ACHN renal cancer cell line,F,,ACHN,,N
6971,,,,Homo sapiens,CHEMBL618680,4782,,80025,Intermediate,9606.0,Inhibitory concentration required against ACHN renal cancer cell line,F,,ACHN,,N
6972,,,,Homo sapiens,CHEMBL618681,6310,,80025,Expert,9606.0,Concentration required to inhibit growth of human renal (ACHN) cell line,F,,ACHN,,N
6973,,,,Homo sapiens,CHEMBL618682,6310,,80025,Intermediate,9606.0,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,F,,ACHN,,N
6974,,,,Homo sapiens,CHEMBL618683,12858,,80025,Intermediate,9606.0,Cytotoxic activity against ACHN Renal cancer cell line,F,,ACHN,,N
6975,,,,Homo sapiens,CHEMBL618684,17380,,80025,Intermediate,9606.0,Cytotoxicity evaluation against ACHN renal cancer cells,F,,ACHN,,N
6976,,,,Homo sapiens,CHEMBL618685,5858,,80025,Intermediate,9606.0,In vitro antitumor activity against human renal ACHN cell line,F,,ACHN,,N
6977,,,,Homo sapiens,CHEMBL876499,3838,,80025,Intermediate,9606.0,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,ACHN,,N
6978,,,,Homo sapiens,CHEMBL618686,3838,,80025,Intermediate,9606.0,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,F,,ACHN,,N
6979,,,,Homo sapiens,CHEMBL618687,5406,,80025,Intermediate,9606.0,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",F,,ACHN,,N
6980,,,,Homo sapiens,CHEMBL618688,4071,,80025,Intermediate,9606.0,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,ACHN,,N
6981,,,,Homo sapiens,CHEMBL618689,4071,,80025,Expert,9606.0,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,F,,ACHN,,N
6982,,,,Homo sapiens,CHEMBL618690,4071,,80025,Intermediate,9606.0,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,F,,ACHN,,N
6983,,,,Homo sapiens,CHEMBL618691,15002,,80025,Intermediate,9606.0,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,F,,ACHN,,N
6984,,,,Homo sapiens,CHEMBL619373,14769,,80025,Intermediate,9606.0,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),F,,ACHN,,N
6985,,,,Homo sapiens,CHEMBL884008,13958,,80025,Intermediate,9606.0,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",F,,ACHN,,N
6986,,,,Homo sapiens,CHEMBL619374,1665,,80025,Intermediate,9606.0,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,F,,ACHN,,N
6987,,,,Homo sapiens,CHEMBL619375,15354,,80025,Intermediate,9606.0,Compound was tested for the growth inhibition of ACHN renal tumor cell line,F,,ACHN,,N
6988,,,,Homo sapiens,CHEMBL619376,15354,,80025,Intermediate,9606.0,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,F,,ACHN,,N
6989,,,,Homo sapiens,CHEMBL619377,13978,,80025,Intermediate,9606.0,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,F,,ACHN,,N
6990,,,,Homo sapiens,CHEMBL619378,6798,,80025,Intermediate,9606.0,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,F,,ACHN,,N
6991,,,,Canis lupus familiaris,CHEMBL872527,2959,,50588,Intermediate,9615.0,Tmax value after administration of 4 mg/Kg oral dose in dog,A,In vivo,,,N
6992,,,,Canis lupus familiaris,CHEMBL876500,9932,,50588,Intermediate,9615.0,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",A,,,,N
6993,,,,Canis lupus familiaris,CHEMBL619379,5546,,50588,Intermediate,9615.0,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,A,,,,N
6994,,,,Canis lupus familiaris,CHEMBL619538,16907,,50588,Intermediate,9615.0,Volume distribution after 15 mg/kg iv dose in Dogs,A,In vivo,,,N
6995,,,,Canis lupus familiaris,CHEMBL619539,16907,,50588,Intermediate,9615.0,Volume distribution after 30 mg/kg po dose in Dogs,A,In vivo,,,N
6996,,,,Canis lupus familiaris,CHEMBL619540,4257,,50588,Intermediate,9615.0,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,A,In vivo,,,N
