assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
7963,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.001 M/0.008 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Liver,
7964,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.01 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Liver,
7965,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.01 M/0.01 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Liver,
7966,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.05 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Liver,
7967,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.05 M/0.05 M GdDTPA-AEP,N,,,9866,A,Rattus norvegicus,,Liver,
7968,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.05 M/0.08 M GdDTPA-HPDP,N,,,9866,A,Rattus norvegicus,,Liver,
7969,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.10 M GdDTPA-BDP,N,,,9866,A,Rattus norvegicus,,Liver,
7970,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 0.10 M/0.11 M GdDTPA-AEP; ND=No data,N,,,9866,A,Rattus norvegicus,,Liver,
7971,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 50 Gd/kg at 2 hr,N,,,9866,A,Rattus norvegicus,,Liver,
7972,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of 50 Gd/kg at at 6 hr,N,,,9866,A,Rattus norvegicus,,Liver,
7973,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of GdDTPA at 15 min,N,,,9866,A,Rattus norvegicus,,Liver,
7974,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,N,,,9866,A,Rattus norvegicus,,Liver,
7975,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of GdDTPA at 30 min,N,,,9866,A,Rattus norvegicus,,Liver,
7976,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,N,,,9866,A,Rattus norvegicus,,Liver,
7977,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,N,,,9866,A,Rattus norvegicus,,Liver,
7978,Intermediate,10116.0,In vivo,1,,,T max was determined at 3 mg/kg po dose in rats,N,,,2792,A,Rattus norvegicus,,,
7979,Intermediate,10116.0,In vivo,1,,,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",N,,,15078,A,Rattus norvegicus,,,
7980,Intermediate,10116.0,In vivo,1,,,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",N,,,15078,A,Rattus norvegicus,,,
7981,Intermediate,10116.0,,1,,,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,N,,,15022,A,Rattus norvegicus,,,
7982,Intermediate,10116.0,,1,,,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,N,,,15022,A,Rattus norvegicus,,,
7983,Intermediate,10116.0,,1,,,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,N,,,15022,A,Rattus norvegicus,,,
7984,Intermediate,10116.0,,1,1969.0,,Time for maximum plasma concentration determined in rat,N,,,4576,A,Rattus norvegicus,,Plasma,
7985,Intermediate,10116.0,In vivo,1,1969.0,,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,N,,,6681,A,Rattus norvegicus,,Plasma,
7986,Intermediate,10116.0,In vivo,1,,,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,N,,,16365,A,Rattus norvegicus,,,
7987,Intermediate,10116.0,In vivo,1,,,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,N,,,16365,A,Rattus norvegicus,,,
7988,Intermediate,10116.0,In vivo,1,,,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,N,,,16365,A,Rattus norvegicus,,,
7989,Intermediate,10116.0,In vivo,1,,,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,N,,,16365,A,Rattus norvegicus,,,
7990,Intermediate,10116.0,In vivo,1,,,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,N,,,16365,A,Rattus norvegicus,,,
7991,Intermediate,10116.0,,1,1969.0,,Time of maximum plasma concentration in rat,N,,,6824,A,Rattus norvegicus,,Plasma,
7992,Intermediate,10116.0,,1,1969.0,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",N,,,6685,A,Rattus norvegicus,,Plasma,
7993,Intermediate,10116.0,,1,1969.0,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",N,,,6685,A,Rattus norvegicus,,Plasma,
7994,Intermediate,10116.0,,1,1969.0,,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",N,,,6685,A,Rattus norvegicus,,Plasma,
7995,Intermediate,10116.0,In vivo,1,,,Time required to reach maximum concentration (Cmax) after oral administration in rat,N,,,15662,A,Rattus norvegicus,,,
7996,Intermediate,10116.0,,1,1969.0,,Time required to reach maximum concentration in rat plasma,N,,,1742,A,Rattus norvegicus,,Plasma,
7997,Intermediate,10116.0,In vivo,1,1969.0,,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,N,,,2774,A,Rattus norvegicus,,Plasma,
7998,Intermediate,10116.0,In vivo,1,1969.0,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,N,,,5199,A,Rattus norvegicus,,Plasma,
7999,Intermediate,10116.0,In vivo,1,1969.0,,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,N,,,12873,A,Rattus norvegicus,,Plasma,
8000,Intermediate,10116.0,In vivo,1,1969.0,,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,N,,,12873,A,Rattus norvegicus,,Plasma,
8001,Intermediate,10116.0,In vivo,1,1969.0,,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,N,,,1916,A,Rattus norvegicus,,Plasma,
8002,Intermediate,10116.0,In vivo,1,,,Time to reach Cmax after oral administration to rats,N,,,16367,A,Rattus norvegicus,,,
8003,Intermediate,10116.0,In vivo,1,,,Time to reach Cmax when a dose of 1 mg/kg is administered orally,N,,,16366,A,Rattus norvegicus,,,
8004,Intermediate,10116.0,,1,,,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,N,,,216,A,Rattus norvegicus,,,
8005,Intermediate,10116.0,In vivo,1,1969.0,,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,N,,,6410,A,Rattus norvegicus,,Plasma,
8006,Intermediate,10116.0,In vivo,1,1969.0,,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,N,,,6410,A,Rattus norvegicus,,Plasma,
8007,Intermediate,10116.0,In vivo,1,,,Tmax after peroral administration (10 mg/kg) was determined in rat,N,,,6215,A,Rattus norvegicus,,,
8008,Expert,10116.0,In vivo,1,,,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,N,,,3598,A,Rattus norvegicus,,,
8009,Intermediate,10116.0,In vivo,1,,,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,N,,,4527,A,Rattus norvegicus,,,
8010,Intermediate,10116.0,In vivo,1,,,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",N,,,17670,A,Rattus norvegicus,,,
8011,Intermediate,10116.0,,1,,,Tmax was determined,N,,,1465,A,Rattus norvegicus,,,
8012,Intermediate,10116.0,,1,,,Tmax was determined,N,,,2552,A,Rattus norvegicus,,,
8013,Intermediate,10116.0,In vivo,1,,,Tmax after oral administration in rat,N,,,5656,A,Rattus norvegicus,,,
8014,Intermediate,10116.0,In vivo,1,,,Tmax after peroral administration in rats at 2.4 uM/kg,N,,,17764,A,Rattus norvegicus,,,
8015,Intermediate,10116.0,,1,,,Tmax in male rat,N,,,5610,A,Rattus norvegicus,,,
8016,Intermediate,10116.0,In vivo,1,,,Tmax in rat at 10 mg/kg,N,,,6046,A,Rattus norvegicus,,,
8017,Intermediate,10116.0,In vivo,1,,,Tmax in rat by po administration at a dose of 40 mg/kg,N,,,5874,A,Rattus norvegicus,,,
8018,Intermediate,10116.0,,1,,,Tmax in rats,N,,,17596,A,Rattus norvegicus,,,
8019,Intermediate,10116.0,In vivo,1,,,Tmax was measured in rats after peroral administration at 5 mg/kg,N,,,17804,A,Rattus norvegicus,,,
8020,Intermediate,10116.0,In vivo,1,,,Tmax value after oral dose at a dose of 10 mg/kg in rats.,N,,,1908,A,Rattus norvegicus,,,
8021,Intermediate,10116.0,In vivo,1,,,Tmax value after administration of 20 mg/Kg oral dose in rat,N,,,2959,A,Rattus norvegicus,,,
8022,Intermediate,10116.0,In vivo,1,,,Tmax value at a dose of 10 mg/kg in male SD rats,N,,,6757,A,Rattus norvegicus,,,
8023,Intermediate,10116.0,In vivo,1,,,Tmax value at a dose of 100 mg/kg in male SD rats,N,,,6757,A,Rattus norvegicus,,,
8024,Intermediate,10116.0,In vivo,1,,,Tmax value at a dose of 50 mg/kg in male SD rats,N,,,6757,A,Rattus norvegicus,,,
8025,Intermediate,10116.0,In vivo,1,1969.0,,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,N,,,4186,A,Rattus norvegicus,,Plasma,
8026,Intermediate,10116.0,In vivo,1,,,time required to reach maximum concentration (Cmax) after oral administration in rat,N,,,15662,A,Rattus norvegicus,,,
8027,Intermediate,10116.0,,1,1088.0,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),N,,,429,A,Rattus norvegicus,,Urine,
8028,Intermediate,10116.0,,1,1088.0,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),N,,,429,A,Rattus norvegicus,,Urine,
8029,Intermediate,10116.0,,1,,,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,N,,,5546,A,Rattus norvegicus,,,
8030,Intermediate,10116.0,,1,1088.0,,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,N,,,3173,A,Rattus norvegicus,,Urine,
8031,Intermediate,10116.0,,1,1088.0,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,N,,,3173,A,Rattus norvegicus,,Urine,
8032,Intermediate,10116.0,,1,1088.0,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,N,,,3173,A,Rattus norvegicus,,Urine,
8033,Intermediate,10116.0,In vivo,1,,,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,N,,,4257,A,Rattus norvegicus,,,
8034,Intermediate,10116.0,In vivo,1,,,Compound distribution in rat tissues was determined,N,,,6011,A,Rattus norvegicus,,,
8035,Intermediate,10116.0,In vivo,1,,,Volume of distribution was evaluated in rat,N,,,5472,A,Rattus norvegicus,,,
8036,Intermediate,10116.0,,1,,,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8037,Intermediate,10116.0,,1,,,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8038,Intermediate,9615.0,,1,,,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,N,,,14346,A,Canis lupus familiaris,,,
8039,Intermediate,10116.0,,1,,,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8040,Autocuration,,,1,,,Area under the curve was determined after oral administration (300 uM/Kg),U,,,15469,A,,,,
8041,Intermediate,10116.0,,1,,,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8042,Intermediate,10116.0,,1,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8043,Intermediate,10116.0,,1,,,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8044,Intermediate,10116.0,,1,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8045,Intermediate,10116.0,,1,,,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,N,,,14346,A,Rattus norvegicus,,,
8046,Intermediate,10116.0,,1,,,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,N,,,15372,A,Rattus norvegicus,,,
8047,Intermediate,9615.0,,1,1969.0,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,N,,,12935,A,Canis lupus familiaris,,Plasma,
8048,Intermediate,9615.0,,1,1969.0,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,N,,,12935,A,Canis lupus familiaris,,Plasma,
8049,Autocuration,,,1,,,Plasma drug AUC in rat (PO dose),U,,,14813,A,,,,
8050,Intermediate,10090.0,,1,,,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,N,,,15792,A,Mus musculus,,,
8051,Autocuration,,,1,,,Area under was determined at a dose of 30 mg/kg,U,,,3579,A,,,,
8052,Intermediate,9669.0,,1,,,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,N,,,12487,A,Mustela putorius furo,,,
8053,Intermediate,10116.0,,1,,,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,N,,,12487,A,Rattus norvegicus,,,
8054,Intermediate,10116.0,,1,,,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,N,,,12487,A,Rattus norvegicus,,,
8055,Intermediate,9669.0,,1,,,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,N,,,12487,A,Mustela putorius furo,,,
8056,Intermediate,9615.0,,1,,,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,N,,,12487,A,Canis lupus familiaris,,,
8057,Intermediate,9615.0,,1,,,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,N,,,12487,A,Canis lupus familiaris,,,
8058,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8059,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8060,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8061,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8062,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8063,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8064,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8065,Intermediate,10116.0,,1,,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",N,,,12902,A,Rattus norvegicus,,,
8066,Intermediate,10090.0,,1,,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,N,,,12745,A,Mus musculus,,,
8067,Intermediate,10090.0,,1,,,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,,12745,A,Mus musculus,,,
8068,Intermediate,10090.0,,1,,,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,N,,,12745,A,Mus musculus,,,
8069,Intermediate,10090.0,,1,,,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,,12745,A,Mus musculus,,,
8070,Intermediate,10090.0,,1,,,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,N,,,12745,A,Mus musculus,,,
8071,Intermediate,10090.0,,1,,,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,,12745,A,Mus musculus,,,
8072,Intermediate,10090.0,,1,,,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,N,,,12745,A,Mus musculus,,,
8073,Intermediate,10090.0,,1,,,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,,12745,A,Mus musculus,,,
8074,Autocuration,,,1,1969.0,,AUC in mice after oral dose (50 mg/kg),U,,,13298,A,,,Plasma,
8075,Intermediate,10090.0,,1,1977.0,,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,N,,,12226,A,Mus musculus,,Serum,
8076,Autocuration,,,1,1969.0,,AUC (0-4 hr) ug/ml/h,U,,,12634,A,,,Plasma,
8077,Intermediate,10116.0,,1,,,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,N,,,14810,A,Rattus norvegicus,,,
8078,Autocuration,,,1,,,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,U,,,13889,A,,,,
8079,Intermediate,10090.0,,1,,,Compound was evaluated for Area under curve in mice,N,,,10018,A,Mus musculus,,,
8080,Intermediate,10116.0,,1,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,N,,,8758,A,Rattus norvegicus,,,
8081,Autocuration,,,1,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,U,,,8758,F,,,,
8082,Intermediate,10116.0,,1,,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,N,,,8758,A,Rattus norvegicus,,,
8083,Autocuration,,,1,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,U,,,2249,A,,,,
8084,Autocuration,,,1,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,U,,,2249,A,,,,
