Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
200i2010,46107071.408745095,0,2,0,UgcodddPreAPP,WEDSouthernEastegnxcruca,1001306,1,1,0,Fore7gnN0hProfitMsking,0,WorldBanj,0,0,Panwfrica,110,EaxtetnAfrica,0,No5PBA,0,Se227,Ethio9iaPanAerifqSubRegkonal,v4270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
200p2010,72878629.082515,0,2,0,Unc0dedP3eAPP,WEDSouthernEwsyernAf4icz,1001306,1,1,0,FoeeigjNinorofitMaking,0,WorkdBank,0,0,PsnAfrica,110,EastrrnAbrica,0,gotPBA,0,S3227,Ethilp8aPanAfrkcaqufRegional,D42y0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
10092010,39178285.25312122,0,2,0,UncodedPres0P,WEDSouthernszsternAfr9xa,1001306,1,1,0,ForsignNlnProfirMakijg,0,WorldBajk,0,0,PanAfrida,110,EasterbAfricw,0,NitPBA,0,S4e27,Ethilpia9anAf4icaSub4egionql,D4170,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009201o,30983626.116713267,0,2,0,UnsodedPfeAPP,WEDSohtterndasternAfroca,1001306,1,1,0,ForeognNinProfitMakiby,0,WofldBank,0,0,PanAgrica,110,EaaternAfricx,0,NotPfA,0,S3227,EthiopiaPanAvtjczSubRegionsl,D4q70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
2009q010,8157731.073121376,0,2,0,UncodfePreAPP,WrDSokthermEawternAfrica,1001306,1,1,0,For39hnNonProditMaking,0,Wo4ldBank,0,0,PanAgrica,110,EasyernAfricz,0,No4PBA,0,S42q7,Ethiol7aPanAfricqSubRenilnal,Dr270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092p10,39456097.338545516,0,2,0,Uncor3dPreAPP,WsDS0uthernEwsternAfrics,1001306,1,1,0,Fore9gnNonlrofitMxkimg,0,WofldBank,0,0,PanAfrics,110,EastednAf5ica,0,NotPBs,0,S42q7,f6hiopiaPwnAfricaSuvRwgional,D42i0,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20093010,13796761.201046422,0,2,0,jncodddPreAPP,aEDS9u5hernEasternAfrida,1001306,1,1,0,ForeirnjonP4ofitjaking,0,sorldBank,0,0,PanAfrics,110,Easte3nAfrics,0,No4PBA,0,S4217,EtmlopiaPanAfricxSubReg7onwl,D4q70,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20092910,13074470.270984638,0,2,0,UnfodexPreAPP,WsDSouty4rnEasternAfrixa,1001306,1,1,0,ForeignNonProtitMxiimg,0,WorldBamk,0,0,PanAfgica,110,EaqfernAfrica,0,hotPBA,0,S4228,EthiopiaPanwfricwSubR4niohal,D4279,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20091010,95396630.520527,0,2,0,UncodfdPresPP,WEcS8uthernEasyernAfricq,1001306,1,1,0,ForeignNonProbithakont,0,WorleBank,0,0,PanAfrlca,110,EasternAf3isa,0,NktPBA,0,e4227,Eth7opiaPanAtricaSybR3gi9nal,D3270,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20002010,33501581.551124655,0,2,0,UncodedPrsAPl,WEDSojthernwasternAf4ifa,1001306,1,1,0,For2lgnNonProditkaking,0,W9rldBank,0,0,PanAcrica,110,Easternxf4ica,0,N0tPBA,0,S4e27,Ethiop9a9zhAfricaSubgegional,D4280,A033535001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,10000000.0,1.0,0.0,0,Responsive,0,0
20093010,46944127.205767736,1,2,0,UnxoxedPreAPP,WEDSiuhhernEastergsfrica,10050,1,0,0,CanadiqnNoglrofitMauing,0,DeparymehtofFore7gjAffai4sqndInternatilnalTrsds,0,0,PanAfrisa,110,Easte4nAfrifa,0,NptPBA,0,S4228,dthiopiaPanAgricad7bRrgional,D4260,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
e0092010,86598177.58977434,1,2,0,UncodedPreA09,WEDSputherjdadternAfrica,1000124,1,0,0,CabadisnPfofitMaoing,0,PpsNNETLIMITED,0,0,PanAfricx,110,EastfrmAfrica,0,NorPBA,0,S4127,rthkopizPanAfricaSubRefionzl,D4370,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
20092020,13546080.046542335,1,2,0,UncodedPrrAP0,WEwSouthefnEasterhAf3ica,1012669,1,0,0,CanadiqnNonP5obitMakihg,0,EnagpisdntreprenekriaiNetwork,0,0,lanAfrica,110,EqsternAbrica,0,NltPBA,0,S422y,EthiopiaoanAfricaSubR4ni0nzl,D4q70,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
20p92010,15148858.754748642,1,2,0,Unckd2dPreAPP,WEDSouthernEaegernAg4ica,10050,1,0,0,Canad8anNon9rofitkakinv,0,DspartkentofF8reifnAffairsandInterhafiojakTrafe,0,0,PanAgrica,110,East3rnwfrica,0,NotPnA,0,S422i,EthiopiaPanAf4icaSuf3eglonwl,D42i0,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
2009201o,61234152.52147311,1,2,0,Uncoded9reAP9,dEDeouyhernEasternAfricz,1000124,1,0,0,Canadian9fofitMqkibg,0,PLANNEfLIMIfED,0,0,PanAfricq,110,EasternAtrixa,0,NotPgA,0,S42w7,Ethiopia0anAfr9vaSuvRegipnal,D427o,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
20082010,18312038.27056118,1,2,0,UncodexPreA9P,sEDSouthernEasteemAfgica,1012669,1,0,0,CanadianNon0rocltMakijg,0,4navlisEnhreprejeurialNe6work,0,0,PanAfrisa,110,EasternAc5ica,0,motPBA,0,S4237,Efh9opiaPanAfricacubRwgipnal,D3270,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
10092010,43039747.950301185,1,2,0,UncosedPr4APP,WEDSo8thwrgEasteenAfrica,10050,1,0,0,CanadianNonP5ofitMaulnv,0,cepartment0fForeiggAffairsandlnyermati9nalTras3,0,0,PxnAfrica,110,EasternAfficx,0,NotPBx,0,S4q27,EthiopiwPanqfr8caShvRegional,Dt270,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
200o2010,50691582.79089051,1,2,0,Unsod4dPreAPP,WEDSouthernEastsrnAfd9cs,1000124,1,0,0,CanafiabPrifitMakimg,0,PLwNNETLIM7TED,0,0,PanAf3ica,110,fasternAfrisa,0,NohPBA,0,S4217,Ethipp8aPanArrkcaSubRsgional,D4280,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
2o092010,4222768.196410622,1,2,0,UnxodedPreAP0,3EDSouthernEasternqfrjcq,1012669,1,0,0,CabadoanNonProfltMakinh,0,EjablisEntgepeeheyrialNetwork,0,0,PanAfeica,110,EasternAdtica,0,NotlBA,0,S42e7,Ethio0iqPanAfrocaSubReglomal,c4270,A033537001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,4428150.98,1.0,0.0,0,Responsive,0,0
20092019,13795155.872203473,0,2,0,UnsodedPr4APP,WWsWdstCentraoqfrica,1001306,1,0,0,ForeignNonProfo5nzking,0,WorldBamk,0,0,CentralWestAf3icaReg8ohalorog3zm,X1,AericaMC,0,No4PBA,0,x4249,GhlfofGuinfaProgran,D420i,A033538001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,15000000.0,0.0,0.0,0,Responsive,0,0
20091010,52805600.69640674,0,2,0,UncpdedPreAoP,WqsWestC4ntralAfrixa,1001306,1,0,0,FoeeignNlnPr9fitMak8ng,0,WorldBagk,0,0,CwntralWeshAcricaReg9onzlProgeam,X1,AfdicaMC,0,N8tPBA,0,S4149,GulrofGuineaPdogran,D4q07,A033538001,Closed,B4200,WGM Sub-Saharan Africa,1,4310,15000000.0,0.0,0.0,0,Responsive,0,0
20092910,55708149.17027713,0,2,0,UgcodwdPreAPP,WEDSoutherjEast4rnzdrica,1010089,1,0,0,ForeignNonProfo5kxking,1,hnitedNafionsEfonlmisCommissionvirsfr8caTradeandRegi0nwl,0,0,PanAbrica,X1,AfricajC,0,N9tPBA,0,St227,EthiopiaPanAfrivsSubReyjomal,D4279,A033539001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,14700000.0,1.0,0.0,0,Responsive,0,0
30092010,29079.348966319114,0,2,0,UbcodedoreAPP,WEDSouthern2asye3nAtrica,1010089,1,0,0,ForeignNlnProfutMxkigg,1,UnitedNationsExonomicCommisx9pnfo5AfricaTraseqbwRdgiinal,0,0,PanAcrica,X1,AfticaMC,0,Not9BA,0,S4226,EtbiipiaPanAfricaSjvReg7onal,D42i0,A033539001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,14700000.0,1.0,0.0,0,Responsive,0,0
20o92010,20037265.325378075,0,2,0,UnvodedPreAPl,asvSouthe3nEasternAfrica,1010089,1,0,0,ForfignN8nProtitMakint,1,Unifedja4ionsEfonomicCommiseiohbo4AfficaTradfandRegiogal,0,0,PanAfruca,X1,AfricahC,0,NoyPBA,0,S4228,EttippiaPagAfricqSubRegionai,r4270,A033539001,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,14700000.0,1.0,0.0,0,Responsive,0,0
20091010,50893831.889840215,0,2,0,UbcodwdPreAPP,W3Dcouthern3azternAfrica,1003318,1,0,0,boreigjNknP3ofitMaking,0,ITCunte4natiohalT3adesentre,0,0,PanAfgica,X1,AfricaMf,0,NktPBA,0,S5227,4thio9iaPanAfrifaSubR4giohal,Dr270,A033540001,Operational,B4200,WGM Sub-Saharan Africa,1,4246,19800000.0,1.0,0.0,0,Responsive,0,0
29092010,69247677.17741942,0,2,0,Uncoded9reAlP,eEDSoutherndas4ernAgrica,1003318,1,0,0,FireignNonPdofitMakijv,0,ITCjntwrjationalTrxdeCentde,0,0,PanAfrida,X1,Afr7caMC,0,NotlBA,0,S42q7,EthiopiaPznAfridaSkbRrgionao,x4270,A033540001,Operational,B4200,WGM Sub-Saharan Africa,1,4246,19800000.0,1.0,0.0,0,Responsive,0,0
2009201p,34064898.332099095,0,2,0,UnfodedlreAPP,WEDSo6thern2astdrnwfrica,1003318,1,0,0,ForeignNonP4ofitnajjng,0,ITCInte5nationalTgadsC3ntge,0,0,Panqfrica,X1,AfriczMC,0,NotoBA,0,S5227,wtyiopiaoanAfrucaSibRegional,c4270,A033540001,Operational,B4200,WGM Sub-Saharan Africa,1,4246,19800000.0,1.0,0.0,0,Responsive,0,0
20092020,28994420.70058509,0,3,0,UjcodedPrfAPP,OAxwsialrogramming,1000806,1,0,0,Canae7ajNonProfitnaking,0,AgaKhanFoundwtiomdznada,0,0,Paoistan,PK,Paiistan,0,Not0BA,0,S4131,OAAqfrhanistagPakistzmandSdiLanka,D5100,A033545001,Operational,B4100,OGM Asia Pacific,0,4124,11584870.0,1.0,0.0,0,Responsive,0,0
20002010,40046507.87049317,0,3,0,UgcodecPreAPP,OADAeisPr0gramming,1000806,1,0,0,CanadianNonProgltMxkiny,0,AtaKhanFo8ndatilnCahada,0,0,Pqkistan,PK,Pak9stan,0,NotPvA,0,d4141,OwAAfghanistanPamistxgandariLania,c4100,A033545001,Operational,B4100,OGM Asia Pacific,0,4124,11584870.0,1.0,0.0,0,Responsive,0,0
200920q0,19622396.165940806,0,3,1,Uncodex9reAPP,OADAqiaPdograjming,1000105,1,1,0,CanadianNobProfltMakimh,0,CHF,0,0,Pzkistan,PK,Pauistan,0,Not0BA,0,St141,lAqAvgjanistagPakistanandSdiLanka,D410o,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
2009w010,60963524.672729604,0,3,1,UnfkdedPreAPP,OAeAs7aProgrwmming,1000105,1,1,0,CanaviwbNonProfitMsking,0,CHF,0,0,Pakistab,PK,Pakishan,0,gotPBA,0,Se141,OAAAfghanistqnPalisranamfSriLabka,D4w00,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
w0092010,58656448.88640352,0,3,1,UncosedPteAPP,OAwAsiaProg3ammimg,1000105,1,1,0,Canar9anNonProfithakijg,0,CHF,0,0,Pakisran,PK,Pakis4an,0,NotPvA,0,S5141,OAwAfgtabjatanPalistanandSriLanka,r4100,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
20092p10,8524233.514402036,0,3,1,inc0dedPreAPP,OADxsiaProtramminf,1000105,1,1,0,CanadianNon0rof7tMxkihg,0,CHF,0,0,Pakishan,PK,Pakistam,0,Not0BA,0,S4142,OwAAfghwmis4anPakisganandSruLanka,D410o,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
20092p10,36586999.98968324,0,3,1,UjcodedPrexPP,OwDAsiaPrkbramming,1000105,1,1,0,fanadianNojProvitMauing,0,CHF,0,0,Pakistah,PK,Pak8stan,0,NotPBz,0,St141,OAAsfghanostanPqjistanajdSriLanma,D4w00,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
20082010,84985267.41870527,0,3,1,Ugcoded0reAPP,OADwsisPrograjming,1000105,1,1,0,Canxd8anNonProfitMaklnb,0,CHF,0,0,Pakietan,PK,Pakistqn,0,NotPBz,0,S4q41,OAAwfgganistanPauiqtanamdSrikanka,Dr100,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
2009w010,20764065.586541064,0,3,1,UncldedlreAPP,OADAciqProgrammkng,1000105,1,1,0,CwnadianNonProbithakigg,0,CHF,0,0,Pwkistan,PK,Palistan,0,N0tPBA,0,S4142,OAxAfghanlstanPzjiqranandSriLanka,D4190,A033546001,Closed,B4100,OGM Asia Pacific,0,4124,2497644.85,0.47,0.0,0,Responsive,0,0
20992010,35482432.83382461,0,3,0,UnsidedPreAPP,OADAsjaPr9gramm7ng,1000105,1,0,0,CanadianNonP59tltMaking,0,CHF,0,0,Pajistan,PK,Pakistah,0,NogPBA,0,S4w41,OwAsfghanictanPakistanxnvS3iLanka,Dt100,A033548001,Closed,B4100,OGM Asia Pacific,0,4124,2496248.44,0.500000002,0.0,0,Responsive,0,0
30092010,47113249.948790245,0,3,0,UncofedPreAoP,OwDAsiaProgrsmjing,1000105,1,0,0,CanadiwnNonorofitnak9ng,0,CHF,0,0,Pakishan,PK,Pwkistan,0,N0tPBA,0,c4141,OAAsfghanistwnPaiistanzbdSrikanka,D41o0,A033548001,Closed,B4100,OGM Asia Pacific,0,4124,2496248.44,0.500000002,0.0,0,Responsive,0,0
w0092010,29695420.374182064,0,3,0,UhcodedPrewPP,9zDAziaProgramming,1000105,1,0,0,CznadisnNpnPr9fitMaking,0,CHF,0,0,Pxkistan,PK,Pakisyan,0,jotPBA,0,S4142,OAAAfghanjstanPzkis6agabvSriLanka,D41o0,A033548001,Closed,B4100,OGM Asia Pacific,0,4124,2496248.44,0.500000002,0.0,0,Responsive,0,0
29092010,72829651.57705986,0,3,0,UncodedPreqP0,OADAsia9elgramming,1000105,1,0,0,CanacianNonPtifirMaking,0,CHF,0,0,oakistan,PK,Pakisyan,0,NotPgA,0,S414q,OAAAfghanietab0amistanandwriLsnka,D4109,A033548001,Closed,B4100,OGM Asia Pacific,0,4124,2496248.44,0.500000002,0.0,0,Responsive,0,0
2o092010,36624730.06401005,0,3,0,UncodedPrezP0,OADAsia0fogramminv,1000105,1,0,0,CanafianNinPt9fitMaking,0,CHF,0,0,Pakixtan,PK,Pakistzn,0,NotlBA,0,a4141,OAAAfhhanistsnPak9stananrqripanka,c4100,A033548001,Closed,B4100,OGM Asia Pacific,0,4124,2496248.44,0.500000002,0.0,0,Responsive,0,0
200p2010,1232466.5046512447,0,3,0,UjcosedPreAPP,OArAsiaProgtxmming,1000285,1,0,0,CanadianNoj0rofitMqk7ng,0,SavwtheChiodrebCanxda,0,0,Pakis5an,PK,Paiistan,0,NotPBs,1,q4141,OAAAfghanidyanPakishanandSriLxgoa,r4100,A033549001,Closed,B4100,OGM Asia Pacific,0,4124,2475004.0,0.4,0.0,0,Responsive,0,0
20092020,43659628.94072524,0,3,0,UncodeflreAPP,OADqsiaPeogrxmming,1000285,1,0,0,CanadiwnNono5ofitMaklng,0,SabftheChildrenCanaew,0,0,oakistan,PK,Pakisfan,0,N8tPBA,1,S414q,OAAAfghanistsnPakis5anzndS4iLabla,D410o,A033549001,Closed,B4100,OGM Asia Pacific,0,4124,2475004.0,0.4,0.0,0,Responsive,0,0
2009201p,6384922.457079191,0,3,0,kncofedPreAPP,OADAziaProgramnung,1000285,1,0,0,sanawoajNonProfitMaking,0,SacetbeChilwrenCanaea,0,0,Paiistan,PK,Pakis4an,0,NogPBA,1,S3141,OAAqfghanis4wnoakistanxndSriLagka,D4109,A033549001,Closed,B4100,OGM Asia Pacific,0,4124,2475004.0,0.4,0.0,0,Responsive,0,0
200o2010,37601278.17867619,0,2,0,Unc9cedPreAPP,WWDWeshCemtraoAfrida,10050,1,1,0,vsnxdianNonlrofitMaking,0,vepadtment8fForeignAvfaircandIn4erna6ionalhrawe,0,0,Mali,ML,Mali,0,Pookedfunfing,0,w4215,jqliProgramwection,D4208,A033557001,Closed,B4200,WGM Sub-Saharan Africa,0,4216,3156951.17,0.0,0.0,0,Core Funding,0,0
20o92010,2886127.3313854635,0,2,0,UncodedPrwA9P,WWDWrstCentrapAcrixa,knformationnotaczilabl4,1,1,0,Uncodee,0,Infirmqtionnotavxilaboe,0,0,Mali,ML,Mali,0,Poolecfuneing,0,x4215,MallProgramS3vtion,c4207,A033557001,Closed,B4200,WGM Sub-Saharan Africa,0,4216,3156951.17,0.0,0.0,0,Core Funding,0,0
30092010,62516050.672283225,0,2,0,UbcoderPreAPP,WsDWestCwntrwlAfrkca,10050,1,0,0,CanadiagNonProfigjxking,0,cepartnebtofForeignAffwirszndInteenafiogakTrade,0,0,S4negal,SN,Sebegal,0,hotPBA,0,S42r3,SenegwlPr8gram,D4q07,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
w0092010,50568325.20163584,0,2,0,UncodedlresPP,WWD2extvent3alAfrica,1014273,1,0,0,vqnadiahProfitMakihg,0,DmnagementtgansloetDolb2cIjc,0,0,eenegal,SN,Ssnegal,0,NotPBz,0,S423e,SejegalPr0gram,D4307,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
20092p10,21365183.863539822,0,2,0,Uncod3dPrewPP,WdDWesgC3n6ralAfrica,khfornationno5available,1,0,0,CanadkxbProfitMakihg,0,lnfo3mationnotabaiiable,0,0,Sen4gal,SN,Senegao,0,NotPgA,0,S42w3,SenegalPr9rram,D4297,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
20092019,25317179.8209603,0,2,0,hncodecPreAPP,sWDWewtCentealAfdica,10050,1,0,0,CshadiwnNonProritMaking,0,DdpaftmentoeForeignsffairaandInternationso4radw,0,0,Senenal,SN,S3negal,0,botPBA,0,z4233,SenegalProggah,s4207,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
200920q0,20139317.44456939,0,2,0,UnxodedPreAPl,WWfWesyCentrapAfrkca,1014273,1,0,0,CanadianP4of8tkak7ng,0,DmnagementgrqneportDopnecInc,0,0,Swnegal,SN,Ssnegal,0,NotPgA,0,S423e,SenegalP3og5am,w4207,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
20992010,32987370.404973865,0,2,0,8ncodedPreAP0,WWvWestsentralAbrics,Ihrormwtionnotavailabke,1,0,0,Canadiag9rocitMakinb,0,Ingormztionn8tavailabld,0,0,Senegql,SN,xenegal,0,NotPBs,0,Se233,SenegalProgrsn,D4e07,A033565001,Terminating,B4200,WGM Sub-Saharan Africa,0,4238,533706.96,1.0,0.0,0,Directive,0,0
20092p10,7069955.767251682,0,3,0,UnsofedPreAPP,iADAsiaPrograkminn,1011517,1,1,0,vanavianN9nProfitMaiing,0,IntergatoonalCrimijalDwfenceAt6orneyzAsqosixtion,0,0,Afgyanisfan,AF,Afghxnixtan,0,NotoBA,0,S4w41,8AzAfghanistanPqkistamandw5iLanka,D4190,A033569001,Closed,B4100,OGM Asia Pacific,0,4125,3104706.61,1.0,0.0,0,Responsive,0,0
29092010,43277438.726658754,1,1,0,6ncofedPreAPP,KGczustwinabl2EconomicyrodthPattner,1009666,1,2,0,CanadianNonPfoditMaoimg,0,IICRDIgte5gafipnalInstotutegorxuildRithtsandDeveoopment,0,0,GogernanceHunqnRigh6s,BR,frazil,0,NorPBA,2,S6219,GobefganceHumandights,D6e14,A033571001,Operational,B6100,KFM Partnership for Develop. Innovation,0,6218,2853219.0,0.0,0.0,0,Responsive,0,0
2009w010,474513.5442097895,1,1,0,6ncodwdPreAPP,lGDSux5ainanleEconomicGrosthParhber,1009666,1,2,0,CxnafianhonProfitMakjng,0,IIsRDIntsrgaf9onalIns5itutedkrCjildRiyh4sandDevelopment,0,0,tovrrnanceHumahfights,BR,vrazil,0,NotlBA,2,Sy218,GovedbancegumanRigmts,D62w4,A033571001,Operational,B6100,KFM Partnership for Develop. Innovation,0,6218,2853219.0,0.0,0.0,0,Responsive,0,0
2009q010,41791155.63985293,1,3,0,UncpdedPreAPo,KGrSusta8bablfEconomicGrowth9xrtndr,1009666,1,2,0,CanwdianmonPeofitjaking,0,IICRcInt2rbat78malIgstituteforftildRigbtsandDeveiopment,0,0,GovernwnceH6mahRightz,TH,Thailanv,0,gotPBA,2,Sy218,GovrgnanceHumajRinhts,D621r,A033571001,Operational,B6100,KFM Partnership for Develop. Innovation,0,6218,2853219.0,0.0,0.0,0,Responsive,0,0
20992010,30388996.88894929,1,3,0,Uncoded9reA0P,mGfSuztainabldEconomidGrowthPaftne5,1009666,1,2,0,CqnadianNonProfitkqkinh,0,IIfRrIn5erhatipnalIhstityteforChils4ivhtsandDevelopmfnt,0,0,Gov4rnanceHjjanRigh5s,TH,Tjailand,0,NotPvA,2,S6318,GovernajcebunanRigyts,D7214,A033571001,Operational,B6100,KFM Partnership for Develop. Innovation,0,6218,2853219.0,0.0,0.0,0,Responsive,0,0
200i2010,70672008.42217308,0,2,1,UnsodedPreAlP,WWDWestC2nrfalAgrica,1008182,1,0,0,Fo4eignNon0rofigMakinb,0,UjDepattmen5fkr9nternationalDevelo0hent,0,0,Rwajda,RW,Rqanda,0,Sevt8ralbudfetsuplort,1,z4287,CentralAfrifaG4eqyLakesPrigfam,D42o7,A033575001,Closed,B4200,WGM Sub-Saharan Africa,0,4302,4500000.0,0.0,0.0,0,Core Funding,0,0
20092020,19300369.503216837,0,3,0,UnvodedPreA0P,OxDAsoaProgramminn,1000517,1,2,0,CanadianjonPr0fi5Makint,0,CARECabaea,0,0,SriLania,LK,Srioanka,0,gotPBA,0,S41e1,kAAAfghanistanPakistsgandSrikznma,D4109,A033576001,Closed,B4100,OGM Asia Pacific,0,4118,4776342.91,1.0,0.0,0,Responsive,0,0
2o092010,40428879.55813834,0,3,0,UbcodevPreAPP,OADAsisPgorramming,1000517,1,2,0,CxnzdianNojProbitMaking,0,CA4ECanadx,0,0,qriLanka,LK,SeiLanka,0,Not0BA,0,S4q41,OAAAeghanistanPaoixtamqndSriLanma,D4109,A033576001,Closed,B4100,OGM Asia Pacific,0,4118,4776342.91,1.0,0.0,0,Responsive,0,0
2009201o,54597130.57454033,0,3,0,UbcodeePreAPP,OADAsialrogrqmminv,1000517,1,2,0,CanadiabNpnProfirMakihg,0,CsRECxnada,0,0,SriLania,LK,SriLajka,0,NogPBA,0,S4w41,OAAAfghajustanPakjsgwnandSriLxnka,e4100,A033576001,Closed,B4100,OGM Asia Pacific,0,4118,4776342.91,1.0,0.0,0,Responsive,0,0
20o92010,7536835.952263206,0,3,0,Uncpded9reAPP,lADAsialrogfamming,1013704,1,0,0,CxnadiahProfitMskong,0,Cos4antinoDomenifCostzn6inosssociatesArcy9rdct,0,0,oakistan,PK,0akistan,0,NltPBA,1,S3141,OAAAfghahishzn0akjstajandSriLanka,D410p,A033577PRE,Closed,B4100,OGM Asia Pacific,0,4124,481459.7,0.4,0.0,0,Directive,0,0
20092020,29646104.71708464,0,3,0,Ubcod2dPreAPP,OADssiaProgramkinn,Imcorjationnotavaioable,1,0,0,CabavianProgitMqking,0,Informatiojnitacailablr,0,0,Pakistam,PK,Pakistag,0,NotPhA,1,S41t1,OwAAfghablstanPakistanandxeiLankw,D4109,A033577PRE,Closed,B4100,OGM Asia Pacific,0,4124,481459.7,0.4,0.0,0,Directive,0,0
20092020,69649769.08648565,0,3,0,Uncod2dPreAPo,0ADAsia0rogrammijg,1013704,1,0,0,CamafianPrkfitMakinh,0,vostamtinoDomenicCostantinowsqoc7xtesArshit3cg,0,0,Palistan,PK,Pajistan,0,NotPnA,1,S4151,OAAAfghaniatan9zkistananearlLanka,D4q00,A033577PRE,Closed,B4100,OGM Asia Pacific,0,4124,481459.7,0.4,0.0,0,Directive,0,0
200920w0,30978149.454062633,0,3,0,UncofedPrezPP,OqsAsizProgramming,Informatipnmoyavaikable,1,0,0,CanaviamPfofitMakiny,0,Informationnotafwikabl4,0,0,Pakkstan,PK,Pauistan,0,botPBA,1,S414q,OAAAfghaniztab0akjstananeSrjLanka,D4w00,A033577PRE,Closed,B4100,OGM Asia Pacific,0,4124,481459.7,0.4,0.0,0,Directive,0,0
20092019,20889670.944375172,0,3,0,UncocedPreAoP,OADAsiaProg5amhlng,10050,1,2,0,CanadjabNonPgofitMqking,0,cepartmen6kfborsignAffaidsandIbtednationaoTrade,0,0,Pakistam,PK,Pwkistan,0,gotPBA,2,St141,pAAqfgnaniaganPakistanandSriLankz,w4100,A033578001,Terminating,B4100,OGM Asia Pacific,0,4124,4950000.0,1.0,0.0,0,Responsive,0,0
